policy_id,customer_id,policy_type,policy_start_date,monthly_premium,coverage_amount,vehicle_count,is_active,current_discount
POL-78227316,CUST-388719,Life,2023-04-13,47.04,568000,0,1,0.244
POL-22910504,CUST-588293,RV,2022-12-11,596.53,61000,2,1,0.211
POL-65804038,CUST-344555,Home,2021-10-20,546.51,1188000,0,1,0.09
POL-46778834,CUST-790871,Business,2025-03-17,781.89,3926000,0,1,0.173
POL-16967591,CUST-991373,Health,2024-05-03,1156.6,129000,0,1,0.014
POL-99575764,CUST-116561,Auto,2024-04-23,291.99,124000,3,1,0.056
POL-24045121,CUST-150427,Boat,2016-05-14,343.51,204000,2,1,0.071
POL-59204430,CUST-781390,Home,2016-09-16,774.85,825000,0,1,0.129
POL-62110699,CUST-766643,Life,2025-06-04,175.06,119000,0,1,0.207
POL-81765803,CUST-692409,Umbrella,2024-08-29,233.7,1386000,0,1,0.242
POL-18476277,CUST-313775,Boat,2016-10-01,693.7,253000,2,1,0.107
POL-72537690,CUST-196640,Business,2024-06-27,894.84,1081000,0,1,0.198
POL-10999047,CUST-484570,Motorcycle,2023-03-07,138.21,49000,3,1,0.049
POL-44045721,CUST-787074,Motorcycle,2015-09-27,136.77,31000,3,1,0.002
POL-71017405,CUST-313785,Health,2025-05-15,1161.0,178000,0,1,0.23
POL-44121590,CUST-850274,Life,2019-12-18,167.69,143000,0,1,0.04
POL-35685256,CUST-833413,Renters,2017-03-05,39.43,69000,0,1,0.214
POL-57103476,CUST-520449,Home,2018-12-31,304.56,1335000,0,1,0.09
POL-70205573,CUST-410222,Business,2018-03-19,2025.93,3867000,0,1,0.058
POL-14067515,CUST-87031,Boat,2024-05-25,201.12,250000,1,1,0.049
POL-97458103,CUST-228209,Auto,2018-08-05,98.08,164000,2,1,0.093
POL-28174991,CUST-553819,Health,2015-12-31,985.6,297000,0,1,0.129
POL-45864749,CUST-788513,Health,2024-01-18,636.95,277000,0,1,0.158
POL-71991176,CUST-119618,Renters,2022-11-19,49.4,51000,0,1,0.224
POL-77594255,CUST-257699,RV,2016-11-20,913.45,58000,2,0,0.048
POL-72312564,CUST-83662,Life,2023-11-10,162.2,951000,0,1,0.048
POL-45172233,CUST-604438,Life,2020-03-04,135.91,445000,0,1,0.196
POL-3041899,CUST-773732,Renters,2015-09-08,19.92,86000,0,1,0.154
POL-84594084,CUST-887014,Life,2025-03-28,157.36,144000,0,1,0.044
POL-14142004,CUST-466925,Boat,2018-05-02,357.59,136000,2,1,0.151
POL-77456003,CUST-49276,Boat,2023-06-16,524.9,114000,1,1,0.184
POL-42362188,CUST-154986,RV,2021-10-17,636.09,279000,1,1,0.233
POL-57072792,CUST-969525,Health,2025-01-09,711.6,429000,0,1,0.126
POL-78544364,CUST-217816,Business,2022-09-09,2013.41,443000,0,1,0.222
POL-50152980,CUST-93774,Umbrella,2019-04-03,448.67,4944000,0,1,0.246
POL-99926913,CUST-529103,Home,2020-10-26,404.2,1677000,0,1,0.157
POL-2773948,CUST-791196,Motorcycle,2024-08-26,91.54,41000,1,1,0.242
POL-1595678,CUST-806147,Auto,2023-05-26,81.66,196000,3,1,0.13
POL-26193780,CUST-132683,Home,2020-11-28,662.7,1712000,0,1,0.205
POL-2681024,CUST-782372,Renters,2022-03-16,22.39,41000,0,1,0.229
POL-16355844,CUST-603637,Boat,2017-07-24,357.19,122000,1,1,0.027
POL-78449326,CUST-83697,Umbrella,2019-08-06,306.43,2394000,0,1,0.185
POL-33369182,CUST-899310,Business,2015-09-02,760.11,788000,0,1,0.118
POL-16864487,CUST-894258,Home,2024-07-21,517.42,1867000,0,0,0.221
POL-63660887,CUST-322304,Auto,2025-04-01,242.61,60000,2,1,0.016
POL-86747374,CUST-908213,Motorcycle,2017-10-12,68.04,85000,2,1,0.21
POL-46917382,CUST-127153,Umbrella,2020-11-08,591.31,2269000,0,1,0.051
POL-97107458,CUST-447314,Motorcycle,2019-08-20,33.01,85000,1,1,0.247
POL-77036650,CUST-61940,Motorcycle,2016-03-18,128.94,12000,1,1,0.085
POL-44035507,CUST-866492,Health,2024-07-12,1190.03,268000,0,1,0.096
POL-13564624,CUST-897146,Health,2024-08-05,808.47,241000,0,1,0.246
POL-96258117,CUST-128992,Renters,2024-01-15,46.32,75000,0,1,0.015
POL-38038252,CUST-343660,Business,2016-03-21,1328.11,1078000,0,1,0.084
POL-18203817,CUST-313877,Auto,2016-07-13,176.88,119000,3,0,0.186
POL-95916504,CUST-483433,Renters,2019-02-07,38.7,83000,0,1,0.215
POL-53748955,CUST-73063,RV,2019-01-03,312.21,260000,2,0,0.124
POL-93571230,CUST-833696,Renters,2021-05-01,29.41,82000,0,1,0.083
POL-66597407,CUST-215630,Umbrella,2024-07-11,592.63,1408000,0,1,0.143
POL-53963175,CUST-146654,Health,2021-12-10,362.98,198000,0,1,0.083
POL-10585201,CUST-227575,Boat,2022-12-23,654.03,377000,2,1,0.228
POL-68405004,CUST-755629,Business,2021-06-04,909.7,1770000,0,1,0.157
POL-76282637,CUST-257263,Health,2022-04-25,713.09,457000,0,1,0.173
POL-47409708,CUST-253749,Motorcycle,2019-01-18,89.71,13000,3,1,0.246
POL-94531493,CUST-7459,Umbrella,2016-07-09,470.58,4567000,0,0,0.133
POL-73088622,CUST-337386,Auto,2021-03-04,150.51,124000,3,1,0.004
POL-12126246,CUST-384531,RV,2022-10-24,773.83,189000,1,1,0.228
POL-60446666,CUST-697994,RV,2020-06-16,879.91,135000,2,1,0.05
POL-11535774,CUST-682268,RV,2019-09-07,331.56,175000,1,1,0.118
POL-51785761,CUST-860263,Home,2021-03-07,207.38,872000,0,0,0.198
POL-32132903,CUST-613189,Motorcycle,2021-11-18,98.02,50000,3,1,0.015
POL-76249067,CUST-194969,Renters,2023-10-14,33.22,82000,0,1,0.047
POL-46535615,CUST-828221,Auto,2021-07-26,275.16,208000,1,0,0.004
POL-13591154,CUST-398281,Auto,2017-06-17,280.78,315000,1,1,0.211
POL-33030893,CUST-411972,Motorcycle,2020-06-06,39.0,14000,1,1,0.069
POL-88587007,CUST-140534,Umbrella,2016-03-20,321.77,3756000,0,1,0.213
POL-32210133,CUST-494442,Life,2024-02-19,144.35,748000,0,1,0.231
POL-24388806,CUST-479131,Auto,2023-10-06,316.17,330000,3,1,0.041
POL-21261155,CUST-571161,Umbrella,2015-12-22,553.63,3935000,0,1,0.037
POL-87262584,CUST-396582,Umbrella,2022-09-02,372.55,2139000,0,1,0.234
POL-628942,CUST-359782,Business,2022-06-19,1584.14,614000,0,1,0.21
POL-39592252,CUST-185691,Business,2019-09-26,881.51,1184000,0,1,0.036
POL-11033610,CUST-396058,Renters,2024-05-11,18.78,67000,0,1,0.024
POL-34416747,CUST-72024,Renters,2019-10-30,33.03,41000,0,1,0.188
POL-10273481,CUST-36660,Auto,2022-07-04,241.71,418000,3,0,0.034
POL-83678289,CUST-730404,Motorcycle,2017-04-11,127.6,27000,1,1,0.197
POL-43396592,CUST-665432,Business,2023-05-08,1097.14,839000,0,0,0.211
POL-44931009,CUST-561421,Auto,2018-12-23,80.5,59000,2,1,0.055
POL-54974875,CUST-868467,Auto,2020-08-03,113.09,263000,4,1,0.092
POL-5751725,CUST-391438,Motorcycle,2020-01-05,108.06,42000,2,1,0.182
POL-5029596,CUST-198085,Health,2017-08-11,588.23,211000,0,1,0.06
POL-73398701,CUST-1281,Renters,2025-01-09,28.76,32000,0,1,0.126
POL-65822380,CUST-224388,Boat,2017-10-18,358.3,341000,1,1,0.05
POL-35441367,CUST-149642,Business,2015-08-20,2057.4,214000,0,1,0.153
POL-56330969,CUST-218660,Auto,2023-10-09,245.99,499000,3,1,0.16
POL-18028246,CUST-978978,Motorcycle,2022-09-04,95.21,62000,2,1,0.111
POL-13750417,CUST-276087,Life,2024-02-26,40.01,784000,0,1,0.046
POL-90789194,CUST-283732,Renters,2019-11-26,48.37,26000,0,0,0.208
POL-15577207,CUST-554558,Umbrella,2023-03-16,433.2,4843000,0,0,0.087
POL-30858901,CUST-620733,Boat,2025-05-05,743.1,325000,1,1,0.084
POL-28375588,CUST-971573,RV,2020-11-19,518.39,144000,2,1,0.106
POL-77221427,CUST-431763,Health,2015-11-11,826.92,124000,0,1,0.121
POL-6026859,CUST-438712,Life,2025-04-11,121.55,198000,0,1,0.131
POL-53973235,CUST-272763,Life,2023-12-02,124.14,113000,0,1,0.006
POL-76459518,CUST-182138,Life,2015-07-22,133.01,725000,0,0,0.247
POL-67868041,CUST-562646,Motorcycle,2018-06-09,67.72,24000,2,1,0.036
POL-82364868,CUST-533879,Renters,2020-03-23,36.88,74000,0,1,0.028
POL-36188108,CUST-913486,Health,2023-03-23,306.69,240000,0,0,0.216
POL-47057406,CUST-117320,Life,2020-12-07,151.29,288000,0,1,0.015
POL-44110827,CUST-563753,Life,2019-07-12,74.11,119000,0,1,0.004
POL-18224724,CUST-886946,Home,2023-03-19,247.65,691000,0,1,0.208
POL-16547150,CUST-475542,Life,2023-11-05,39.64,310000,0,1,0.12
POL-26379956,CUST-22306,Auto,2020-01-07,340.42,220000,3,1,0.154
POL-74194995,CUST-587150,Life,2022-09-20,181.02,547000,0,1,0.165
POL-14181221,CUST-794358,Motorcycle,2017-07-13,36.37,50000,4,1,0.234
POL-36371543,CUST-813338,Boat,2022-01-08,567.55,411000,2,1,0.088
POL-27258959,CUST-319885,Business,2016-02-03,1372.07,2665000,0,1,0.053
POL-79275381,CUST-528353,Auto,2019-01-14,310.59,387000,4,1,0.155
POL-8724926,CUST-531897,Motorcycle,2024-05-21,84.2,69000,4,1,0.141
POL-27587974,CUST-575014,RV,2023-11-20,318.4,61000,2,1,0.026
POL-59483614,CUST-683566,Renters,2023-06-27,32.47,16000,0,1,0.195
POL-68715354,CUST-233250,Life,2021-08-08,47.42,150000,0,1,0.221
POL-28782865,CUST-424361,Boat,2019-06-23,688.74,29000,2,1,0.239
POL-63739506,CUST-471342,Umbrella,2020-04-28,572.77,4041000,0,1,0.162
POL-33697896,CUST-98873,Life,2015-09-24,61.79,629000,0,1,0.076
POL-96295868,CUST-8838,Health,2019-06-14,311.71,89000,0,1,0.102
POL-83575856,CUST-957501,Business,2015-09-15,2259.41,4057000,0,1,0.077
POL-46856297,CUST-202376,Motorcycle,2017-05-30,99.87,15000,4,1,0.151
POL-85485363,CUST-915771,RV,2024-03-19,864.96,202000,2,1,0.198
POL-3112785,CUST-195338,Home,2022-08-16,359.05,1243000,0,0,0.032
POL-17141790,CUST-415129,Business,2024-10-06,620.06,1755000,0,1,0.08
POL-46799147,CUST-277356,Umbrella,2017-10-04,574.31,3163000,0,1,0.045
POL-5304180,CUST-968705,Renters,2018-05-01,19.56,63000,0,1,0.181
POL-9102656,CUST-687036,Renters,2019-12-13,26.86,77000,0,1,0.245
POL-31224916,CUST-937886,Motorcycle,2018-05-23,118.89,37000,4,1,0.07
POL-82035634,CUST-36543,RV,2016-12-09,647.81,277000,1,1,0.006
POL-60426196,CUST-484258,Boat,2021-07-20,576.24,60000,2,1,0.158
POL-982850,CUST-281575,Renters,2017-10-09,16.72,30000,0,1,0.206
POL-8896589,CUST-20636,RV,2020-03-31,721.67,95000,2,1,0.058
POL-94928990,CUST-723665,Business,2016-06-15,2151.52,3506000,0,1,0.239
POL-92538700,CUST-620301,Renters,2023-11-29,25.83,62000,0,1,0.184
POL-13382149,CUST-592472,Home,2020-02-14,183.67,1199000,0,1,0.017
POL-21415919,CUST-283873,Life,2019-02-25,154.47,802000,0,1,0.055
POL-32238832,CUST-881001,Boat,2021-10-22,478.19,333000,2,1,0.129
POL-86335090,CUST-78940,Renters,2024-11-11,28.12,26000,0,1,0.059
POL-83400769,CUST-506169,Health,2016-07-03,842.22,386000,0,1,0.129
POL-13259460,CUST-665103,RV,2020-10-04,373.19,159000,2,1,0.071
POL-19353979,CUST-787116,Health,2017-12-13,991.14,195000,0,1,0.219
POL-73012583,CUST-998368,Umbrella,2020-03-16,337.41,2838000,0,1,0.159
POL-3779742,CUST-615914,Auto,2023-06-01,275.45,340000,1,1,0.11
POL-63709054,CUST-158359,Auto,2024-12-26,304.75,356000,3,1,0.053
POL-34327434,CUST-907595,Auto,2022-02-14,99.23,128000,1,1,0.066
POL-54609682,CUST-214628,Life,2025-04-06,107.38,419000,0,1,0.027
POL-23817750,CUST-391322,Life,2018-08-12,125.57,631000,0,1,0.112
POL-66573189,CUST-882882,Life,2016-10-27,70.21,435000,0,1,0.197
POL-19347898,CUST-194534,Life,2020-07-28,82.14,929000,0,1,0.117
POL-1877542,CUST-277888,RV,2020-06-02,548.65,134000,1,0,0.101
POL-23137974,CUST-439579,Life,2019-02-18,157.88,835000,0,1,0.109
POL-14479716,CUST-559488,Life,2017-03-10,113.43,192000,0,1,0.006
POL-4757486,CUST-201765,Life,2016-05-15,33.98,126000,0,1,0.073
POL-51347932,CUST-551383,Business,2020-09-09,1311.63,3939000,0,1,0.085
POL-13316648,CUST-720940,Auto,2022-11-02,337.57,484000,1,1,0.128
POL-28871875,CUST-52701,Motorcycle,2021-12-25,35.65,64000,4,0,0.11
POL-1610506,CUST-156562,Umbrella,2023-07-28,213.42,3406000,0,1,0.04
POL-53600694,CUST-470444,Home,2024-10-13,614.33,818000,0,1,0.21
POL-7528345,CUST-979632,Business,2018-05-20,890.26,1605000,0,1,0.183
POL-4717473,CUST-33342,Motorcycle,2018-01-26,117.39,15000,4,1,0.097
POL-31735204,CUST-409913,Home,2021-03-12,571.12,1711000,0,0,0.229
POL-96830266,CUST-142126,RV,2022-07-16,477.39,225000,2,1,0.099
POL-76670701,CUST-377897,Business,2016-09-07,2313.94,706000,0,1,0.186
POL-54931310,CUST-570112,Auto,2018-11-02,294.59,380000,2,1,0.142
POL-4184542,CUST-10461,Boat,2025-06-02,442.35,43000,2,1,0.197
POL-62390619,CUST-498908,Life,2021-04-05,67.87,246000,0,1,0.091
POL-4029896,CUST-62843,Boat,2020-10-25,389.03,341000,2,1,0.198
POL-66428759,CUST-255218,Business,2017-02-14,1315.49,2930000,0,1,0.088
POL-44766759,CUST-836702,Home,2017-10-25,764.52,1523000,0,1,0.068
POL-1654134,CUST-27259,Life,2025-01-26,56.41,569000,0,1,0.226
POL-29016246,CUST-645226,Health,2023-05-06,278.67,409000,0,1,0.114
POL-12009163,CUST-198712,Life,2023-05-06,54.04,639000,0,1,0.154
POL-87825168,CUST-473401,Business,2016-01-31,2240.75,4350000,0,1,0.183
POL-21508083,CUST-98067,Boat,2018-05-31,759.44,111000,2,1,0.122
POL-27406435,CUST-566792,Motorcycle,2017-05-08,148.14,94000,4,1,0.132
POL-76017113,CUST-43260,Health,2021-12-20,1105.56,450000,0,1,0.014
POL-63433176,CUST-927569,Home,2024-02-27,144.62,533000,0,1,0.088
POL-87924151,CUST-408784,Business,2016-10-11,800.79,1844000,0,1,0.091
POL-19130730,CUST-194655,Life,2023-12-04,50.89,538000,0,1,0.011
POL-3348963,CUST-843332,Renters,2017-07-14,42.85,14000,0,1,0.061
POL-42441437,CUST-912406,Life,2019-10-24,71.19,627000,0,1,0.1
POL-99788399,CUST-427308,Renters,2020-03-30,29.34,47000,0,1,0.232
POL-66569035,CUST-116349,Life,2017-05-25,98.17,465000,0,1,0.092
POL-22439039,CUST-573736,Renters,2025-03-07,19.54,87000,0,1,0.165
POL-63613967,CUST-874758,Business,2016-08-28,1437.66,1210000,0,1,0.221
POL-61040634,CUST-269311,Motorcycle,2015-08-08,39.29,61000,1,1,0.167
POL-32867023,CUST-426835,Home,2020-09-14,135.32,1381000,0,1,0.165
POL-19421271,CUST-865130,Umbrella,2016-05-29,305.42,1346000,0,1,0.011
POL-40471259,CUST-307375,Renters,2019-05-01,21.94,71000,0,1,0.042
POL-24651384,CUST-378059,Motorcycle,2017-09-25,85.01,14000,3,1,0.08
POL-12461172,CUST-679420,Life,2017-12-12,66.59,523000,0,1,0.245
POL-2066517,CUST-151069,Renters,2022-04-02,28.89,45000,0,1,0.246
POL-24304645,CUST-225101,Motorcycle,2021-04-26,31.15,80000,3,1,0.021
POL-36222425,CUST-792019,Business,2025-06-28,562.74,3494000,0,1,0.098
POL-19047652,CUST-768153,Health,2016-11-22,375.94,148000,0,1,0.121
POL-78294709,CUST-284790,Home,2015-10-13,632.36,261000,0,1,0.127
POL-99577181,CUST-863285,Home,2020-09-06,225.79,1364000,0,1,0.17
POL-63680989,CUST-926209,Life,2023-01-30,164.39,660000,0,1,0.149
POL-50442729,CUST-646996,Life,2018-07-24,158.48,187000,0,1,0.152
POL-27950053,CUST-707162,Umbrella,2015-11-17,298.7,2079000,0,1,0.111
POL-56460869,CUST-672716,Boat,2018-08-07,779.99,230000,1,1,0.094
POL-42386800,CUST-98957,Boat,2021-07-02,297.08,376000,2,1,0.232
POL-17522122,CUST-493171,RV,2019-04-25,928.7,186000,1,1,0.004
POL-10590155,CUST-683195,Business,2022-06-14,1619.25,2070000,0,0,0.071
POL-80890057,CUST-858092,RV,2023-06-01,440.72,263000,1,1,0.055
POL-96663620,CUST-584257,Home,2020-08-06,346.18,1431000,0,1,0.213
POL-90882479,CUST-140442,Motorcycle,2015-11-26,92.69,60000,1,1,0.006
POL-46297922,CUST-867341,Business,2020-02-03,1238.44,2918000,0,1,0.006
POL-78429608,CUST-566283,Life,2021-08-08,167.02,558000,0,0,0.003
POL-15025239,CUST-400833,Health,2021-06-17,891.92,396000,0,1,0.07
POL-17637986,CUST-110906,Auto,2016-02-15,247.07,319000,1,1,0.056
POL-77171497,CUST-699835,Home,2017-04-20,285.41,1531000,0,1,0.201
POL-42905265,CUST-975323,Renters,2017-05-16,30.74,33000,0,1,0.142
POL-78039848,CUST-966983,Business,2024-08-17,850.85,1307000,0,1,0.247
POL-22914929,CUST-844547,RV,2017-01-14,735.47,279000,2,1,0.125
POL-72543688,CUST-923630,Motorcycle,2022-10-22,118.97,27000,2,1,0.19
POL-94370993,CUST-299405,Motorcycle,2022-05-18,117.72,77000,2,1,0.077
POL-55515657,CUST-267700,Boat,2024-08-10,304.32,295000,1,1,0.154
POL-74625405,CUST-448748,Umbrella,2023-08-23,444.69,1440000,0,1,0.167
POL-90525094,CUST-441766,Home,2024-03-25,565.36,153000,0,1,0.127
POL-28708354,CUST-486129,Auto,2017-08-26,241.95,319000,1,1,0.156
POL-7890314,CUST-951954,Health,2021-12-12,594.04,143000,0,1,0.249
POL-67135692,CUST-551046,Renters,2015-08-29,26.53,27000,0,1,0.09
POL-41870770,CUST-478346,Renters,2020-01-27,19.76,74000,0,1,0.033
POL-3172317,CUST-536002,Boat,2019-11-24,307.67,495000,1,1,0.079
POL-58830582,CUST-860738,Umbrella,2019-06-02,295.25,2343000,0,1,0.024
POL-11887765,CUST-591978,Business,2024-12-23,2230.18,1674000,0,1,0.046
POL-76757382,CUST-34109,Boat,2017-05-10,352.16,76000,1,1,0.099
POL-39134657,CUST-649814,Home,2023-11-04,395.46,1246000,0,1,0.194
POL-17532794,CUST-89919,Renters,2025-02-21,44.16,53000,0,1,0.056
POL-40369409,CUST-45730,Business,2022-12-06,1350.46,139000,0,0,0.238
POL-54178854,CUST-599031,Boat,2016-05-07,394.22,103000,2,1,0.076
POL-27058295,CUST-412130,Boat,2024-06-29,239.42,382000,1,1,0.053
POL-26491961,CUST-823575,Life,2017-09-01,140.21,526000,0,1,0.184
POL-30931982,CUST-292135,Home,2021-01-14,508.07,283000,0,1,0.243
POL-36106651,CUST-534628,Umbrella,2024-09-07,570.57,4609000,0,1,0.103
POL-36295026,CUST-470860,Health,2022-12-05,632.63,414000,0,1,0.127
POL-67668509,CUST-165381,Home,2016-02-27,778.96,1061000,0,1,0.218
POL-30064964,CUST-601970,Umbrella,2017-06-27,342.08,3595000,0,0,0.145
POL-55058585,CUST-334035,Business,2024-06-21,1258.18,3560000,0,1,0.101
POL-57940915,CUST-196599,Life,2020-02-28,49.13,447000,0,1,0.077
POL-95887278,CUST-897248,Business,2018-01-04,2085.94,3015000,0,1,0.212
POL-22571736,CUST-69120,Health,2015-08-29,650.31,52000,0,1,0.049
POL-26749842,CUST-779595,Renters,2018-04-29,49.08,49000,0,1,0.213
POL-92116207,CUST-984403,Life,2023-11-10,100.22,175000,0,1,0.117
POL-1952172,CUST-376731,Renters,2018-01-07,39.79,46000,0,1,0.036
POL-199996,CUST-921330,Life,2021-02-01,143.95,188000,0,0,0.027
POL-29233159,CUST-2074,Business,2019-01-13,2182.8,1709000,0,0,0.023
POL-2767728,CUST-19056,Business,2016-07-12,556.51,2051000,0,1,0.051
POL-69658618,CUST-395211,Boat,2024-10-28,396.0,41000,1,1,0.091
POL-39150077,CUST-779906,Health,2019-09-22,928.74,221000,0,1,0.184
POL-60859288,CUST-250895,Health,2022-05-10,368.29,103000,0,1,0.079
POL-82166272,CUST-5063,Umbrella,2017-05-21,235.03,1913000,0,1,0.107
POL-69277550,CUST-546404,Health,2015-07-20,1184.7,422000,0,1,0.056
POL-76252866,CUST-94352,Boat,2025-03-21,777.82,342000,1,1,0.095
POL-33839318,CUST-124896,Health,2017-07-22,959.7,187000,0,1,0.021
POL-355692,CUST-24266,Umbrella,2022-05-28,548.65,4630000,0,0,0.061
POL-12394373,CUST-403159,RV,2025-05-09,961.51,94000,2,1,0.121
POL-99506677,CUST-658270,Motorcycle,2025-02-24,95.34,28000,2,1,0.231
POL-31554178,CUST-145609,Life,2018-01-31,124.68,726000,0,1,0.181
POL-27050445,CUST-979179,Umbrella,2023-11-27,509.0,3885000,0,1,0.232
POL-99611640,CUST-872068,Renters,2023-04-07,27.13,26000,0,1,0.104
POL-90362638,CUST-557771,Home,2025-05-24,629.57,1492000,0,1,0.243
POL-97543497,CUST-482167,Motorcycle,2025-04-24,119.23,58000,3,1,0.049
POL-52103937,CUST-9339,Renters,2016-04-02,26.28,65000,0,1,0.05
POL-98389011,CUST-353200,RV,2024-09-16,976.45,79000,1,1,0.173
POL-72924070,CUST-883577,Motorcycle,2020-08-07,39.81,23000,4,1,0.08
POL-73499395,CUST-445914,Health,2016-11-21,426.52,408000,0,1,0.188
POL-34629948,CUST-407380,Health,2023-08-29,582.55,91000,0,1,0.175
POL-5453328,CUST-53123,Boat,2019-08-30,202.44,342000,2,0,0.201
POL-80091105,CUST-855570,Life,2015-11-20,43.9,878000,0,1,0.191
POL-37222605,CUST-717537,Renters,2024-04-03,44.97,97000,0,1,0.155
POL-33425740,CUST-455671,Boat,2019-03-22,284.26,336000,2,1,0.035
POL-12989735,CUST-758133,Auto,2017-07-06,153.67,316000,4,1,0.049
POL-59816708,CUST-86488,Business,2019-08-26,2011.82,987000,0,1,0.222
POL-70248400,CUST-925242,RV,2017-02-16,947.93,216000,2,1,0.172
POL-42726974,CUST-96958,RV,2016-12-10,569.59,118000,2,0,0.004
POL-86672678,CUST-387323,Home,2024-12-09,525.27,402000,0,1,0.086
POL-44255086,CUST-525597,Home,2019-11-26,417.14,802000,0,1,0.0
POL-76951198,CUST-843952,Motorcycle,2017-11-25,130.55,67000,1,1,0.058
POL-20143561,CUST-19053,Renters,2020-10-01,16.71,89000,0,1,0.031
POL-85352002,CUST-272393,Motorcycle,2018-09-17,87.21,47000,3,1,0.205
POL-9182316,CUST-380652,Auto,2015-09-12,237.11,72000,3,1,0.233
POL-43478750,CUST-799685,Auto,2018-12-15,246.46,231000,2,1,0.183
POL-37276838,CUST-432928,Health,2019-07-25,709.45,389000,0,1,0.127
POL-4022683,CUST-468165,RV,2022-06-27,430.23,80000,1,1,0.155
POL-50339944,CUST-989278,Motorcycle,2020-12-18,88.34,38000,3,1,0.09
POL-81498287,CUST-626241,Umbrella,2025-04-09,447.04,1453000,0,1,0.116
POL-38035096,CUST-610276,Boat,2019-10-02,445.58,294000,2,1,0.098
POL-54280598,CUST-452924,Business,2020-02-22,796.06,2903000,0,1,0.174
POL-19900441,CUST-750899,Renters,2023-01-03,22.93,63000,0,1,0.101
POL-12816522,CUST-61404,RV,2016-05-28,648.13,70000,2,1,0.241
POL-18515091,CUST-279966,Motorcycle,2024-11-09,74.51,38000,3,1,0.083
POL-18693730,CUST-740651,Health,2015-10-07,805.5,244000,0,1,0.106
POL-12294633,CUST-722173,Business,2024-08-30,1542.75,2926000,0,1,0.164
POL-20428950,CUST-965372,Business,2024-02-13,1027.34,3565000,0,1,0.201
POL-87592940,CUST-233299,Business,2017-11-02,1647.47,3973000,0,1,0.13
POL-59960207,CUST-625437,Umbrella,2024-03-23,477.79,2161000,0,1,0.145
POL-151477,CUST-156543,Business,2020-05-29,1098.41,1940000,0,1,0.224
POL-18889590,CUST-35316,Home,2022-02-23,284.32,249000,0,1,0.078
POL-46526658,CUST-525123,Auto,2024-07-10,236.54,268000,4,1,0.227
POL-66690193,CUST-274810,RV,2016-09-07,967.78,145000,2,1,0.077
POL-18245984,CUST-490281,Umbrella,2021-01-06,263.55,3809000,0,1,0.159
POL-48118532,CUST-668124,Boat,2019-05-13,795.09,439000,1,1,0.063
POL-55242115,CUST-326708,Boat,2018-10-09,458.6,452000,1,1,0.113
POL-29832464,CUST-361172,Boat,2018-03-18,542.2,344000,2,1,0.167
POL-2334965,CUST-8830,Auto,2023-03-23,237.35,232000,3,1,0.242
POL-11702433,CUST-167216,Home,2020-07-03,535.02,693000,0,1,0.042
POL-75163764,CUST-996585,Health,2017-02-07,480.49,472000,0,1,0.091
POL-74042614,CUST-735281,Auto,2017-11-12,153.43,398000,1,1,0.128
POL-14385841,CUST-575617,Business,2021-02-21,803.09,542000,0,1,0.206
POL-92156393,CUST-439010,Home,2017-06-21,629.94,542000,0,1,0.001
POL-84334607,CUST-185272,Business,2016-09-03,1876.51,475000,0,1,0.184
POL-46432833,CUST-591880,Renters,2021-01-23,30.44,98000,0,1,0.111
POL-38502327,CUST-697888,Business,2015-10-19,1644.38,3014000,0,0,0.081
POL-15357495,CUST-926280,Health,2022-04-04,681.58,148000,0,1,0.007
POL-8164767,CUST-487219,Business,2016-01-13,2420.35,4248000,0,1,0.176
POL-29402174,CUST-58071,Renters,2018-06-08,25.97,81000,0,1,0.034
POL-57239907,CUST-428236,Motorcycle,2019-12-29,57.83,38000,2,1,0.213
POL-7218512,CUST-89394,RV,2015-11-23,680.83,131000,2,1,0.143
POL-75370985,CUST-254073,Auto,2017-09-01,135.94,178000,2,1,0.14
POL-19236657,CUST-480542,Renters,2024-05-18,18.12,15000,0,1,0.199
POL-3976162,CUST-94089,Motorcycle,2016-12-19,109.42,43000,3,1,0.01
POL-26911168,CUST-947996,Umbrella,2018-06-26,455.53,3374000,0,1,0.249
POL-76208598,CUST-770711,Home,2017-08-28,775.63,1532000,0,1,0.221
POL-9213212,CUST-367890,Health,2022-10-05,403.89,427000,0,1,0.058
POL-16789758,CUST-30791,Auto,2017-01-06,338.42,394000,4,1,0.18
POL-71451022,CUST-750078,Life,2019-12-29,170.59,155000,0,1,0.133
POL-1547308,CUST-521937,Home,2021-11-10,660.59,1506000,0,1,0.108
POL-58415071,CUST-787931,Health,2022-10-19,768.98,165000,0,1,0.232
POL-30116895,CUST-854481,Boat,2021-01-09,794.84,374000,1,1,0.165
POL-41883522,CUST-400383,Auto,2019-11-22,226.89,57000,2,0,0.059
POL-40998348,CUST-686913,RV,2016-04-10,689.98,283000,2,0,0.17
POL-19371183,CUST-461170,Auto,2018-07-08,288.0,99000,3,1,0.221
POL-29361875,CUST-893523,Health,2022-08-15,982.34,272000,0,1,0.165
POL-51381143,CUST-865303,Home,2020-08-05,524.01,1529000,0,1,0.073
POL-14370816,CUST-652255,Boat,2015-12-03,616.38,299000,2,1,0.245
POL-44680584,CUST-248090,Motorcycle,2016-12-28,49.5,12000,2,1,0.176
POL-49117104,CUST-523470,Business,2015-08-11,787.78,1991000,0,1,0.158
POL-98232478,CUST-324143,Business,2018-12-24,650.61,2791000,0,1,0.011
