policy_id,customer_id,policy_type,coverage_amount,premium_amount,deductible,start_date,end_date,renewal_date,policy_status,agent_id,acquisition_channel
POL0036649,CUST010669,Home,183564,1909.07,2500,2025-04-20,2026-04-20,2026-04-20,Active,AGT162,Agent
POL0036650,CUST010794,Auto,250000,5000.0,250,2020-04-06,2021-04-06,2021-04-06,Active,AGT130,Online
POL0036651,CUST005465,Life,1157797,4631.19,0,2024-09-25,2025-09-25,2025-09-25,Active,AGT033,Agent
POL0036652,CUST009941,Home,52934,550.51,1000,2021-02-02,2022-02-02,2022-02-02,Lapsed,AGT112,Referral
POL0036653,CUST001532,Auto,100000,1600.0,250,2021-03-06,2022-03-06,2022-03-06,Active,AGT117,Online
POL0036654,CUST012881,Home,177748,1137.59,500,2025-08-08,2026-08-08,2026-08-08,Active,AGT167,Phone
POL0036655,CUST000637,Health,250000,20000.0,1000,2021-07-26,2022-07-26,2022-07-26,Active,AGT167,Online
POL0036656,CUST004704,Auto,500000,13000.0,1000,2022-07-28,2023-07-28,2023-07-28,Active,AGT147,Online
POL0036657,CUST009132,Health,250000,26000.0,2500,2024-06-17,2025-06-17,2025-06-17,Active,AGT082,Agent
POL0036658,CUST003556,Health,250000,16000.0,500,2020-09-25,2021-09-25,2021-09-25,Active,AGT049,Online
POL0036659,CUST010647,Life,428908,2144.54,0,2021-05-03,2022-05-03,2022-05-03,Active,AGT116,Online
POL0036660,CUST002181,Travel,100000,15000.0,0,2024-10-13,2025-10-13,2025-10-13,Active,AGT136,Online
POL0036661,CUST004167,Auto,250000,6500.0,2000,2021-02-04,2022-02-04,2022-02-04,Active,AGT076,Phone
POL0036662,CUST008003,Life,623005,2492.02,0,2025-11-01,2026-11-01,2026-11-01,Active,AGT108,Phone
POL0036663,CUST014692,Health,500000,40000.0,2500,2023-03-05,2024-03-04,2024-03-04,Active,AGT094,Phone
POL0036664,CUST007008,Home,200953,1286.1,500,2025-07-13,2026-07-13,2026-07-13,Active,AGT075,Agent
POL0036665,CUST002350,Auto,100000,2600.0,500,2021-01-11,2022-01-11,2022-01-11,Active,AGT159,Online
POL0036666,CUST002705,Auto,250000,5000.0,250,2021-08-25,2022-08-25,2022-08-25,Cancelled,AGT187,Online
POL0036667,CUST005737,Life,642316,3211.58,0,2022-04-30,2023-04-30,2023-04-30,Active,AGT085,Agent
POL0036668,CUST001825,Life,384930,1539.72,0,2025-07-01,2026-07-01,2026-07-01,Active,AGT014,Online
POL0036669,CUST004344,Auto,100000,1600.0,2000,2025-12-03,2026-12-03,2026-12-03,Active,AGT033,Phone
POL0036670,CUST012123,Home,147093,1176.74,1000,2023-08-31,2024-08-30,2024-08-30,Lapsed,AGT090,Agent
POL0036671,CUST012636,Business,27172,271.72,1000,2025-05-15,2026-05-15,2026-05-15,Active,AGT145,Agent
POL0036672,CUST004700,Auto,50000,1300.0,250,2021-01-11,2022-01-11,2022-01-11,Active,AGT182,Agent
POL0036673,CUST005787,Business,51898,518.98,5000,2021-02-22,2022-02-22,2022-02-22,Lapsed,AGT136,Agent
POL0036674,CUST000146,Health,100000,10400.0,2500,2024-07-28,2025-07-28,2025-07-28,Active,AGT071,Walk-in
POL0036675,CUST008927,Health,250000,16000.0,2500,2026-03-26,2027-03-26,2027-03-26,Active,AGT084,Online
POL0036676,CUST009687,Health,500000,40000.0,1000,2023-03-14,2024-03-13,2024-03-13,Active,AGT071,Phone
POL0036677,CUST006591,Business,66985,669.85,1000,2021-04-16,2022-04-16,2022-04-16,Active,AGT031,Referral
POL0036678,CUST001457,Auto,250000,5000.0,500,2025-08-21,2026-08-21,2026-08-21,Active,AGT127,Online
POL0036679,CUST004247,Home,284140,2273.12,5000,2020-08-02,2021-08-02,2021-08-02,Lapsed,AGT100,Online
POL0036680,CUST003425,Auto,25000,650.0,500,2024-11-13,2025-11-13,2025-11-13,Active,AGT135,Online
POL0036681,CUST005372,Life,586250,2345.0,0,2020-07-03,2021-07-03,2021-07-03,Active,AGT096,Agent
POL0036682,CUST004038,Home,124591,1295.75,500,2024-12-20,2025-12-20,2025-12-20,Active,AGT134,Agent
POL0036683,CUST001522,Home,119262,954.1,2500,2024-09-16,2025-09-16,2025-09-16,Active,AGT127,Agent
POL0036684,CUST006643,Auto,100000,1600.0,1000,2021-02-08,2022-02-08,2022-02-08,Active,AGT119,Referral
POL0036685,CUST008056,Health,100000,10400.0,500,2024-06-24,2025-06-24,2025-06-24,Lapsed,AGT134,Walk-in
POL0036686,CUST011423,Auto,100000,1600.0,250,2023-08-04,2024-08-03,2024-08-03,Active,AGT090,Phone
POL0036687,CUST004470,Life,167222,668.89,0,2022-09-18,2023-09-18,2023-09-18,Active,AGT023,Online
POL0036688,CUST004639,Business,108411,867.29,1000,2020-11-15,2021-11-15,2021-11-15,Cancelled,AGT134,Phone
POL0036689,CUST002430,Home,192122,1229.58,500,2023-02-28,2024-02-28,2024-02-28,Active,AGT022,Agent
POL0036690,CUST013475,Life,361875,1809.38,0,2024-04-29,2025-04-29,2025-04-29,Lapsed,AGT191,Online
POL0036691,CUST008436,Life,324073,2106.47,0,2025-11-02,2026-11-02,2026-11-02,Active,AGT076,Agent
POL0036692,CUST011730,Life,494836,1979.34,0,2020-05-18,2021-05-18,2021-05-18,Lapsed,AGT147,Online
POL0036693,CUST011128,Life,178352,1159.29,0,2022-06-03,2023-06-03,2023-06-03,Cancelled,AGT114,Agent
POL0036694,CUST005583,Life,924462,4622.31,0,2022-09-27,2023-09-27,2023-09-27,Active,AGT025,Phone
POL0036695,CUST004520,Home,200915,2089.52,500,2023-10-04,2024-10-03,2024-10-03,Active,AGT108,Phone
POL0036696,CUST007088,Travel,50000,6000.0,500,2023-02-10,2024-02-10,2024-02-10,Active,AGT111,Phone
POL0036697,CUST014051,Life,277645,1804.69,0,2022-06-30,2023-06-30,2023-06-30,Active,AGT176,Referral
POL0036698,CUST005076,Home,95312,991.24,500,2024-04-29,2025-04-29,2025-04-29,Active,AGT122,Phone
POL0036699,CUST006668,Travel,50000,9750.0,500,2025-07-26,2026-07-26,2026-07-26,Active,AGT097,Online
POL0036700,CUST003193,Health,250000,16000.0,500,2021-01-30,2022-01-30,2022-01-30,Active,AGT043,Walk-in
POL0036701,CUST012449,Home,115048,920.38,500,2023-07-17,2024-07-16,2024-07-16,Active,AGT045,Online
POL0036702,CUST000236,Life,191661,958.31,0,2025-04-10,2026-04-10,2026-04-10,Active,AGT152,Online
POL0036703,CUST006514,Home,223582,1430.92,1000,2024-01-30,2025-01-29,2025-01-29,Active,AGT026,Agent
POL0036704,CUST001536,Home,189701,1972.89,5000,2020-11-26,2021-11-26,2021-11-26,Active,AGT108,Online
POL0036705,CUST007188,Auto,100000,2600.0,250,2025-03-07,2026-03-07,2026-03-07,Active,AGT084,Agent
POL0036706,CUST012276,Auto,250000,5000.0,2000,2023-03-18,2024-03-17,2024-03-17,Active,AGT140,Online
POL0036707,CUST003605,Auto,250000,5000.0,2000,2021-01-18,2022-01-18,2022-01-18,Active,AGT083,Online
POL0036708,CUST013558,Home,175579,1826.02,1000,2021-02-07,2022-02-07,2022-02-07,Active,AGT118,Online
POL0036709,CUST003975,Auto,500000,8000.0,2000,2024-10-30,2025-10-30,2025-10-30,Active,AGT152,Online
POL0036710,CUST008668,Life,774000,3096.0,0,2024-04-20,2025-04-20,2025-04-20,Active,AGT066,Online
POL0036711,CUST003541,Health,100000,10400.0,5000,2024-04-05,2025-04-05,2025-04-05,Active,AGT106,Walk-in
POL0036712,CUST003010,Auto,250000,4000.0,1000,2021-06-16,2022-06-16,2022-06-16,Active,AGT199,Agent
POL0036713,CUST007856,Auto,25000,500.0,250,2024-10-25,2025-10-25,2025-10-25,Active,AGT199,Online
POL0036714,CUST011135,Health,250000,20000.0,1000,2023-04-08,2024-04-07,2024-04-07,Active,AGT183,Online
POL0036715,CUST005886,Life,376412,2446.68,0,2023-08-29,2024-08-28,2024-08-28,Active,AGT008,Referral
POL0036716,CUST002989,Auto,100000,1600.0,1000,2020-08-26,2021-08-26,2021-08-26,Active,AGT194,Agent
POL0036717,CUST014893,Auto,100000,1600.0,500,2025-09-08,2026-09-08,2026-09-08,Active,AGT093,Online
POL0036718,CUST003637,Home,205003,2132.03,1000,2023-11-28,2024-11-27,2024-11-27,Active,AGT084,Agent
POL0036719,CUST006282,Auto,100000,2600.0,500,2025-02-22,2026-02-22,2026-02-22,Active,AGT045,Online
POL0036720,CUST011139,Health,100000,8000.0,1000,2024-10-08,2025-10-08,2025-10-08,Active,AGT049,Agent
POL0036721,CUST003226,Life,727164,2908.66,0,2022-02-21,2023-02-21,2023-02-21,Active,AGT031,Agent
POL0036722,CUST006078,Auto,250000,4000.0,2000,2025-03-09,2026-03-09,2026-03-09,Active,AGT015,Walk-in
POL0036723,CUST007390,Auto,250000,5000.0,250,2025-03-29,2026-03-29,2026-03-29,Active,AGT094,Referral
POL0036724,CUST013970,Home,241304,1544.35,2500,2024-04-21,2025-04-21,2025-04-21,Active,AGT013,Referral
POL0036725,CUST000212,Auto,250000,4000.0,500,2022-10-27,2023-10-27,2023-10-27,Active,AGT136,Agent
POL0036726,CUST012526,Life,462736,3007.78,0,2021-03-08,2022-03-08,2022-03-08,Lapsed,AGT100,Phone
POL0036727,CUST010825,Auto,100000,1600.0,250,2023-04-08,2024-04-07,2024-04-07,Lapsed,AGT141,Online
POL0036728,CUST008576,Health,100000,10400.0,1000,2022-09-20,2023-09-20,2023-09-20,Active,AGT186,Online
POL0036729,CUST010118,Auto,100000,2000.0,500,2022-09-29,2023-09-29,2023-09-29,Active,AGT138,Online
POL0036730,CUST005230,Travel,25000,3750.0,500,2023-05-24,2024-05-23,2024-05-23,Active,AGT142,Online
POL0036731,CUST005904,Health,500000,32000.0,2500,2024-05-03,2025-05-03,2025-05-03,Active,AGT066,Phone
POL0036732,CUST004166,Auto,50000,1000.0,250,2020-07-24,2021-07-24,2021-07-24,Active,AGT102,Walk-in
POL0036733,CUST001525,Travel,25000,4875.0,250,2025-02-14,2026-02-14,2026-02-14,Active,AGT179,Agent
POL0036734,CUST002657,Auto,50000,1000.0,1000,2024-03-15,2025-03-15,2025-03-15,Active,AGT130,Online
POL0036735,CUST010605,Auto,100000,1600.0,250,2021-06-14,2022-06-14,2022-06-14,Active,AGT013,Phone
POL0036736,CUST001398,Home,294797,1886.7,2500,2026-01-11,2027-01-11,2027-01-11,Active,AGT168,Online
POL0036737,CUST002036,Life,185772,743.09,0,2023-08-06,2024-08-05,2024-08-05,Active,AGT027,Agent
POL0036738,CUST011642,Health,500000,32000.0,1000,2023-06-12,2024-06-11,2024-06-11,Cancelled,AGT153,Agent
POL0036739,CUST012107,Auto,100000,2600.0,250,2025-03-20,2026-03-20,2026-03-20,Active,AGT018,Agent
POL0036740,CUST013757,Business,196243,2551.16,5000,2023-07-13,2024-07-12,2024-07-12,Active,AGT155,Online
POL0036741,CUST006630,Home,79312,634.5,500,2022-04-06,2023-04-06,2023-04-06,Active,AGT135,Phone
POL0036742,CUST007532,Home,81105,519.07,2500,2020-07-13,2021-07-13,2021-07-13,Active,AGT028,Agent
POL0036743,CUST005385,Health,250000,16000.0,500,2023-07-31,2024-07-30,2024-07-30,Lapsed,AGT168,Phone
POL0036744,CUST008426,Health,500000,52000.0,500,2025-06-21,2026-06-21,2026-06-21,Active,AGT068,Referral
POL0036745,CUST006390,Health,500000,52000.0,2500,2024-04-09,2025-04-09,2025-04-09,Active,AGT044,Online
POL0036746,CUST011281,Auto,250000,6500.0,250,2021-02-25,2022-02-25,2022-02-25,Cancelled,AGT111,Online
POL0036747,CUST012486,Home,129830,1038.64,5000,2022-06-09,2023-06-09,2023-06-09,Active,AGT056,Walk-in
POL0036748,CUST013015,Business,57798,751.37,5000,2020-12-24,2021-12-24,2021-12-24,Active,AGT151,Referral
POL0036749,CUST012183,Health,250000,26000.0,1000,2023-08-23,2024-08-22,2024-08-22,Active,AGT052,Online
POL0036750,CUST011305,Auto,500000,10000.0,500,2023-02-12,2024-02-12,2024-02-12,Active,AGT137,Referral
POL0036751,CUST009766,Health,250000,20000.0,2500,2025-01-05,2026-01-05,2026-01-05,Active,AGT131,Phone
POL0036752,CUST000530,Auto,100000,2000.0,2000,2020-11-21,2021-11-21,2021-11-21,Active,AGT087,Online
POL0036753,CUST005922,Auto,100000,2000.0,2000,2022-07-27,2023-07-27,2023-07-27,Active,AGT147,Phone
POL0036754,CUST002748,Travel,10000,1200.0,500,2025-07-17,2026-07-17,2026-07-17,Active,AGT101,Online
POL0036755,CUST008392,Travel,50000,7500.0,250,2021-02-02,2022-02-02,2022-02-02,Cancelled,AGT182,Online
POL0036756,CUST007954,Auto,50000,1000.0,500,2025-01-02,2026-01-02,2026-01-02,Active,AGT072,Agent
POL0036757,CUST011759,Travel,50000,6000.0,0,2023-02-22,2024-02-22,2024-02-22,Active,AGT020,Online
POL0036758,CUST013000,Life,692233,4499.51,0,2023-08-27,2024-08-26,2024-08-26,Active,AGT060,Agent
POL0036759,CUST002502,Travel,25000,4875.0,250,2021-12-27,2022-12-27,2022-12-27,Lapsed,AGT041,Agent
POL0036760,CUST013740,Auto,50000,1300.0,500,2021-01-24,2022-01-24,2022-01-24,Active,AGT174,Online
POL0036761,CUST007434,Auto,250000,4000.0,2000,2022-04-29,2023-04-29,2023-04-29,Lapsed,AGT139,Online
POL0036762,CUST000682,Auto,100000,2600.0,1000,2023-09-14,2024-09-13,2024-09-13,Lapsed,AGT026,Online
POL0036763,CUST006269,Life,380156,1900.78,0,2021-07-24,2022-07-24,2022-07-24,Active,AGT106,Online
POL0036764,CUST007598,Home,123731,791.88,500,2024-08-28,2025-08-28,2025-08-28,Active,AGT193,Agent
POL0036765,CUST004440,Health,250000,20000.0,2500,2025-07-26,2026-07-26,2026-07-26,Active,AGT098,Agent
POL0036766,CUST005538,Life,187528,937.64,0,2022-08-27,2023-08-27,2023-08-27,Active,AGT009,Online
POL0036767,CUST000160,Home,91776,734.21,1000,2021-02-18,2022-02-18,2022-02-18,Lapsed,AGT001,Agent
POL0036768,CUST011433,Auto,50000,1000.0,2000,2024-12-08,2025-12-08,2025-12-08,Active,AGT096,Agent
POL0036769,CUST008648,Home,96895,775.16,5000,2020-12-23,2021-12-23,2021-12-23,Active,AGT007,Agent
POL0036770,CUST011720,Auto,100000,2000.0,2000,2023-02-20,2024-02-20,2024-02-20,Active,AGT149,Online
POL0036771,CUST000109,Home,78703,503.7,2500,2022-03-17,2023-03-17,2023-03-17,Active,AGT148,Agent
POL0036772,CUST011458,Health,500000,32000.0,1000,2025-05-04,2026-05-04,2026-05-04,Active,AGT023,Phone
POL0036773,CUST002296,Health,50000,3200.0,5000,2024-06-25,2025-06-25,2025-06-25,Active,AGT188,Agent
POL0036774,CUST013743,Health,500000,32000.0,1000,2022-09-21,2023-09-21,2023-09-21,Active,AGT190,Online
POL0036775,CUST003060,Home,190786,1221.03,500,2024-05-06,2025-05-06,2025-05-06,Active,AGT195,Online
POL0036776,CUST012274,Home,114577,733.29,5000,2021-10-21,2022-10-21,2022-10-21,Active,AGT108,Referral
POL0036777,CUST009012,Health,500000,32000.0,1000,2021-04-05,2022-04-05,2022-04-05,Active,AGT106,Online
POL0036778,CUST013967,Home,172790,1382.32,2500,2022-04-19,2023-04-19,2023-04-19,Active,AGT151,Online
POL0036779,CUST012606,Auto,100000,1600.0,2000,2021-05-12,2022-05-12,2022-05-12,Active,AGT026,Online
POL0036780,CUST005864,Auto,100000,2600.0,2000,2023-01-09,2024-01-09,2024-01-09,Active,AGT071,Agent
POL0036781,CUST005625,Home,128385,1335.2,2500,2023-06-05,2024-06-04,2024-06-04,Active,AGT013,Agent
POL0036782,CUST009141,Auto,100000,2000.0,2000,2025-04-16,2026-04-16,2026-04-16,Active,AGT102,Walk-in
POL0036783,CUST001118,Home,117375,751.2,2500,2024-12-21,2025-12-21,2025-12-21,Active,AGT144,Agent
POL0036784,CUST013247,Health,250000,20000.0,500,2024-10-02,2025-10-02,2025-10-02,Active,AGT102,Phone
POL0036785,CUST011293,Travel,25000,3000.0,500,2021-02-03,2022-02-03,2022-02-03,Active,AGT172,Online
POL0036786,CUST005758,Home,354170,2266.69,5000,2022-07-01,2023-07-01,2023-07-01,Active,AGT191,Phone
POL0036787,CUST003019,Health,100000,6400.0,500,2022-09-30,2023-09-30,2023-09-30,Active,AGT154,Agent
POL0036788,CUST005243,Home,173489,1110.33,500,2024-07-16,2025-07-16,2025-07-16,Active,AGT019,Phone
POL0036789,CUST004484,Auto,50000,1300.0,500,2023-12-28,2024-12-27,2024-12-27,Lapsed,AGT085,Referral
POL0036790,CUST008235,Health,50000,3200.0,5000,2022-12-07,2023-12-07,2023-12-07,Active,AGT148,Agent
POL0036791,CUST006517,Business,146453,1171.62,5000,2020-09-13,2021-09-13,2021-09-13,Active,AGT049,Phone
POL0036792,CUST003422,Travel,50000,9750.0,0,2022-11-23,2023-11-23,2023-11-23,Active,AGT033,Phone
POL0036793,CUST000980,Auto,100000,1600.0,500,2025-09-21,2026-09-21,2026-09-21,Active,AGT025,Online
POL0036794,CUST000931,Auto,25000,400.0,2000,2023-07-20,2024-07-19,2024-07-19,Active,AGT188,Online
POL0036795,CUST011193,Health,500000,32000.0,500,2025-01-10,2026-01-10,2026-01-10,Active,AGT146,Online
POL0036796,CUST010329,Health,250000,16000.0,500,2025-03-21,2026-03-21,2026-03-21,Active,AGT077,Online
POL0036797,CUST005174,Home,441267,2824.11,5000,2022-07-15,2023-07-15,2023-07-15,Active,AGT011,Agent
POL0036798,CUST005197,Auto,100000,1600.0,250,2024-01-17,2025-01-16,2025-01-16,Active,AGT080,Online
POL0036799,CUST008845,Life,856068,3424.27,0,2020-08-18,2021-08-18,2021-08-18,Active,AGT104,Online
POL0036800,CUST010243,Travel,25000,3750.0,0,2022-12-22,2023-12-22,2023-12-22,Active,AGT094,Agent
POL0036801,CUST011816,Health,500000,32000.0,1000,2022-03-15,2023-03-15,2023-03-15,Active,AGT063,Referral
POL0036802,CUST000129,Life,240212,960.85,0,2026-02-23,2027-02-23,2027-02-23,Active,AGT099,Agent
POL0036803,CUST008897,Health,250000,16000.0,500,2024-07-08,2025-07-08,2025-07-08,Active,AGT073,Agent
POL0036804,CUST006517,Auto,250000,4000.0,500,2020-08-23,2021-08-23,2021-08-23,Active,AGT036,Phone
POL0036805,CUST008414,Home,175694,1124.44,2500,2023-01-15,2024-01-15,2024-01-15,Active,AGT053,Agent
POL0036806,CUST001656,Health,250000,16000.0,2500,2025-09-13,2026-09-13,2026-09-13,Active,AGT183,Walk-in
POL0036807,CUST007594,Home,189712,1214.16,2500,2021-07-26,2022-07-26,2022-07-26,Active,AGT144,Online
POL0036808,CUST007943,Health,250000,16000.0,5000,2022-10-01,2023-10-01,2023-10-01,Lapsed,AGT146,Agent
POL0036809,CUST014372,Life,166691,666.76,0,2020-08-18,2021-08-18,2021-08-18,Active,AGT069,Online
POL0036810,CUST014164,Health,100000,8000.0,1000,2022-09-23,2023-09-23,2023-09-23,Active,AGT171,Agent
POL0036811,CUST006457,Health,100000,6400.0,1000,2021-09-30,2022-09-30,2022-09-30,Lapsed,AGT124,Phone
POL0036812,CUST009793,Travel,10000,1500.0,500,2023-03-09,2024-03-08,2024-03-08,Active,AGT071,Agent
POL0036813,CUST012320,Home,196631,1258.44,5000,2021-07-05,2022-07-05,2022-07-05,Active,AGT159,Phone
POL0036814,CUST001744,Life,324761,2110.95,0,2023-06-21,2024-06-20,2024-06-20,Active,AGT157,Phone
POL0036815,CUST011894,Auto,100000,2600.0,250,2024-10-09,2025-10-09,2025-10-09,Active,AGT118,Online
POL0036816,CUST012120,Health,500000,52000.0,5000,2021-10-04,2022-10-04,2022-10-04,Active,AGT194,Online
POL0036817,CUST007763,Health,250000,16000.0,5000,2021-03-28,2022-03-28,2022-03-28,Lapsed,AGT075,Online
POL0036818,CUST013314,Home,129940,831.62,5000,2024-05-16,2025-05-16,2025-05-16,Active,AGT020,Online
POL0036819,CUST000586,Life,978345,3913.38,0,2023-03-11,2024-03-10,2024-03-10,Active,AGT026,Online
POL0036820,CUST009768,Auto,50000,1000.0,500,2023-01-10,2024-01-10,2024-01-10,Active,AGT103,Phone
POL0036821,CUST010794,Home,340865,2726.92,5000,2020-06-21,2021-06-21,2021-06-21,Active,AGT145,Referral
POL0036822,CUST014455,Life,201687,806.75,0,2024-01-20,2025-01-19,2025-01-19,Lapsed,AGT066,Online
POL0036823,CUST001404,Home,66407,690.63,1000,2025-04-22,2026-04-22,2026-04-22,Active,AGT119,Walk-in
POL0036824,CUST011849,Auto,250000,6500.0,250,2020-05-06,2021-05-06,2021-05-06,Active,AGT021,Online
POL0036825,CUST008140,Health,250000,16000.0,500,2024-01-12,2025-01-11,2025-01-11,Active,AGT070,Agent
POL0036826,CUST006535,Auto,250000,5000.0,2000,2020-07-20,2021-07-20,2021-07-20,Lapsed,AGT171,Agent
POL0036827,CUST005689,Health,500000,32000.0,2500,2023-11-29,2024-11-28,2024-11-28,Active,AGT134,Referral
POL0036828,CUST008316,Home,109829,702.91,1000,2024-11-26,2025-11-26,2025-11-26,Active,AGT050,Online
POL0036829,CUST011733,Life,464283,1857.13,0,2022-06-26,2023-06-26,2023-06-26,Active,AGT075,Agent
POL0036830,CUST007935,Home,477899,4970.15,500,2024-03-01,2025-03-01,2025-03-01,Active,AGT003,Agent
POL0036831,CUST005434,Health,50000,3200.0,500,2022-11-26,2023-11-26,2023-11-26,Active,AGT111,Online
POL0036832,CUST009147,Auto,250000,4000.0,1000,2024-02-15,2025-02-14,2025-02-14,Lapsed,AGT001,Referral
POL0036833,CUST003017,Health,100000,8000.0,1000,2024-08-21,2025-08-21,2025-08-21,Active,AGT134,Phone
POL0036834,CUST007949,Home,443897,2840.94,1000,2025-10-22,2026-10-22,2026-10-22,Active,AGT161,Online
POL0036835,CUST014716,Auto,100000,2000.0,2000,2022-12-17,2023-12-17,2023-12-17,Active,AGT013,Agent
POL0036836,CUST006951,Business,83690,669.52,10000,2024-01-29,2025-01-28,2025-01-28,Cancelled,AGT172,Online
POL0036837,CUST005714,Life,439223,2854.95,0,2021-05-30,2022-05-30,2022-05-30,Lapsed,AGT037,Online
POL0036838,CUST003447,Auto,25000,400.0,250,2021-01-24,2022-01-24,2022-01-24,Active,AGT095,Phone
POL0036839,CUST003447,Health,1000000,64000.0,500,2021-11-17,2022-11-17,2022-11-17,Active,AGT156,Online
POL0036840,CUST007876,Auto,100000,2600.0,1000,2020-06-24,2021-06-24,2021-06-24,Active,AGT152,Agent
POL0036841,CUST013300,Home,262709,1681.34,5000,2023-10-21,2024-10-20,2024-10-20,Cancelled,AGT199,Agent
POL0036842,CUST011804,Auto,250000,5000.0,2000,2021-05-16,2022-05-16,2022-05-16,Active,AGT037,Phone
POL0036843,CUST009730,Home,358931,2297.16,500,2022-03-25,2023-03-25,2023-03-25,Active,AGT072,Phone
POL0036844,CUST005583,Home,283635,2269.08,5000,2022-10-14,2023-10-14,2023-10-14,Active,AGT117,Referral
POL0036845,CUST004542,Travel,10000,1200.0,0,2024-03-20,2025-03-20,2025-03-20,Cancelled,AGT179,Online
POL0036846,CUST006964,Auto,250000,6500.0,500,2021-01-15,2022-01-15,2022-01-15,Lapsed,AGT043,Online
POL0036847,CUST004021,Health,500000,40000.0,500,2023-10-07,2024-10-06,2024-10-06,Lapsed,AGT115,Online
POL0036848,CUST010147,Life,377390,2453.04,0,2020-12-09,2021-12-09,2021-12-09,Active,AGT148,Online
POL0036849,CUST001769,Auto,100000,1600.0,250,2024-09-30,2025-09-30,2025-09-30,Active,AGT029,Online
POL0036850,CUST004051,Home,71283,570.26,500,2021-03-31,2022-03-31,2022-03-31,Active,AGT074,Online
POL0036851,CUST012056,Auto,250000,5000.0,250,2021-06-20,2022-06-20,2022-06-20,Lapsed,AGT102,Online
POL0036852,CUST005265,Auto,100000,2000.0,250,2022-04-08,2023-04-08,2023-04-08,Active,AGT128,Online
POL0036853,CUST003050,Home,284947,2279.58,1000,2021-05-22,2022-05-22,2022-05-22,Active,AGT014,Phone
POL0036854,CUST002245,Life,352196,1760.98,0,2021-10-06,2022-10-06,2022-10-06,Active,AGT004,Online
POL0036855,CUST006688,Life,398359,2589.33,0,2020-07-24,2021-07-24,2021-07-24,Lapsed,AGT087,Agent
POL0036856,CUST004600,Health,250000,16000.0,2500,2025-06-01,2026-06-01,2026-06-01,Active,AGT036,Online
POL0036857,CUST011819,Life,772365,3089.46,0,2022-03-19,2023-03-19,2023-03-19,Lapsed,AGT004,Walk-in
POL0036858,CUST004222,Life,171077,1112.0,0,2023-09-04,2024-09-03,2024-09-03,Lapsed,AGT163,Online
POL0036859,CUST000861,Travel,25000,4875.0,250,2021-10-06,2022-10-06,2022-10-06,Active,AGT137,Agent
POL0036860,CUST000118,Auto,50000,1000.0,2000,2022-09-27,2023-09-27,2023-09-27,Active,AGT006,Agent
POL0036861,CUST014847,Home,199009,1273.66,2500,2022-02-02,2023-02-02,2023-02-02,Active,AGT046,Agent
POL0036862,CUST006068,Business,79033,1027.43,2500,2024-07-01,2025-07-01,2025-07-01,Active,AGT156,Online
POL0036863,CUST013559,Life,502537,2010.15,0,2025-12-18,2026-12-18,2026-12-18,Active,AGT147,Referral
POL0036864,CUST000712,Health,100000,6400.0,500,2022-01-28,2023-01-28,2023-01-28,Active,AGT063,Agent
POL0036865,CUST010757,Business,111098,888.78,1000,2024-08-21,2025-08-21,2025-08-21,Active,AGT031,Agent
POL0036866,CUST009584,Auto,100000,1600.0,500,2024-04-22,2025-04-22,2025-04-22,Active,AGT192,Agent
POL0036867,CUST002350,Health,50000,5200.0,2500,2021-06-22,2022-06-22,2022-06-22,Active,AGT062,Agent
POL0036868,CUST003697,Life,320651,1603.26,0,2022-08-31,2023-08-31,2023-08-31,Active,AGT195,Online
POL0036869,CUST011209,Home,71863,747.38,500,2021-09-11,2022-09-11,2022-09-11,Active,AGT103,Phone
POL0036870,CUST008796,Auto,250000,6500.0,1000,2024-03-23,2025-03-23,2025-03-23,Lapsed,AGT125,Online
POL0036871,CUST014181,Home,81909,524.22,1000,2021-04-02,2022-04-02,2022-04-02,Active,AGT093,Online
POL0036872,CUST010485,Home,77886,498.47,500,2023-08-28,2024-08-27,2024-08-27,Cancelled,AGT126,Online
POL0036873,CUST003601,Home,389323,2491.67,2500,2023-04-30,2024-04-29,2024-04-29,Active,AGT137,Phone
POL0036874,CUST009023,Home,193056,2007.78,5000,2024-08-15,2025-08-15,2025-08-15,Active,AGT006,Online
POL0036875,CUST003238,Auto,100000,2000.0,250,2025-05-15,2026-05-15,2026-05-15,Active,AGT186,Agent
POL0036876,CUST014750,Life,364134,1456.54,0,2025-06-01,2026-06-01,2026-06-01,Active,AGT098,Agent
POL0036877,CUST007858,Life,225274,901.1,0,2021-11-01,2022-11-01,2022-11-01,Active,AGT065,Online
POL0036878,CUST001767,Auto,50000,800.0,500,2024-09-22,2025-09-22,2025-09-22,Active,AGT194,Agent
POL0036879,CUST008155,Home,393620,3148.96,5000,2022-05-21,2023-05-21,2023-05-21,Cancelled,AGT136,Online
POL0036880,CUST005038,Home,156845,1254.76,1000,2025-09-03,2026-09-03,2026-09-03,Active,AGT022,Phone
POL0036881,CUST004719,Auto,100000,1600.0,500,2023-06-24,2024-06-23,2024-06-23,Active,AGT144,Agent
POL0036882,CUST009250,Home,104321,667.65,500,2022-06-09,2023-06-09,2023-06-09,Active,AGT016,Phone
POL0036883,CUST012939,Auto,100000,1600.0,250,2022-05-29,2023-05-29,2023-05-29,Active,AGT174,Referral
POL0036884,CUST014111,Life,780208,3120.83,0,2023-04-26,2024-04-25,2024-04-25,Active,AGT053,Agent
