payment_id,policy_id,customer_id,payment_date,payment_amount,payment_method,payment_status,late_payment_flag
PAY00114630,POL0038726,CUST000705,2024-02-04,216.67,Check,Completed,1
PAY00114631,POL0063467,CUST008770,2022-06-30,200.0,Credit Card,Completed,1
PAY00114632,POL0061640,CUST002095,2025-03-28,1250.0,Bank Transfer,Completed,1
PAY00114633,POL0010221,CUST004255,2025-03-17,416.67,Credit Card,Completed,0
PAY00114634,POL0052373,CUST006353,2022-04-14,197.27,Check,Failed,1
PAY00114635,POL0006071,CUST000064,2025-02-27,133.33,Auto Pay,Completed,1
PAY00114636,POL0000209,CUST013711,2022-12-21,333.33,Bank Transfer,Completed,1
PAY00114637,POL0033089,CUST014418,2022-03-08,40000.0,Credit Card,Completed,0
PAY00114641,POL0003572,CUST004063,2021-04-13,398.35,Credit Card,Completed,0
PAY00114642,POL0022461,CUST007366,2024-11-25,68.38,Cash,Completed,0
PAY00114643,POL0022849,CUST009085,2025-03-17,398.44,Credit Card,Completed,0
PAY00114644,POL0048918,CUST000496,2024-02-09,44.03,Check,Completed,1
PAY00114645,POL0043086,CUST004255,2025-07-03,3333.33,Credit Card,Completed,0
PAY00114646,POL0063923,CUST011211,2025-07-03,333.33,Credit Card,Completed,0
PAY00114647,POL0019127,CUST012694,2024-06-25,54.17,Auto Pay,Failed,1
PAY00114648,POL0043042,CUST001962,2025-07-03,166.67,Bank Transfer,Completed,0
PAY00114649,POL0052418,CUST011736,2023-08-14,216.67,Credit Card,Completed,1
PAY00114650,POL0050957,CUST004362,2024-08-16,910.25,Credit Card,Completed,0
PAY00114651,POL0069129,CUST008062,2023-09-08,1030.15,Credit Card,Completed,0
PAY00114652,POL0070175,CUST007921,2022-04-06,120.58,Check,Pending,1
PAY00114653,POL0000640,CUST009768,2023-09-01,114.86,Credit Card,Completed,1
PAY00114654,POL0066037,CUST006358,2022-08-29,222.45,Bank Transfer,Completed,1
PAY00114655,POL0049101,CUST007890,2022-11-06,100.0,Auto Pay,Failed,1
PAY00114656,POL0031111,CUST008083,2021-12-31,333.33,Credit Card,Completed,1
PAY00114658,POL0014220,CUST005584,2024-06-10,17.54,Cash,Completed,0
PAY00114659,POL0025773,CUST006348,2023-10-02,1600.0,Bank Transfer,Completed,1
PAY00114661,POL0053886,CUST001549,2024-05-08,4333.33,Bank Transfer,Completed,0
PAY00114662,POL0062439,CUST009413,2023-03-10,94.04,Credit Card,Completed,0
PAY00114663,POL0060653,CUST009403,2025-07-03,937.5,Credit Card,Completed,0
PAY00114665,POL0013352,CUST013304,2024-02-07,216.67,Auto Pay,Completed,0
PAY00114666,POL0051391,CUST008614,2022-04-11,148.09,Cash,Completed,1
PAY00114667,POL0005542,CUST008541,2022-04-22,530.93,Cash,Completed,0
PAY00114668,POL0021027,CUST011421,2022-08-24,666.72,Credit Card,Failed,0
PAY00114671,POL0069981,CUST006441,2025-07-03,166.67,Cash,Completed,0
PAY00114674,POL0017048,CUST009597,2024-02-02,500.0,Bank Transfer,Completed,0
PAY00114675,POL0013717,CUST004224,2022-01-22,749.93,Bank Transfer,Completed,0
PAY00114676,POL0070283,CUST005831,2024-11-15,54.17,Credit Card,Completed,0
PAY00114677,POL0052052,CUST002903,2024-12-14,125.0,Cash,Refunded,1
PAY00114678,POL0048934,CUST004864,2022-10-28,95.19,Check,Failed,0
PAY00114679,POL0059527,CUST000026,2023-12-05,33.46,Credit Card,Refunded,0
PAY00114680,POL0063483,CUST003893,2024-09-08,341.19,Credit Card,Completed,1
PAY00114681,POL0067006,CUST007660,2022-06-22,1666.67,Cash,Completed,0
PAY00114682,POL0037768,CUST007403,2025-06-30,92.94,Credit Card,Completed,0
PAY00114683,POL0011975,CUST004887,2025-05-22,112.26,Credit Card,Failed,0
PAY00114684,POL0007687,CUST011702,2022-05-27,216.67,Bank Transfer,Completed,1
PAY00114685,POL0037980,CUST007304,2022-03-21,4000.0,Check,Completed,0
PAY00114686,POL0029295,CUST008159,2024-11-08,250.0,Credit Card,Failed,1
PAY00114687,POL0058350,CUST002032,2023-07-10,68.1,Bank Transfer,Completed,1
PAY00114689,POL0060061,CUST014632,2021-03-27,648.64,Bank Transfer,Completed,1
PAY00114690,POL0070741,CUST007272,2022-04-25,84.76,Bank Transfer,Completed,0
PAY00114691,POL0026339,CUST008945,2024-05-04,87.2,Credit Card,Completed,0
PAY00114692,POL0051638,CUST012004,2020-11-29,387.6,Check,Failed,1
PAY00114693,POL0030907,CUST001212,2020-06-19,386.06,Bank Transfer,Completed,0
PAY00114694,POL0011269,CUST002998,2022-12-17,216.67,Credit Card,Completed,0
PAY00114695,POL0057616,CUST004365,2025-01-09,133.33,Check,Completed,0
PAY00114696,POL0062512,CUST014578,2023-03-28,205.88,Bank Transfer,Completed,1
PAY00114697,POL0018261,CUST007935,2024-09-04,2086.01,Cash,Refunded,1
PAY00114701,POL0048035,CUST008051,2020-05-19,296.28,Bank Transfer,Completed,1
PAY00114702,POL0011783,CUST010127,2020-11-25,1065.21,Bank Transfer,Completed,0
PAY00114703,POL0023323,CUST014899,2021-07-18,100.0,Auto Pay,Completed,0
PAY00114704,POL0062311,CUST008132,2025-05-12,246.17,Credit Card,Completed,1
PAY00114706,POL0071838,CUST004771,2020-10-09,1000.0,Credit Card,Completed,0
PAY00114707,POL0031919,CUST003137,2025-06-07,591.98,Check,Completed,0
PAY00114708,POL0009740,CUST011508,2023-09-14,178.71,Bank Transfer,Completed,0
PAY00114709,POL0030639,CUST007327,2021-01-08,8000.0,Credit Card,Completed,0
PAY00114710,POL0073116,CUST007271,2024-12-09,166.67,Credit Card,Completed,1
PAY00114711,POL0033819,CUST000526,2024-06-15,66.67,Auto Pay,Failed,1
PAY00114712,POL0043715,CUST006757,2025-04-06,133.33,Check,Completed,0
PAY00114714,POL0027660,CUST011265,2021-07-30,541.67,Check,Completed,0
PAY00114715,POL0015399,CUST003747,2025-07-03,611.47,Check,Completed,0
PAY00114716,POL0036258,CUST002856,2021-03-27,2899.65,Auto Pay,Completed,0
PAY00114717,POL0008150,CUST000351,2022-06-17,625.0,Bank Transfer,Completed,0
PAY00114718,POL0053974,CUST005687,2024-04-12,432.36,Bank Transfer,Completed,0
PAY00114719,POL0000378,CUST010925,2021-03-04,200.64,Auto Pay,Completed,1
PAY00114720,POL0064285,CUST000825,2025-07-03,333.33,Check,Completed,0
PAY00114721,POL0002005,CUST001715,2021-10-07,35.66,Credit Card,Completed,0
PAY00114722,POL0040781,CUST005656,2021-08-24,500.0,Credit Card,Completed,1
PAY00114725,POL0054706,CUST010331,2025-07-03,100.67,Auto Pay,Completed,0
PAY00114726,POL0054280,CUST006109,2022-06-15,800.0,Credit Card,Completed,0
PAY00114727,POL0070192,CUST010895,2024-01-30,33.33,Auto Pay,Failed,1
PAY00114728,POL0053911,CUST001477,2023-08-26,207.16,Auto Pay,Failed,1
PAY00114729,POL0001163,CUST006129,2023-12-23,401.78,Bank Transfer,Completed,0
PAY00114730,POL0068577,CUST008926,2025-06-05,200.0,Bank Transfer,Failed,1
PAY00114731,POL0073813,CUST008502,2025-07-03,55.96,Bank Transfer,Completed,0
PAY00114732,POL0049771,CUST001933,2023-05-28,1922.87,Credit Card,Completed,1
PAY00114733,POL0036236,CUST005190,2021-07-22,3148.19,Check,Completed,0
PAY00114734,POL0052103,CUST005720,2025-03-04,1600.0,Credit Card,Completed,0
PAY00114735,POL0038509,CUST004087,2021-03-07,100.0,Credit Card,Completed,0
PAY00114736,POL0002117,CUST008255,2022-07-09,4000.0,Credit Card,Completed,0
PAY00114738,POL0051762,CUST006984,2022-03-01,2166.67,Credit Card,Completed,1
PAY00114739,POL0012635,CUST005593,2022-06-15,2666.67,Bank Transfer,Completed,1
PAY00114740,POL0009627,CUST003240,2024-02-16,218.79,Credit Card,Failed,1
PAY00114741,POL0028987,CUST010333,2023-12-25,66.67,Bank Transfer,Completed,1
PAY00114742,POL0012053,CUST003177,2022-09-13,127.99,Credit Card,Completed,0
PAY00114743,POL0037112,CUST010212,2023-12-31,33.33,Credit Card,Completed,0
PAY00114744,POL0017395,CUST011218,2024-08-16,500.0,Credit Card,Completed,0
PAY00114746,POL0055192,CUST012686,2024-06-18,33.33,Credit Card,Completed,0
PAY00114747,POL0065837,CUST001722,2024-10-27,1200.0,Credit Card,Completed,0
PAY00114749,POL0064439,CUST010001,2025-06-22,105.12,Credit Card,Pending,0
PAY00114750,POL0002355,CUST014958,2024-11-07,253.59,Check,Completed,1
PAY00114751,POL0029585,CUST006959,2021-09-28,567.68,Bank Transfer,Completed,0
PAY00114752,POL0015939,CUST014109,2022-09-20,120.73,Bank Transfer,Completed,1
PAY00114753,POL0072195,CUST008769,2024-06-27,83.33,Credit Card,Completed,0
PAY00114754,POL0017973,CUST012277,2023-02-11,2000.0,Auto Pay,Completed,1
PAY00114755,POL0015344,CUST000577,2025-06-23,64.89,Credit Card,Completed,0
PAY00114756,POL0007794,CUST011130,2022-03-21,333.33,Credit Card,Completed,1
PAY00114757,POL0041465,CUST007141,2024-10-05,500.0,Check,Completed,0
PAY00114758,POL0061131,CUST011481,2023-05-30,133.33,Cash,Completed,0
PAY00114759,POL0026210,CUST000728,2021-10-25,6500.0,Credit Card,Failed,0
PAY00114761,POL0064116,CUST005772,2025-07-03,866.67,Credit Card,Completed,0
PAY00114762,POL0044948,CUST004288,2020-11-19,1335.57,Credit Card,Failed,0
PAY00114763,POL0058110,CUST013013,2024-03-24,333.33,Credit Card,Completed,0
PAY00114764,POL0003058,CUST000039,2024-09-19,103.56,Bank Transfer,Completed,1
PAY00114765,POL0049776,CUST005276,2021-11-15,541.67,Auto Pay,Completed,0
PAY00114766,POL0000645,CUST005258,2023-07-08,133.33,Credit Card,Completed,0
PAY00114767,POL0017368,CUST004219,2023-02-22,120.28,Credit Card,Completed,1
PAY00114768,POL0053448,CUST013114,2022-10-06,1000.72,Credit Card,Completed,0
PAY00114769,POL0052841,CUST008875,2023-09-13,98.45,Bank Transfer,Completed,0
PAY00114770,POL0051717,CUST008671,2023-01-30,275.32,Bank Transfer,Completed,0
PAY00114771,POL0009478,CUST013688,2025-07-03,66.67,Credit Card,Completed,0
PAY00114772,POL0025985,CUST009989,2023-07-11,155.26,Credit Card,Completed,1
PAY00114773,POL0001961,CUST006169,2021-04-23,666.67,Bank Transfer,Completed,1
PAY00114774,POL0072905,CUST006701,2023-06-29,52000.0,Bank Transfer,Completed,1
PAY00114775,POL0019944,CUST010618,2025-05-04,478.44,Check,Failed,1
PAY00114776,POL0010073,CUST012017,2025-02-24,133.33,Bank Transfer,Completed,0
PAY00114777,POL0027201,CUST010623,2024-11-17,185.84,Auto Pay,Completed,0
PAY00114778,POL0021924,CUST006876,2022-12-27,112.06,Auto Pay,Completed,0
PAY00114779,POL0011703,CUST006939,2024-05-19,132.61,Credit Card,Completed,0
PAY00114780,POL0039628,CUST004665,2023-12-20,16000.0,Credit Card,Completed,0
PAY00114782,POL0012893,CUST002213,2023-01-25,2749.96,Auto Pay,Refunded,0
PAY00114783,POL0039217,CUST008189,2025-06-08,666.67,Credit Card,Failed,1
PAY00114785,POL0013055,CUST009285,2021-10-06,252.96,Auto Pay,Failed,1
PAY00114786,POL0008572,CUST004932,2023-03-07,2502.37,Cash,Completed,1
PAY00114787,POL0048330,CUST009242,2025-07-03,83.33,Credit Card,Completed,0
PAY00114789,POL0059021,CUST007097,2022-12-21,34.29,Bank Transfer,Completed,0
PAY00114790,POL0053899,CUST008957,2025-04-20,108.33,Bank Transfer,Completed,1
PAY00114791,POL0034761,CUST003057,2022-06-29,1625.0,Bank Transfer,Completed,1
PAY00114792,POL0040825,CUST014023,2023-03-14,624.32,Credit Card,Completed,0
PAY00114793,POL0038054,CUST000909,2025-03-12,456.56,Cash,Completed,0
PAY00114794,POL0039028,CUST005819,2020-11-23,5489.14,Bank Transfer,Refunded,0
PAY00114795,POL0008031,CUST007932,2024-03-13,400.32,Credit Card,Completed,1
PAY00114796,POL0034389,CUST013232,2022-02-25,533.33,Auto Pay,Completed,1
PAY00114797,POL0028108,CUST014240,2024-02-21,587.14,Credit Card,Completed,1
PAY00114798,POL0003295,CUST005653,2022-07-11,879.17,Check,Completed,0
PAY00114800,POL0067154,CUST005563,2024-01-01,50.63,Check,Completed,0
PAY00114801,POL0052668,CUST005702,2024-12-18,877.52,Credit Card,Completed,0
PAY00114802,POL0027081,CUST007489,2023-07-12,123.41,Credit Card,Completed,1
PAY00114803,POL0042101,CUST001554,2024-02-14,133.33,Credit Card,Completed,0
PAY00114804,POL0027603,CUST000202,2021-07-16,2194.71,Check,Completed,1
PAY00114805,POL0043909,CUST006953,2024-05-16,95.65,Bank Transfer,Completed,0
PAY00114806,POL0043770,CUST009728,2021-04-29,1600.0,Credit Card,Completed,0
PAY00114808,POL0046795,CUST002467,2025-02-06,166.67,Check,Completed,0
PAY00114809,POL0008169,CUST013507,2025-01-06,1119.98,Auto Pay,Completed,0
PAY00114810,POL0006916,CUST009818,2025-02-25,8000.0,Bank Transfer,Completed,0
PAY00114811,POL0070369,CUST010535,2023-12-20,138.14,Credit Card,Failed,1
PAY00114812,POL0049125,CUST009298,2024-06-17,108.33,Bank Transfer,Completed,0
PAY00114813,POL0063977,CUST014217,2023-07-22,127.95,Bank Transfer,Completed,1
PAY00114814,POL0013826,CUST000035,2025-07-03,490.96,Credit Card,Completed,0
PAY00114815,POL0037488,CUST012586,2022-11-18,133.33,Credit Card,Completed,0
PAY00114816,POL0002663,CUST001998,2025-03-05,1625.0,Bank Transfer,Failed,0
PAY00114817,POL0051947,CUST007961,2021-09-24,133.33,Credit Card,Completed,1
PAY00114818,POL0023172,CUST003453,2020-10-21,2666.67,Auto Pay,Failed,1
PAY00114819,POL0021044,CUST014427,2025-07-03,130.48,Cash,Completed,0
PAY00114820,POL0004634,CUST006654,2024-09-25,400.0,Bank Transfer,Completed,0
PAY00114821,POL0044691,CUST012247,2021-01-02,139.98,Bank Transfer,Completed,0
PAY00114823,POL0009116,CUST007478,2025-07-03,100.14,Credit Card,Completed,0
PAY00114824,POL0002236,CUST006312,2023-03-17,49.67,Bank Transfer,Completed,1
PAY00114825,POL0057833,CUST004788,2022-01-27,162.5,Cash,Completed,1
PAY00114826,POL0034046,CUST001144,2025-01-21,83.33,Check,Completed,1
PAY00114829,POL0052930,CUST012097,2020-07-20,500.0,Credit Card,Completed,1
PAY00114830,POL0057022,CUST014818,2025-04-01,78.18,Bank Transfer,Completed,0
PAY00114831,POL0027508,CUST005201,2022-03-09,1030.67,Bank Transfer,Completed,1
PAY00114832,POL0045060,CUST003788,2024-04-25,1663.03,Credit Card,Completed,0
PAY00114833,POL0008401,CUST000345,2022-07-08,216.67,Auto Pay,Completed,0
PAY00114834,POL0064690,CUST006105,2021-05-21,4000.0,Auto Pay,Completed,0
PAY00114835,POL0070174,CUST005039,2023-01-12,317.83,Credit Card,Completed,1
PAY00114836,POL0000278,CUST007133,2024-01-22,145.54,Credit Card,Completed,1
PAY00114837,POL0047360,CUST007871,2021-12-13,216.67,Credit Card,Completed,1
PAY00114838,POL0042824,CUST001615,2023-11-05,133.33,Credit Card,Completed,0
PAY00114839,POL0030694,CUST004369,2025-07-03,333.33,Credit Card,Completed,0
PAY00114840,POL0070466,CUST013965,2024-04-17,51.17,Bank Transfer,Failed,1
PAY00114841,POL0050765,CUST003304,2023-02-22,6500.0,Credit Card,Completed,1
PAY00114843,POL0051028,CUST013333,2025-07-03,66.87,Auto Pay,Completed,0
PAY00114844,POL0047039,CUST008106,2024-11-27,4333.33,Credit Card,Failed,1
PAY00114847,POL0008506,CUST001712,2025-07-03,76.46,Auto Pay,Completed,0
PAY00114848,POL0002262,CUST011851,2022-07-27,71.83,Credit Card,Completed,0
PAY00114849,POL0049553,CUST005480,2021-01-21,382.71,Bank Transfer,Failed,1
PAY00114850,POL0023643,CUST001335,2025-07-03,111.94,Credit Card,Completed,0
PAY00114851,POL0038410,CUST007650,2025-04-14,659.65,Check,Completed,1
PAY00114852,POL0066926,CUST012154,2021-01-14,2323.53,Credit Card,Failed,1
PAY00114854,POL0035760,CUST007516,2024-07-23,416.67,Check,Completed,0
PAY00114855,POL0005332,CUST013153,2024-05-25,110.51,Cash,Failed,1
PAY00114856,POL0001777,CUST002441,2024-09-03,154.83,Bank Transfer,Completed,1
PAY00114858,POL0063996,CUST002183,2025-03-03,208.14,Credit Card,Completed,1
PAY00114859,POL0045289,CUST010902,2021-08-05,6500.0,Bank Transfer,Completed,0
PAY00114860,POL0065882,CUST009422,2021-09-06,732.38,Credit Card,Completed,0
PAY00114861,POL0003076,CUST002157,2025-07-03,108.33,Cash,Completed,0
PAY00114862,POL0065270,CUST005720,2024-12-30,110.79,Credit Card,Completed,1
PAY00114863,POL0018182,CUST004510,2022-10-03,149.2,Credit Card,Completed,0
PAY00114864,POL0022581,CUST011592,2025-07-03,69.88,Credit Card,Completed,0
PAY00114866,POL0007311,CUST004343,2023-06-10,63.64,Auto Pay,Completed,1
PAY00114867,POL0056107,CUST013577,2021-03-24,1300.0,Credit Card,Completed,1
PAY00114868,POL0013780,CUST011717,2024-08-20,6000.0,Credit Card,Completed,1
PAY00114869,POL0067620,CUST009480,2022-01-30,44.38,Check,Completed,0
PAY00114870,POL0072157,CUST009911,2024-02-29,617.91,Bank Transfer,Completed,1
PAY00114871,POL0072747,CUST009083,2021-05-09,1333.33,Bank Transfer,Completed,0
PAY00114872,POL0022740,CUST001977,2023-10-06,312.5,Credit Card,Failed,1
PAY00114874,POL0018558,CUST002792,2021-03-23,42.2,Auto Pay,Completed,0
PAY00114876,POL0048062,CUST004026,2023-10-09,263.95,Check,Completed,0
PAY00114877,POL0042724,CUST002342,2024-04-16,310.38,Credit Card,Completed,0
PAY00114878,POL0033329,CUST003609,2023-09-19,296.47,Check,Completed,1
PAY00114879,POL0043384,CUST007595,2023-02-23,6400.0,Credit Card,Completed,0
PAY00114880,POL0062023,CUST001048,2022-03-09,90.11,Bank Transfer,Completed,0
PAY00114882,POL0066597,CUST007091,2023-09-15,500.0,Bank Transfer,Completed,0
PAY00114883,POL0003085,CUST007725,2021-10-15,666.67,Auto Pay,Completed,1
PAY00114884,POL0007234,CUST010423,2022-12-20,400.0,Bank Transfer,Completed,0
PAY00114885,POL0062982,CUST007102,2025-05-03,406.25,Bank Transfer,Completed,0
PAY00114886,POL0072551,CUST002501,2022-11-02,66.67,Credit Card,Failed,1
PAY00114887,POL0064022,CUST007705,2025-05-13,66.67,Credit Card,Completed,0
PAY00114888,POL0018477,CUST002289,2022-06-02,650.0,Credit Card,Completed,0
PAY00114889,POL0058054,CUST009139,2022-11-13,188.16,Bank Transfer,Completed,1
PAY00114890,POL0043232,CUST012524,2023-07-17,8000.0,Check,Completed,0
PAY00114891,POL0004635,CUST009992,2025-07-03,333.33,Credit Card,Completed,0
PAY00114892,POL0025489,CUST011663,2024-10-21,333.33,Credit Card,Completed,0
PAY00114893,POL0058237,CUST001879,2022-04-28,26000.0,Credit Card,Completed,1
PAY00114894,POL0015184,CUST012431,2021-07-10,166.67,Bank Transfer,Completed,0
PAY00114895,POL0024023,CUST008621,2025-07-03,1666.67,Credit Card,Completed,0
PAY00114896,POL0002683,CUST010543,2021-08-15,60.53,Bank Transfer,Completed,1
PAY00114897,POL0045546,CUST006763,2022-11-02,1961.49,Credit Card,Completed,0
PAY00114898,POL0020021,CUST014960,2024-05-01,119.53,Credit Card,Completed,1
PAY00114899,POL0039257,CUST000195,2021-11-17,944.03,Bank Transfer,Completed,0
PAY00114900,POL0014394,CUST013278,2025-06-01,149.11,Cash,Completed,1
PAY00114901,POL0070119,CUST004657,2021-12-12,65.68,Check,Completed,0
PAY00114902,POL0001877,CUST008467,2022-04-28,1250.0,Bank Transfer,Completed,1
PAY00114903,POL0024710,CUST000977,2021-11-06,477.21,Cash,Completed,1
PAY00114904,POL0013486,CUST006498,2022-09-23,42.66,Auto Pay,Completed,0
PAY00114905,POL0031513,CUST011377,2023-01-12,88.57,Check,Completed,1
PAY00114906,POL0003600,CUST009912,2024-12-29,3333.33,Auto Pay,Failed,1
PAY00114907,POL0028701,CUST001824,2020-09-13,979.8,Credit Card,Completed,0
PAY00114908,POL0048289,CUST006231,2022-12-28,560.0,Check,Completed,0
PAY00114909,POL0008257,CUST003178,2025-07-03,275.28,Bank Transfer,Completed,0
PAY00114910,POL0016065,CUST001000,2025-05-22,266.67,Bank Transfer,Completed,1
PAY00114912,POL0044976,CUST005880,2022-02-06,93.8,Credit Card,Completed,0
PAY00114914,POL0039304,CUST011340,2023-08-27,133.33,Credit Card,Completed,1
PAY00114915,POL0055030,CUST005357,2023-12-01,625.0,Auto Pay,Completed,0
PAY00114916,POL0062895,CUST008941,2023-10-18,148.5,Credit Card,Completed,1
PAY00114917,POL0063272,CUST003555,2022-08-13,333.33,Check,Failed,1
PAY00114918,POL0025462,CUST007137,2023-07-27,66.67,Bank Transfer,Failed,1
PAY00114919,POL0061866,CUST001956,2022-08-15,383.36,Credit Card,Completed,1
PAY00114920,POL0010908,CUST009187,2023-06-13,13000.0,Credit Card,Completed,1
PAY00114922,POL0038850,CUST011330,2024-12-22,363.94,Credit Card,Completed,0
PAY00114923,POL0016347,CUST002316,2022-05-19,333.33,Check,Completed,0
PAY00114925,POL0005637,CUST003492,2024-10-21,764.9,Bank Transfer,Completed,0
PAY00114926,POL0009056,CUST000244,2023-08-15,833.33,Bank Transfer,Completed,0
PAY00114927,POL0068882,CUST008873,2023-03-09,278.25,Check,Completed,1
PAY00114928,POL0029058,CUST000165,2022-09-23,45.38,Bank Transfer,Pending,1
PAY00114929,POL0074860,CUST006394,2022-08-04,109.17,Credit Card,Completed,1
PAY00114930,POL0061977,CUST013620,2023-07-09,66.67,Auto Pay,Completed,0
PAY00114931,POL0043448,CUST001687,2021-07-20,98.61,Cash,Failed,1
PAY00114932,POL0013816,CUST011000,2023-07-05,54.03,Credit Card,Completed,0
PAY00114933,POL0036713,CUST007856,2025-05-04,125.0,Bank Transfer,Completed,1
PAY00114934,POL0001208,CUST013260,2024-02-23,716.65,Auto Pay,Completed,0
PAY00114936,POL0039073,CUST004036,2022-07-05,83.33,Credit Card,Completed,0
PAY00114937,POL0009947,CUST014020,2023-09-03,333.33,Credit Card,Pending,0
PAY00114938,POL0059934,CUST002059,2023-02-05,8666.67,Credit Card,Refunded,1
PAY00114939,POL0059661,CUST009754,2022-03-04,166.67,Credit Card,Failed,1
PAY00114940,POL0012070,CUST009629,2021-01-24,78.18,Bank Transfer,Completed,0
PAY00114941,POL0003786,CUST003321,2023-02-26,1666.67,Cash,Failed,1
PAY00114942,POL0052759,CUST002715,2022-02-26,250.0,Credit Card,Completed,0
PAY00114943,POL0004858,CUST003200,2021-03-15,1875.0,Bank Transfer,Failed,1
PAY00114944,POL0002749,CUST011865,2022-03-09,16000.0,Bank Transfer,Completed,0
PAY00114945,POL0027383,CUST003013,2025-07-03,189.17,Bank Transfer,Completed,0
PAY00114947,POL0049918,CUST012456,2025-02-07,108.33,Auto Pay,Completed,1
PAY00114948,POL0016096,CUST007746,2025-03-02,333.33,Bank Transfer,Completed,1
PAY00114949,POL0013902,CUST010349,2022-04-12,329.24,Credit Card,Completed,0
PAY00114950,POL0017297,CUST004761,2025-01-18,186.76,Credit Card,Completed,0
PAY00114951,POL0046971,CUST010988,2021-04-29,26000.0,Credit Card,Completed,1
PAY00114953,POL0014545,CUST013154,2022-04-30,200.0,Bank Transfer,Completed,0
PAY00114954,POL0023837,CUST000148,2024-06-30,333.33,Bank Transfer,Failed,1
PAY00114955,POL0015845,CUST007399,2024-07-24,92.49,Check,Failed,1
PAY00114957,POL0025315,CUST001433,2023-03-27,68.72,Credit Card,Failed,1
PAY00114958,POL0063916,CUST013702,2023-11-24,20000.0,Credit Card,Completed,1
PAY00114959,POL0015223,CUST012541,2025-07-03,416.67,Bank Transfer,Completed,0
PAY00114960,POL0074442,CUST012245,2023-02-06,133.33,Auto Pay,Completed,1
PAY00114961,POL0050085,CUST005868,2022-01-09,937.5,Credit Card,Completed,0
PAY00114962,POL0032283,CUST009717,2025-07-03,404.91,Credit Card,Refunded,0
PAY00114963,POL0009738,CUST002168,2022-03-04,172.28,Credit Card,Completed,0
PAY00114964,POL0017151,CUST001739,2023-10-14,333.33,Credit Card,Completed,1
PAY00114965,POL0017606,CUST006140,2021-07-24,134.85,Check,Completed,1
PAY00114966,POL0050592,CUST000460,2025-02-14,1666.67,Credit Card,Completed,1
PAY00114967,POL0021378,CUST010603,2024-04-12,133.33,Credit Card,Completed,0
PAY00114968,POL0019580,CUST006739,2022-03-07,3000.0,Credit Card,Completed,1
PAY00114969,POL0044105,CUST003522,2021-09-09,16000.0,Credit Card,Completed,1
PAY00114970,POL0069404,CUST007221,2022-05-14,1000.0,Auto Pay,Completed,1
PAY00114971,POL0015234,CUST001481,2022-06-06,854.85,Bank Transfer,Completed,0
PAY00114972,POL0055806,CUST011428,2025-03-21,66.61,Credit Card,Completed,0
PAY00114973,POL0047366,CUST013418,2022-07-24,1625.0,Credit Card,Completed,0
PAY00114975,POL0032314,CUST009165,2020-08-19,650.0,Bank Transfer,Completed,0
PAY00114976,POL0070566,CUST013257,2021-10-04,801.54,Bank Transfer,Completed,0
PAY00114980,POL0057574,CUST013184,2020-02-22,594.2,Credit Card,Completed,0
PAY00114981,POL0013770,CUST014921,2022-05-23,5000.0,Credit Card,Completed,0
PAY00114982,POL0004567,CUST007423,2024-01-25,87.15,Cash,Completed,0
PAY00114983,POL0046369,CUST005407,2021-09-29,1507.75,Bank Transfer,Failed,0
PAY00114984,POL0006804,CUST006299,2021-08-20,33.33,Credit Card,Completed,0
PAY00114985,POL0030394,CUST007279,2025-07-03,833.33,Bank Transfer,Completed,0
PAY00114986,POL0055862,CUST005388,2021-10-20,133.33,Credit Card,Completed,0
PAY00114987,POL0041527,CUST001940,2021-08-05,1768.96,Auto Pay,Completed,0
PAY00114988,POL0044182,CUST001468,2023-11-03,48.78,Auto Pay,Completed,0
PAY00114989,POL0059993,CUST000819,2025-07-03,400.0,Check,Completed,0
PAY00114990,POL0000993,CUST003380,2024-09-12,40.7,Credit Card,Completed,0
PAY00114992,POL0029267,CUST001001,2025-07-03,216.67,Credit Card,Completed,0
PAY00114993,POL0035618,CUST003894,2022-01-12,49.67,Check,Completed,0
PAY00114994,POL0031949,CUST004245,2024-06-28,162.5,Credit Card,Completed,0
PAY00114995,POL0024600,CUST010246,2025-07-03,333.33,Auto Pay,Completed,0
PAY00114997,POL0063643,CUST000236,2024-10-10,68.05,Credit Card,Pending,0
PAY00114998,POL0010234,CUST001241,2024-09-26,413.0,Check,Completed,0
PAY00114999,POL0057190,CUST010111,2025-07-03,295.81,Bank Transfer,Completed,0
PAY00115000,POL0047441,CUST009757,2023-08-03,2000.0,Check,Completed,1
PAY00115001,POL0011472,CUST007351,2025-05-22,23.79,Credit Card,Completed,0
PAY00115003,POL0070725,CUST001620,2023-10-12,266.67,Credit Card,Completed,1
PAY00115004,POL0052540,CUST009598,2025-07-03,650.0,Credit Card,Completed,0
PAY00115005,POL0038896,CUST012651,2021-01-03,16000.0,Check,Completed,1
PAY00115006,POL0043471,CUST008355,2023-07-28,625.0,Bank Transfer,Completed,0
PAY00115007,POL0060007,CUST007690,2020-02-02,378.45,Credit Card,Completed,0
PAY00115008,POL0028218,CUST012314,2021-09-20,128.4,Auto Pay,Completed,1
PAY00115010,POL0017452,CUST005629,2024-07-05,4034.62,Bank Transfer,Completed,0
PAY00115011,POL0042538,CUST011786,2022-10-09,1666.67,Check,Completed,0
PAY00115012,POL0039923,CUST009650,2021-02-01,495.29,Bank Transfer,Completed,1
PAY00115013,POL0017007,CUST004601,2021-10-24,1000.0,Credit Card,Completed,1
