transaction_id,customer_id,product_id,product_category,purchase_amount,purchase_date,channel,discount_used
TXN_00032365,CUST_000435,PROD_0066,Jewelry & Accessories,660.69,2023-10-30,Mobile App,0
TXN_00032366,CUST_000086,PROD_0390,Jewelry & Accessories,616.6,2025-03-30,Mobile App,0
TXN_00032367,CUST_003686,PROD_0385,Books & Media,19.63,2025-04-17,In-Store,0
TXN_00032368,CUST_008285,PROD_0171,Beauty & Health,87.24,2025-06-02,Mobile App,0
TXN_00032369,CUST_000132,PROD_0064,Electronics,-958.62,2023-12-23,Online,0
TXN_00032370,CUST_006577,PROD_0438,Sports & Outdoors,226.1,2023-12-17,Online,0
TXN_00032371,CUST_009773,PROD_0044,Electronics,970.52,2025-06-24,In-Store,1
TXN_00032372,CUST_003815,PROD_0225,Home & Garden,87.3,2023-11-15,Online,1
TXN_00032373,CUST_003059,PROD_0138,Food & Beverages,52.56,2025-05-21,Online,0
TXN_00032374,CUST_003053,PROD_0006,Clothing,274.29,2024-02-29,In-Store,0
TXN_00032375,CUST_009588,PROD_0007,Automotive,594.22,2024-02-07,In-Store,0
TXN_00032376,CUST_009461,PROD_0098,Clothing,196.23,2024-06-28,Mobile App,1
TXN_00032377,CUST_005372,PROD_0124,Books & Media,208.45,2024-03-23,Online,0
TXN_00032378,CUST_008172,PROD_0442,Clothing,220.99,2025-06-22,Online,1
TXN_00032379,CUST_004634,PROD_0266,Food & Beverages,69.36,2024-11-26,Online,1
TXN_00032380,CUST_008673,PROD_0032,Beauty & Health,97.3,2025-05-02,Mobile App,0
TXN_00032381,CUST_007418,PROD_0045,Toys & Games,43.38,2024-04-08,In-Store,1
TXN_00032382,CUST_008703,PROD_0176,Food & Beverages,146.84,2024-01-07,In-Store,1
TXN_00032383,CUST_003347,PROD_0166,Beauty & Health,233.81,2023-11-09,In-Store,1
TXN_00032384,CUST_000607,PROD_0036,Jewelry & Accessories,404.43,2024-09-23,Mobile App,1
TXN_00032385,CUST_009642,PROD_0044,Electronics,1376.35,2023-12-30,In-Store,1
TXN_00032386,CUST_008165,PROD_0409,Food & Beverages,127.71,2023-09-25,Mobile App,0
TXN_00032387,CUST_002313,PROD_0267,Home & Garden,-105.46,2024-11-18,Online,0
TXN_00032388,CUST_007176,PROD_0377,Electronics,852.3,2024-12-09,Online,0
TXN_00032389,CUST_009475,PROD_0120,Books & Media,115.69,2023-11-26,Phone,1
TXN_00032390,CUST_009667,PROD_0406,Clothing,-115.67,2024-05-05,Mobile App,0
TXN_00032391,CUST_002603,PROD_0468,Automotive,1037.11,2024-04-11,Phone,0
TXN_00032392,CUST_004104,PROD_0138,Food & Beverages,-124.99,2025-04-08,Mobile App,1
TXN_00032393,CUST_005413,PROD_0072,Food & Beverages,31.2,2025-06-11,Online,0
TXN_00032394,CUST_007419,PROD_0209,Food & Beverages,109.36,2025-03-15,In-Store,0
TXN_00032395,CUST_000955,PROD_0366,Clothing,63.88,2024-10-12,Online,0
TXN_00032396,CUST_007323,PROD_0232,Toys & Games,125.94,2024-01-18,Online,0
TXN_00032397,CUST_002513,PROD_0403,Toys & Games,30.32,2024-06-27,In-Store,1
TXN_00032398,CUST_002889,PROD_0122,Clothing,218.65,2025-02-10,In-Store,0
TXN_00032399,CUST_008801,PROD_0455,Home & Garden,-129.61,2025-04-17,Phone,0
TXN_00032400,CUST_005617,PROD_0254,Home & Garden,158.23,2024-10-14,Online,1
TXN_00032401,CUST_006483,PROD_0334,Food & Beverages,165.44,2025-06-10,In-Store,0
TXN_00032402,CUST_007708,PROD_0458,Books & Media,19.03,2025-05-30,In-Store,0
TXN_00032403,CUST_006941,PROD_0480,Toys & Games,101.42,2025-03-30,Online,1
TXN_00032404,CUST_006848,PROD_0465,Sports & Outdoors,293.1,2024-11-04,Phone,0
TXN_00032405,CUST_009595,PROD_0156,Books & Media,40.92,2023-10-30,Phone,1
TXN_00032406,CUST_003419,PROD_0269,Automotive,137.03,2023-08-14,Phone,1
TXN_00032407,CUST_005166,PROD_0192,Food & Beverages,129.18,2023-07-21,Mobile App,1
TXN_00032408,CUST_004309,PROD_0480,Toys & Games,78.77,2024-06-08,Online,1
TXN_00032409,CUST_005508,PROD_0311,Food & Beverages,271.73,2024-11-01,In-Store,0
TXN_00032410,CUST_000202,PROD_0120,Books & Media,-114.67,2023-09-07,Mobile App,1
TXN_00032411,CUST_004655,PROD_0273,Books & Media,53.61,2025-03-06,Online,0
TXN_00032412,CUST_006083,PROD_0004,Beauty & Health,92.23,2025-06-14,In-Store,0
TXN_00032413,CUST_004218,PROD_0331,Clothing,290.03,2025-01-27,Mobile App,0
TXN_00032414,CUST_002907,PROD_0127,Automotive,165.05,2025-02-06,In-Store,0
TXN_00032415,CUST_006915,PROD_0126,Sports & Outdoors,179.44,2025-01-12,Online,0
TXN_00032416,CUST_002084,PROD_0498,Jewelry & Accessories,250.15,2023-12-14,Mobile App,1
TXN_00032417,CUST_002190,PROD_0277,Food & Beverages,137.84,2023-10-02,Phone,0
TXN_00032418,CUST_006919,PROD_0127,Automotive,178.27,2025-04-23,In-Store,0
TXN_00032419,CUST_008418,PROD_0150,Toys & Games,-60.14,2024-10-22,In-Store,0
TXN_00032420,CUST_005299,PROD_0125,Home & Garden,-286.14,2023-11-30,Mobile App,0
TXN_00032421,CUST_004218,PROD_0172,Home & Garden,177.46,2024-09-09,Online,0
TXN_00032422,CUST_001089,PROD_0225,Home & Garden,53.12,2024-06-11,Mobile App,0
TXN_00032423,CUST_009449,PROD_0015,Jewelry & Accessories,225.8,2025-01-19,Online,1
TXN_00032424,CUST_002270,PROD_0128,Electronics,872.94,2025-05-04,Online,0
TXN_00032425,CUST_000295,PROD_0310,Home & Garden,80.88,2025-05-30,Mobile App,1
TXN_00032426,CUST_005226,PROD_0412,Beauty & Health,47.58,2025-04-19,In-Store,0
TXN_00032427,CUST_005858,PROD_0259,Beauty & Health,114.23,2023-09-12,Online,0
TXN_00032428,CUST_001009,PROD_0423,Home & Garden,71.04,2025-06-27,Online,0
TXN_00032429,CUST_003178,PROD_0012,Automotive,1251.25,2023-10-13,Online,0
TXN_00032430,CUST_006803,PROD_0107,Automotive,555.44,2025-04-29,Mobile App,0
TXN_00032431,CUST_002242,PROD_0500,Food & Beverages,166.89,2023-09-20,Mobile App,1
TXN_00032432,CUST_007479,PROD_0242,Jewelry & Accessories,417.81,2024-09-21,Online,0
TXN_00032433,CUST_005529,PROD_0377,Electronics,797.69,2024-12-19,In-Store,0
TXN_00032434,CUST_004804,PROD_0118,Books & Media,86.22,2025-06-27,Online,0
TXN_00032435,CUST_000655,PROD_0222,Automotive,209.1,2025-03-21,Online,0
TXN_00032436,CUST_003066,PROD_0318,Sports & Outdoors,118.11,2024-03-29,In-Store,0
TXN_00032437,CUST_002053,PROD_0026,Sports & Outdoors,197.84,2024-05-12,Online,1
TXN_00032438,CUST_007589,PROD_0484,Jewelry & Accessories,99.98,2024-09-09,Mobile App,0
TXN_00032439,CUST_000762,PROD_0036,Jewelry & Accessories,736.37,2025-06-18,Mobile App,0
TXN_00032440,CUST_009442,PROD_0241,Home & Garden,183.56,2025-04-27,Online,0
TXN_00032441,CUST_009704,PROD_0021,Jewelry & Accessories,69.55,2023-09-15,Online,0
TXN_00032442,CUST_005648,PROD_0266,Food & Beverages,87.65,2024-06-19,Online,1
TXN_00032443,CUST_002992,PROD_0026,Sports & Outdoors,522.79,2024-10-21,Online,0
TXN_00032444,CUST_005098,PROD_0203,Electronics,1076.12,2024-03-23,In-Store,0
TXN_00032445,CUST_009982,PROD_0355,Electronics,957.97,2024-10-27,In-Store,0
TXN_00032446,CUST_002888,PROD_0102,Electronics,-148.8,2024-03-23,Online,0
TXN_00032447,CUST_007271,PROD_0379,Home & Garden,96.05,2025-03-13,In-Store,0
TXN_00032448,CUST_007948,PROD_0194,Automotive,587.75,2024-02-02,In-Store,0
TXN_00032449,CUST_002306,PROD_0146,Sports & Outdoors,-405.97,2024-09-22,In-Store,0
TXN_00032450,CUST_003698,PROD_0233,Electronics,392.32,2023-11-19,Mobile App,1
TXN_00032451,CUST_009150,PROD_0061,Automotive,1681.39,2024-05-09,In-Store,0
TXN_00032452,CUST_005932,PROD_0268,Beauty & Health,65.2,2025-06-23,Online,0
TXN_00032453,CUST_006974,PROD_0303,Beauty & Health,76.02,2025-02-13,In-Store,0
TXN_00032454,CUST_001268,PROD_0023,Clothing,94.49,2024-09-18,Online,0
TXN_00032455,CUST_007545,PROD_0477,Beauty & Health,277.89,2025-06-30,Online,1
TXN_00032456,CUST_002443,PROD_0206,Automotive,964.83,2023-09-07,In-Store,0
TXN_00032457,CUST_001130,PROD_0156,Books & Media,53.84,2024-05-16,Online,0
TXN_00032458,CUST_009440,PROD_0037,Automotive,2414.8,2025-02-08,Online,1
TXN_00032459,CUST_008011,PROD_0412,Beauty & Health,58.85,2024-07-16,In-Store,0
TXN_00032460,CUST_000180,PROD_0392,Electronics,1201.83,2025-04-22,Online,0
TXN_00032461,CUST_000411,PROD_0445,Books & Media,185.78,2024-10-30,Online,0
TXN_00032462,CUST_001226,PROD_0098,Clothing,164.46,2025-04-04,Online,0
TXN_00032463,CUST_005860,PROD_0321,Clothing,-308.13,2024-03-20,Mobile App,0
TXN_00032464,CUST_008873,PROD_0363,Home & Garden,152.39,2025-04-10,Online,0
TXN_00032465,CUST_003619,PROD_0313,Jewelry & Accessories,187.67,2024-12-09,Mobile App,1
TXN_00032466,CUST_006644,PROD_0287,Beauty & Health,60.61,2025-02-23,Mobile App,0
TXN_00032467,CUST_006072,PROD_0203,Electronics,960.66,2025-01-09,Mobile App,0
TXN_00032468,CUST_008047,PROD_0258,Electronics,2389.53,2025-05-25,Online,0
TXN_00032469,CUST_009094,PROD_0459,Toys & Games,21.72,2024-05-17,In-Store,1
TXN_00032470,CUST_005985,PROD_0464,Electronics,994.74,2025-03-18,Online,0
TXN_00032471,CUST_003976,PROD_0229,Automotive,684.29,2025-04-28,Online,0
TXN_00032472,CUST_008367,PROD_0283,Electronics,1048.24,2024-08-20,In-Store,0
TXN_00032473,CUST_007046,PROD_0099,Electronics,-920.47,2024-07-07,Online,0
TXN_00032474,CUST_002242,PROD_0496,Home & Garden,307.84,2024-12-20,In-Store,0
TXN_00032475,CUST_004625,PROD_0099,Electronics,1522.92,2024-05-23,In-Store,0
TXN_00032476,CUST_002299,PROD_0426,Sports & Outdoors,71.49,2025-04-29,Mobile App,0
TXN_00032477,CUST_006454,PROD_0382,Clothing,32.34,2025-03-30,Online,1
TXN_00032478,CUST_008160,PROD_0080,Sports & Outdoors,-254.7,2024-05-10,In-Store,0
TXN_00032479,CUST_003961,PROD_0449,Home & Garden,232.82,2023-09-30,Online,1
TXN_00032480,CUST_008879,PROD_0092,Home & Garden,148.79,2025-04-07,In-Store,0
TXN_00032481,CUST_002541,PROD_0188,Books & Media,157.18,2025-02-08,Mobile App,1
TXN_00032482,CUST_004430,PROD_0106,Home & Garden,-28.45,2025-05-17,Online,0
TXN_00032483,CUST_002623,PROD_0494,Toys & Games,138.79,2024-07-20,Mobile App,0
TXN_00032484,CUST_002174,PROD_0484,Jewelry & Accessories,37.98,2025-04-30,Online,0
TXN_00032485,CUST_000955,PROD_0350,Food & Beverages,204.89,2025-01-16,Online,0
TXN_00032486,CUST_004782,PROD_0385,Books & Media,17.54,2025-02-02,Online,1
TXN_00032487,CUST_002176,PROD_0123,Automotive,113.4,2025-03-15,Online,0
TXN_00032488,CUST_004694,PROD_0497,Home & Garden,60.06,2025-03-25,In-Store,0
TXN_00032489,CUST_009360,PROD_0240,Books & Media,156.68,2025-02-24,Online,0
TXN_00032490,CUST_006656,PROD_0097,Beauty & Health,335.74,2024-11-12,In-Store,0
TXN_00032491,CUST_009964,PROD_0302,Jewelry & Accessories,32.65,2023-09-25,Phone,0
TXN_00032492,CUST_008167,PROD_0221,Toys & Games,280.5,2025-03-28,Phone,0
TXN_00032493,CUST_004064,PROD_0442,Clothing,233.39,2024-03-13,In-Store,0
TXN_00032494,CUST_008338,PROD_0144,Food & Beverages,79.86,2023-10-11,Mobile App,0
TXN_00032495,CUST_000643,PROD_0259,Beauty & Health,113.12,2023-11-28,Online,1
TXN_00032496,CUST_006705,PROD_0259,Beauty & Health,-194.43,2024-10-09,Mobile App,1
TXN_00032497,CUST_004594,PROD_0438,Sports & Outdoors,248.46,2024-01-11,Mobile App,0
TXN_00032498,CUST_003757,PROD_0481,Clothing,49.92,2024-07-05,In-Store,1
TXN_00032499,CUST_002239,PROD_0282,Books & Media,162.85,2025-01-29,In-Store,1
TXN_00032500,CUST_007583,PROD_0485,Books & Media,65.53,2024-03-06,Mobile App,0
TXN_00032501,CUST_005206,PROD_0469,Toys & Games,32.99,2024-07-11,Online,1
TXN_00032502,CUST_003625,PROD_0363,Home & Garden,60.04,2023-08-20,Online,0
TXN_00032503,CUST_004692,PROD_0458,Books & Media,48.45,2023-11-22,Online,0
TXN_00032504,CUST_000536,PROD_0148,Food & Beverages,97.9,2024-01-25,In-Store,0
TXN_00032505,CUST_005663,PROD_0257,Electronics,2005.52,2024-05-31,In-Store,0
TXN_00032506,CUST_000066,PROD_0372,Home & Garden,176.73,2025-03-03,In-Store,0
TXN_00032507,CUST_004315,PROD_0375,Electronics,332.01,2024-02-08,Online,1
TXN_00032508,CUST_007220,PROD_0326,Toys & Games,141.65,2024-12-20,In-Store,0
TXN_00032509,CUST_009598,PROD_0017,Automotive,467.16,2025-02-11,Mobile App,1
TXN_00032510,CUST_009284,PROD_0209,Food & Beverages,127.87,2025-06-27,In-Store,0
TXN_00032511,CUST_008884,PROD_0303,Beauty & Health,194.35,2025-01-06,Online,0
TXN_00032512,CUST_003832,PROD_0446,Clothing,250.7,2025-03-29,Online,1
TXN_00032513,CUST_004410,PROD_0061,Automotive,1430.52,2025-05-16,Mobile App,1
TXN_00032514,CUST_000044,PROD_0033,Toys & Games,31.19,2024-08-18,Mobile App,0
TXN_00032515,CUST_003439,PROD_0075,Jewelry & Accessories,32.19,2024-11-01,Mobile App,1
TXN_00032516,CUST_005363,PROD_0339,Home & Garden,179.91,2024-10-22,Online,0
TXN_00032517,CUST_008400,PROD_0303,Beauty & Health,79.13,2023-10-24,In-Store,0
TXN_00032518,CUST_003704,PROD_0481,Clothing,52.67,2023-12-02,In-Store,1
TXN_00032519,CUST_000172,PROD_0278,Jewelry & Accessories,398.47,2024-10-25,Mobile App,0
TXN_00032520,CUST_004879,PROD_0275,Toys & Games,73.67,2024-08-22,Mobile App,1
TXN_00032521,CUST_003522,PROD_0276,Jewelry & Accessories,586.63,2025-03-28,Online,0
TXN_00032522,CUST_001296,PROD_0039,Food & Beverages,56.09,2024-06-09,Online,0
TXN_00032523,CUST_004737,PROD_0053,Food & Beverages,185.97,2025-06-06,Online,0
TXN_00032524,CUST_009531,PROD_0358,Electronics,885.61,2025-06-23,Online,1
TXN_00032525,CUST_000689,PROD_0494,Toys & Games,106.88,2024-08-18,Online,1
TXN_00032526,CUST_007078,PROD_0452,Home & Garden,105.33,2025-03-24,Online,1
TXN_00032527,CUST_006950,PROD_0097,Beauty & Health,128.8,2024-06-05,In-Store,0
TXN_00032528,CUST_000090,PROD_0236,Sports & Outdoors,105.88,2025-06-14,In-Store,1
TXN_00032529,CUST_009921,PROD_0154,Home & Garden,132.84,2024-10-22,Online,0
TXN_00032530,CUST_003537,PROD_0250,Home & Garden,128.94,2024-05-19,Online,1
TXN_00032531,CUST_009006,PROD_0010,Electronics,322.54,2024-10-29,Mobile App,1
TXN_00032532,CUST_004555,PROD_0355,Electronics,658.31,2024-12-11,Mobile App,1
TXN_00032533,CUST_004575,PROD_0252,Electronics,436.34,2024-12-07,In-Store,1
TXN_00032534,CUST_001429,PROD_0178,Food & Beverages,231.13,2024-02-13,In-Store,1
TXN_00032535,CUST_005332,PROD_0118,Books & Media,158.43,2024-03-09,Mobile App,1
TXN_00032536,CUST_000240,PROD_0193,Beauty & Health,14.09,2024-05-02,Mobile App,0
TXN_00032537,CUST_006543,PROD_0349,Electronics,388.4,2024-07-13,In-Store,1
TXN_00032538,CUST_000196,PROD_0484,Jewelry & Accessories,69.69,2025-02-28,Online,0
TXN_00032539,CUST_007463,PROD_0409,Food & Beverages,224.74,2023-10-02,Online,0
TXN_00032540,CUST_001901,PROD_0117,Jewelry & Accessories,318.1,2025-06-28,Online,0
TXN_00032541,CUST_007025,PROD_0153,Clothing,428.86,2024-03-24,Mobile App,1
TXN_00032542,CUST_000923,PROD_0102,Electronics,304.08,2024-11-01,In-Store,0
TXN_00032543,CUST_009078,PROD_0132,Automotive,571.31,2024-07-04,Online,1
TXN_00032544,CUST_000955,PROD_0345,Books & Media,146.69,2024-09-16,Mobile App,1
TXN_00032545,CUST_009392,PROD_0286,Home & Garden,48.78,2023-07-20,Online,1
TXN_00032546,CUST_007787,PROD_0036,Jewelry & Accessories,826.57,2025-02-28,In-Store,0
TXN_00032547,CUST_009601,PROD_0310,Home & Garden,87.42,2025-05-09,Online,0
TXN_00032548,CUST_001564,PROD_0449,Home & Garden,-115.16,2025-05-23,Online,0
TXN_00032549,CUST_001318,PROD_0091,Food & Beverages,103.27,2024-07-11,Online,0
TXN_00032550,CUST_002964,PROD_0151,Beauty & Health,31.2,2024-10-24,Mobile App,0
TXN_00032551,CUST_003352,PROD_0495,Sports & Outdoors,133.26,2024-09-01,In-Store,1
TXN_00032552,CUST_006539,PROD_0142,Food & Beverages,193.76,2025-06-30,Mobile App,0
TXN_00032553,CUST_006904,PROD_0083,Food & Beverages,61.65,2025-05-03,In-Store,0
TXN_00032554,CUST_002101,PROD_0390,Jewelry & Accessories,369.96,2025-03-13,Online,0
TXN_00032555,CUST_000721,PROD_0033,Toys & Games,26.72,2024-08-13,Online,1
TXN_00032556,CUST_000529,PROD_0358,Electronics,1535.99,2025-04-26,In-Store,1
TXN_00032557,CUST_006014,PROD_0368,Clothing,295.09,2024-05-06,In-Store,0
TXN_00032558,CUST_000191,PROD_0487,Clothing,-165.65,2023-10-19,Online,1
TXN_00032559,CUST_006701,PROD_0468,Automotive,1386.45,2024-11-04,Mobile App,0
TXN_00032560,CUST_001892,PROD_0137,Home & Garden,101.24,2025-06-16,Mobile App,0
TXN_00032561,CUST_000295,PROD_0027,Toys & Games,-64.57,2025-06-18,Online,1
TXN_00032562,CUST_005730,PROD_0398,Toys & Games,106.39,2024-06-15,Mobile App,0
TXN_00032563,CUST_002637,PROD_0369,Electronics,2108.94,2025-02-20,Online,0
TXN_00032564,CUST_006227,PROD_0399,Electronics,829.22,2025-02-28,Mobile App,1
TXN_00032565,CUST_007958,PROD_0390,Jewelry & Accessories,450.33,2024-12-31,In-Store,1
TXN_00032566,CUST_000284,PROD_0231,Electronics,815.56,2024-12-01,In-Store,1
TXN_00032567,CUST_009483,PROD_0083,Food & Beverages,97.41,2025-06-27,Online,1
TXN_00032568,CUST_004572,PROD_0192,Food & Beverages,136.05,2023-11-01,Online,0
TXN_00032569,CUST_002001,PROD_0367,Clothing,238.98,2025-01-07,Online,1
TXN_00032570,CUST_005279,PROD_0409,Food & Beverages,124.45,2024-07-28,In-Store,1
TXN_00032571,CUST_007661,PROD_0010,Electronics,317.35,2025-05-03,In-Store,0
TXN_00032572,CUST_004545,PROD_0040,Books & Media,135.78,2024-03-24,Mobile App,0
TXN_00032573,CUST_000953,PROD_0148,Food & Beverages,141.34,2023-11-18,Mobile App,0
TXN_00032574,CUST_007714,PROD_0484,Jewelry & Accessories,-58.11,2024-04-01,Phone,0
TXN_00032575,CUST_005006,PROD_0404,Home & Garden,193.73,2024-05-07,Online,0
TXN_00032576,CUST_004229,PROD_0046,Sports & Outdoors,58.93,2025-05-30,Online,0
TXN_00032577,CUST_001060,PROD_0102,Electronics,384.1,2023-11-27,Online,0
TXN_00032578,CUST_008198,PROD_0167,Food & Beverages,157.62,2024-11-03,Mobile App,0
TXN_00032579,CUST_009498,PROD_0107,Automotive,246.94,2025-06-12,Mobile App,1
TXN_00032580,CUST_002104,PROD_0387,Books & Media,71.88,2024-02-14,In-Store,0
TXN_00032581,CUST_004609,PROD_0362,Food & Beverages,-59.56,2025-03-07,In-Store,0
TXN_00032582,CUST_004298,PROD_0432,Beauty & Health,88.45,2025-06-30,In-Store,0
TXN_00032583,CUST_001625,PROD_0354,Home & Garden,50.24,2024-08-12,In-Store,1
TXN_00032584,CUST_009439,PROD_0456,Clothing,304.29,2025-06-06,In-Store,0
TXN_00032585,CUST_008070,PROD_0307,Food & Beverages,-82.59,2025-06-16,Online,1
TXN_00032586,CUST_002946,PROD_0252,Electronics,467.95,2024-12-19,Online,1
TXN_00032587,CUST_006287,PROD_0048,Food & Beverages,-29.26,2023-10-24,Mobile App,1
TXN_00032588,CUST_002133,PROD_0034,Home & Garden,160.36,2023-08-22,Online,0
TXN_00032589,CUST_007567,PROD_0214,Beauty & Health,-44.68,2025-02-20,Online,1
TXN_00032590,CUST_004807,PROD_0158,Toys & Games,66.03,2025-01-22,In-Store,0
TXN_00032591,CUST_003940,PROD_0015,Jewelry & Accessories,313.17,2024-02-01,Online,1
TXN_00032592,CUST_001441,PROD_0156,Books & Media,38.56,2025-06-06,Mobile App,0
TXN_00032593,CUST_003425,PROD_0189,Sports & Outdoors,50.16,2024-11-09,Mobile App,0
TXN_00032594,CUST_002153,PROD_0363,Home & Garden,83.97,2025-02-07,Online,1
TXN_00032595,CUST_009794,PROD_0166,Beauty & Health,167.92,2025-04-22,In-Store,0
TXN_00032596,CUST_002723,PROD_0015,Jewelry & Accessories,222.37,2024-09-27,Online,0
TXN_00032597,CUST_009677,PROD_0480,Toys & Games,70.28,2025-05-29,In-Store,0
TXN_00032598,CUST_002341,PROD_0339,Home & Garden,152.82,2024-05-30,Online,0
TXN_00032599,CUST_006365,PROD_0056,Toys & Games,169.65,2024-10-02,Mobile App,0
TXN_00032600,CUST_009393,PROD_0100,Home & Garden,35.23,2025-06-26,Online,0
TXN_00032601,CUST_002230,PROD_0279,Sports & Outdoors,49.78,2024-12-17,Online,1
TXN_00032602,CUST_003711,PROD_0482,Food & Beverages,176.05,2024-11-13,In-Store,0
TXN_00032603,CUST_006566,PROD_0130,Beauty & Health,133.49,2023-10-09,In-Store,0
TXN_00032604,CUST_008983,PROD_0471,Sports & Outdoors,445.71,2024-07-25,Mobile App,0
TXN_00032605,CUST_005474,PROD_0422,Beauty & Health,178.02,2024-08-09,In-Store,0
TXN_00032606,CUST_001858,PROD_0391,Home & Garden,-129.57,2025-02-22,In-Store,0
TXN_00032607,CUST_006255,PROD_0227,Books & Media,179.34,2023-11-27,In-Store,0
TXN_00032608,CUST_003893,PROD_0457,Automotive,436.04,2025-01-12,In-Store,1
TXN_00032609,CUST_006024,PROD_0052,Clothing,-75.96,2024-06-12,In-Store,0
TXN_00032610,CUST_003511,PROD_0095,Toys & Games,158.35,2025-05-06,Online,0
TXN_00032611,CUST_009619,PROD_0163,Home & Garden,87.8,2024-07-10,In-Store,0
TXN_00032612,CUST_008979,PROD_0302,Jewelry & Accessories,27.52,2025-03-09,In-Store,0
TXN_00032613,CUST_003998,PROD_0198,Automotive,870.36,2024-09-08,Mobile App,0
TXN_00032614,CUST_003131,PROD_0034,Home & Garden,90.66,2024-01-01,In-Store,0
TXN_00032615,CUST_006625,PROD_0314,Home & Garden,68.16,2024-09-21,In-Store,1
TXN_00032616,CUST_000775,PROD_0020,Books & Media,59.58,2024-04-29,Mobile App,1
TXN_00032617,CUST_000834,PROD_0031,Automotive,858.22,2024-09-08,In-Store,0
TXN_00032618,CUST_005069,PROD_0403,Toys & Games,-43.42,2025-03-17,Mobile App,0
TXN_00032619,CUST_000923,PROD_0238,Jewelry & Accessories,694.31,2024-04-06,Online,0
TXN_00032620,CUST_005774,PROD_0246,Beauty & Health,67.17,2025-06-09,In-Store,1
TXN_00032621,CUST_004749,PROD_0440,Beauty & Health,270.24,2024-08-14,Online,0
TXN_00032622,CUST_007156,PROD_0086,Food & Beverages,68.88,2024-05-22,In-Store,0
TXN_00032623,CUST_004980,PROD_0039,Food & Beverages,49.05,2025-03-19,Online,0
TXN_00032624,CUST_000800,PROD_0458,Books & Media,-27.82,2025-05-29,In-Store,0
TXN_00032625,CUST_009317,PROD_0414,Books & Media,137.98,2023-12-06,Mobile App,0
TXN_00032626,CUST_001501,PROD_0355,Electronics,635.37,2024-09-09,Online,0
TXN_00032627,CUST_008495,PROD_0069,Home & Garden,67.78,2023-10-16,Online,1
TXN_00032628,CUST_004667,PROD_0335,Beauty & Health,23.55,2025-01-04,Online,0
TXN_00032629,CUST_007394,PROD_0315,Books & Media,21.54,2025-03-16,Online,1
TXN_00032630,CUST_006763,PROD_0229,Automotive,1416.34,2023-08-25,In-Store,0
TXN_00032631,CUST_009423,PROD_0424,Electronics,276.75,2025-04-12,Online,1
TXN_00032632,CUST_009760,PROD_0118,Books & Media,236.58,2025-03-29,Mobile App,0
TXN_00032633,CUST_009145,PROD_0388,Home & Garden,292.6,2024-03-01,Online,0
TXN_00032634,CUST_000048,PROD_0456,Clothing,345.27,2025-06-25,In-Store,0
TXN_00032635,CUST_008360,PROD_0316,Food & Beverages,21.42,2025-02-23,Mobile App,1
TXN_00032636,CUST_007445,PROD_0233,Electronics,210.02,2025-03-21,In-Store,0
TXN_00032637,CUST_004051,PROD_0222,Automotive,290.65,2025-01-31,Mobile App,1
TXN_00032638,CUST_000048,PROD_0088,Home & Garden,30.03,2025-06-20,In-Store,0
TXN_00032639,CUST_005062,PROD_0147,Home & Garden,27.1,2024-09-27,In-Store,1
TXN_00032640,CUST_002725,PROD_0212,Electronics,795.16,2025-02-17,In-Store,0
TXN_00032641,CUST_003883,PROD_0176,Food & Beverages,91.99,2024-09-14,In-Store,1
TXN_00032642,CUST_009287,PROD_0296,Food & Beverages,57.28,2024-11-18,In-Store,0
TXN_00032643,CUST_008972,PROD_0473,Jewelry & Accessories,-286.5,2024-06-22,Online,1
TXN_00032644,CUST_007945,PROD_0486,Home & Garden,74.97,2025-06-15,Mobile App,0
TXN_00032645,CUST_002642,PROD_0276,Jewelry & Accessories,380.22,2024-01-10,Online,0
TXN_00032646,CUST_000207,PROD_0131,Sports & Outdoors,381.97,2025-02-13,Mobile App,0
TXN_00032647,CUST_000717,PROD_0167,Food & Beverages,71.37,2024-11-12,Phone,1
TXN_00032648,CUST_004931,PROD_0228,Electronics,492.0,2025-04-05,Online,0
TXN_00032649,CUST_007157,PROD_0229,Automotive,784.73,2023-12-27,Online,1
TXN_00032650,CUST_000138,PROD_0115,Beauty & Health,27.45,2025-01-07,Online,0
TXN_00032651,CUST_004150,PROD_0129,Food & Beverages,156.74,2024-04-03,Mobile App,0
TXN_00032652,CUST_006137,PROD_0362,Food & Beverages,97.36,2024-05-09,In-Store,0
TXN_00032653,CUST_007042,PROD_0255,Automotive,221.57,2024-10-12,Phone,0
TXN_00032654,CUST_000543,PROD_0007,Automotive,773.28,2024-08-27,Online,0
TXN_00032655,CUST_002799,PROD_0359,Clothing,153.23,2024-06-10,In-Store,0
TXN_00032656,CUST_007850,PROD_0237,Home & Garden,144.2,2025-04-09,Online,0
TXN_00032657,CUST_008442,PROD_0178,Food & Beverages,180.02,2024-01-26,In-Store,1
TXN_00032658,CUST_004890,PROD_0170,Automotive,244.72,2024-12-20,Online,1
TXN_00032659,CUST_005289,PROD_0341,Automotive,-116.88,2024-02-03,In-Store,1
TXN_00032660,CUST_008030,PROD_0362,Food & Beverages,57.5,2024-10-20,Online,0
TXN_00032661,CUST_006656,PROD_0376,Books & Media,180.67,2025-04-09,Online,0
TXN_00032662,CUST_006981,PROD_0218,Beauty & Health,110.35,2025-03-15,Mobile App,0
TXN_00032663,CUST_009990,PROD_0063,Toys & Games,139.17,2025-01-11,Phone,0
