interaction_id,customer_id,interaction_type,interaction_date,channel,duration_minutes,resolution_status,satisfaction_score
INT_010209,CUST_000292,Feedback,2024-04-07,Chat,10,Resolved,8
INT_010210,CUST_005551,Return Request,2024-03-28,Email,15,Resolved,6
INT_010211,CUST_002763,Feedback,2025-01-28,Chat,11,Closed,6
INT_010212,CUST_008638,Complaint,2024-11-29,Social Media,49,Escalated,1
INT_010213,CUST_005206,Chat Session,2025-06-19,Email,24,Resolved,8
INT_010214,CUST_002993,Support Call,2024-01-10,In-Store,17,Resolved,2
INT_010215,CUST_008205,Complaint,2024-12-02,Email,22,Resolved,1
INT_010216,CUST_006438,Product Question,2025-05-05,Phone,17,Closed,4
INT_010217,CUST_005761,Complaint,2024-12-01,Phone,21,Resolved,7
INT_010218,CUST_009790,Support Call,2023-07-21,In-Store,24,Resolved,2
INT_010219,CUST_006303,Product Question,2025-05-22,Phone,27,Resolved,7
INT_010220,CUST_006515,Complaint,2025-06-02,Chat,33,Escalated,1
INT_010221,CUST_004221,Support Call,2025-04-13,Chat,31,Pending,1
INT_010222,CUST_006006,Email Inquiry,2025-01-24,In-Store,18,Resolved,8
INT_010223,CUST_004104,Complaint,2025-03-08,Phone,45,Resolved,6
INT_010224,CUST_002291,Email Inquiry,2025-02-02,Phone,20,Resolved,10
INT_010225,CUST_006281,Billing Issue,2024-12-01,In-Store,23,Resolved,8
INT_010226,CUST_002351,Complaint,2024-05-04,Phone,52,Resolved,5
INT_010227,CUST_006347,Complaint,2023-12-31,Phone,55,Resolved,3
INT_010228,CUST_007429,Email Inquiry,2025-03-19,In-Store,11,Resolved,5
INT_010229,CUST_005520,Feedback,2024-12-23,Email,16,Resolved,7
INT_010230,CUST_007604,Billing Issue,2025-03-16,In-Store,35,Resolved,1
INT_010231,CUST_001588,Product Question,2024-10-09,Phone,17,Resolved,8
INT_010232,CUST_001337,Feedback,2024-09-26,Phone,7,Resolved,10
INT_010233,CUST_005112,Complaint,2025-03-13,Phone,26,Closed,1
INT_010234,CUST_007076,Complaint,2024-04-25,Chat,34,Resolved,2
INT_010235,CUST_004308,Support Call,2025-05-21,Phone,54,Resolved,8
INT_010236,CUST_004841,Chat Session,2025-05-11,Social Media,17,Resolved,6
INT_010237,CUST_002215,Support Call,2023-09-23,Chat,46,Resolved,4
INT_010238,CUST_009081,Chat Session,2025-04-27,Phone,10,Escalated,6
INT_010239,CUST_000985,Billing Issue,2024-02-14,Phone,56,Closed,2
INT_010240,CUST_004706,Billing Issue,2025-03-21,Phone,48,Resolved,8
INT_010241,CUST_006734,Support Call,2025-04-08,Phone,24,Closed,6
INT_010242,CUST_002896,Support Call,2023-09-28,Chat,15,Resolved,7
INT_010243,CUST_000755,Product Question,2023-08-07,Email,13,Resolved,5
INT_010244,CUST_003044,Feedback,2025-02-16,Chat,21,Resolved,10
INT_010245,CUST_009942,Support Call,2024-09-27,In-Store,28,Pending,4
INT_010246,CUST_003420,Feedback,2025-05-24,Phone,13,Resolved,9
INT_010247,CUST_002670,Feedback,2025-05-07,Email,24,Resolved,6
INT_010248,CUST_003068,Billing Issue,2025-03-11,Phone,15,Resolved,2
INT_010249,CUST_007223,Product Question,2024-08-05,Phone,25,Resolved,5
INT_010250,CUST_003872,Complaint,2023-12-24,Phone,28,Resolved,2
INT_010251,CUST_000344,Chat Session,2024-10-29,In-Store,24,Resolved,6
INT_010252,CUST_001382,Billing Issue,2023-12-21,Phone,55,Resolved,5
INT_010253,CUST_007971,Support Call,2024-12-30,Phone,46,Pending,7
INT_010254,CUST_002060,Email Inquiry,2024-09-20,Phone,9,Closed,6
INT_010255,CUST_005803,Chat Session,2023-11-28,Chat,19,Resolved,5
INT_010256,CUST_003378,Return Request,2025-06-18,Phone,21,Resolved,4
INT_010257,CUST_008279,Complaint,2023-11-07,Email,19,Resolved,7
INT_010258,CUST_005886,Feedback,2024-12-14,In-Store,24,Pending,6
INT_010259,CUST_004466,Product Question,2025-05-10,Phone,29,Resolved,8
INT_010260,CUST_009093,Chat Session,2025-01-06,Phone,24,Resolved,9
INT_010261,CUST_002438,Support Call,2024-12-11,Chat,44,Resolved,3
INT_010262,CUST_009571,Billing Issue,2024-04-30,Phone,15,Resolved,6
INT_010263,CUST_009215,Chat Session,2024-03-23,Phone,19,Closed,5
INT_010264,CUST_006609,Chat Session,2025-02-16,Email,18,Resolved,5
INT_010265,CUST_002664,Chat Session,2024-01-02,Email,16,Escalated,4
INT_010266,CUST_002808,Feedback,2024-01-31,Phone,24,Resolved,8
INT_010267,CUST_004795,Return Request,2024-10-31,Email,20,Pending,6
INT_010268,CUST_003444,Complaint,2025-01-12,Chat,25,Resolved,8
INT_010269,CUST_008242,Product Question,2025-02-14,Email,13,Resolved,8
INT_010270,CUST_002900,Chat Session,2025-01-16,Phone,24,Resolved,10
INT_010271,CUST_002762,Return Request,2025-06-28,In-Store,11,Resolved,5
INT_010272,CUST_005280,Product Question,2024-05-18,Chat,10,Escalated,6
INT_010273,CUST_000188,Complaint,2024-08-26,Email,57,Resolved,3
INT_010274,CUST_007413,Return Request,2024-04-29,In-Store,10,Resolved,8
INT_010275,CUST_009089,Support Call,2023-09-06,Email,39,Resolved,2
INT_010276,CUST_006376,Feedback,2024-05-19,Phone,20,Resolved,9
INT_010277,CUST_004127,Complaint,2024-12-16,Phone,17,Resolved,3
INT_010278,CUST_006864,Return Request,2024-06-28,Phone,25,Resolved,8
INT_010279,CUST_008830,Email Inquiry,2023-07-22,Email,8,Resolved,10
INT_010280,CUST_006414,Return Request,2025-04-06,Email,16,Resolved,5
INT_010281,CUST_008497,Support Call,2025-03-03,Email,50,Pending,1
INT_010282,CUST_002692,Return Request,2025-05-05,Phone,24,Pending,7
INT_010283,CUST_001619,Complaint,2024-10-01,Phone,59,Closed,3
INT_010284,CUST_004222,Complaint,2024-06-10,Email,50,Resolved,7
INT_010285,CUST_004210,Product Question,2023-12-21,Chat,16,Resolved,7
INT_010286,CUST_002801,Return Request,2024-04-17,Email,12,Resolved,6
INT_010287,CUST_002638,Return Request,2025-04-06,Phone,14,Resolved,5
INT_010288,CUST_000376,Billing Issue,2024-06-22,In-Store,21,Escalated,2
INT_010289,CUST_002903,Billing Issue,2023-10-31,Social Media,20,Pending,4
INT_010290,CUST_007484,Complaint,2024-04-17,Chat,40,Pending,4
INT_010291,CUST_009749,Complaint,2024-03-04,Phone,24,Pending,7
INT_010292,CUST_009586,Chat Session,2024-03-12,Phone,24,Resolved,7
INT_010293,CUST_000661,Product Question,2025-04-08,Phone,25,Pending,5
INT_010294,CUST_004116,Billing Issue,2024-03-13,Email,45,Closed,4
INT_010295,CUST_002230,Feedback,2025-01-07,Email,16,Resolved,7
INT_010296,CUST_000421,Return Request,2024-02-06,Email,12,Closed,6
INT_010297,CUST_003112,Chat Session,2023-12-18,Phone,5,Pending,5
INT_010298,CUST_007828,Feedback,2024-11-09,Phone,15,Resolved,7
INT_010299,CUST_005075,Feedback,2025-05-28,Phone,13,Resolved,5
INT_010300,CUST_008888,Complaint,2025-03-05,Chat,42,Resolved,7
INT_010301,CUST_006361,Product Question,2025-06-11,Email,21,Resolved,9
INT_010302,CUST_000591,Email Inquiry,2025-05-20,In-Store,23,Resolved,9
INT_010303,CUST_005209,Return Request,2024-04-14,Phone,14,Pending,8
INT_010304,CUST_002999,Email Inquiry,2024-11-29,Phone,18,Resolved,9
INT_010305,CUST_006540,Feedback,2025-02-20,Social Media,20,Resolved,9
INT_010306,CUST_003309,Return Request,2025-01-04,Social Media,23,Resolved,8
INT_010307,CUST_006967,Complaint,2023-11-04,Phone,36,Resolved,2
INT_010308,CUST_009261,Complaint,2025-02-25,Email,54,Resolved,2
INT_010309,CUST_008512,Feedback,2024-10-15,Chat,16,Resolved,6
INT_010310,CUST_006224,Chat Session,2024-10-28,Email,17,Pending,8
INT_010311,CUST_007229,Product Question,2024-08-15,Phone,10,Resolved,9
INT_010312,CUST_001222,Return Request,2024-11-29,Phone,11,Resolved,5
INT_010313,CUST_009322,Chat Session,2023-08-05,Phone,24,Resolved,8
INT_010314,CUST_003770,Billing Issue,2024-11-02,Phone,17,Closed,3
INT_010315,CUST_002236,Chat Session,2024-07-30,Email,23,Resolved,6
INT_010316,CUST_004430,Support Call,2025-04-05,Chat,44,Resolved,7
INT_010317,CUST_007655,Complaint,2024-11-23,In-Store,22,Pending,7
INT_010318,CUST_002919,Product Question,2024-07-28,Email,23,Closed,4
INT_010319,CUST_005730,Return Request,2025-03-31,Email,17,Resolved,6
INT_010320,CUST_005505,Product Question,2025-02-05,Email,11,Resolved,3
INT_010321,CUST_006830,Product Question,2025-02-14,Chat,27,Closed,6
INT_010322,CUST_007327,Complaint,2025-05-11,Email,35,Resolved,5
INT_010323,CUST_002944,Email Inquiry,2025-04-11,Chat,17,Resolved,7
INT_010324,CUST_000509,Email Inquiry,2024-02-07,Phone,8,Resolved,8
INT_010325,CUST_008165,Support Call,2025-03-25,In-Store,21,Resolved,2
INT_010326,CUST_009327,Support Call,2025-06-09,Social Media,59,Resolved,2
INT_010327,CUST_005628,Billing Issue,2024-10-09,Phone,29,Resolved,7
INT_010328,CUST_008846,Chat Session,2025-04-22,Email,20,Pending,5
INT_010329,CUST_004690,Feedback,2025-05-25,Email,23,Pending,4
INT_010330,CUST_008933,Feedback,2024-01-22,Phone,5,Resolved,10
INT_010331,CUST_001444,Email Inquiry,2024-09-03,Chat,12,Pending,6
INT_010332,CUST_004779,Return Request,2025-02-24,Phone,27,Resolved,7
INT_010333,CUST_009715,Billing Issue,2025-01-10,Email,45,Closed,1
INT_010334,CUST_001514,Email Inquiry,2025-05-08,Chat,21,Resolved,8
INT_010335,CUST_006380,Support Call,2024-09-03,Chat,46,Resolved,6
INT_010336,CUST_008985,Complaint,2025-04-20,Email,42,Pending,6
INT_010337,CUST_000371,Product Question,2025-06-18,In-Store,21,Resolved,6
INT_010338,CUST_009292,Support Call,2025-05-20,Phone,48,Resolved,8
INT_010339,CUST_000865,Complaint,2024-04-03,Chat,42,Closed,5
INT_010340,CUST_008147,Billing Issue,2024-02-28,Phone,58,Resolved,5
INT_010341,CUST_007577,Support Call,2024-09-08,Chat,20,Closed,7
INT_010342,CUST_009619,Return Request,2023-08-03,Phone,11,Escalated,5
INT_010343,CUST_003403,Return Request,2025-03-11,Phone,17,Resolved,6
INT_010344,CUST_005409,Chat Session,2025-03-26,In-Store,22,Resolved,7
INT_010345,CUST_008301,Product Question,2025-02-09,Phone,11,Resolved,7
INT_010346,CUST_004835,Chat Session,2024-11-03,Phone,22,Resolved,6
INT_010347,CUST_009853,Support Call,2024-12-06,Chat,48,Resolved,6
INT_010348,CUST_000902,Email Inquiry,2025-01-17,Email,10,Resolved,9
INT_010349,CUST_007932,Email Inquiry,2024-08-21,In-Store,18,Pending,5
INT_010350,CUST_005003,Billing Issue,2025-02-26,Email,45,Pending,1
INT_010351,CUST_007492,Email Inquiry,2025-05-13,Email,24,Resolved,6
INT_010352,CUST_000363,Product Question,2025-02-27,Phone,11,Resolved,8
INT_010353,CUST_000993,Feedback,2025-06-29,Phone,7,Resolved,9
INT_010354,CUST_000782,Return Request,2024-07-25,Phone,29,Closed,4
INT_010355,CUST_009740,Complaint,2025-06-16,Phone,26,Pending,6
INT_010356,CUST_009168,Billing Issue,2023-12-11,Chat,16,Resolved,7
INT_010357,CUST_004338,Feedback,2024-08-24,Email,5,Closed,5
INT_010358,CUST_002618,Support Call,2025-05-20,Email,44,Resolved,2
INT_010359,CUST_005851,Product Question,2025-02-28,Phone,16,Closed,5
INT_010360,CUST_006763,Complaint,2025-05-12,Chat,20,Resolved,7
INT_010361,CUST_003561,Email Inquiry,2025-04-10,Phone,20,Closed,9
INT_010362,CUST_000983,Email Inquiry,2024-07-09,Phone,24,Escalated,6
INT_010363,CUST_003732,Chat Session,2025-06-13,In-Store,19,Pending,5
INT_010364,CUST_009067,Complaint,2024-02-19,Phone,21,Escalated,5
INT_010365,CUST_004618,Complaint,2024-04-29,Chat,39,Resolved,4
INT_010366,CUST_004962,Support Call,2024-07-07,In-Store,48,Escalated,1
INT_010367,CUST_006881,Feedback,2025-02-19,Phone,10,Pending,8
INT_010368,CUST_002421,Feedback,2024-11-07,Chat,9,Pending,7
INT_010369,CUST_004517,Return Request,2025-04-02,Chat,16,Pending,4
INT_010370,CUST_002379,Support Call,2024-07-10,Phone,44,Resolved,4
INT_010371,CUST_002792,Feedback,2024-06-06,Phone,12,Resolved,9
INT_010372,CUST_001132,Support Call,2025-06-29,Phone,47,Resolved,8
INT_010373,CUST_005591,Email Inquiry,2025-04-18,In-Store,8,Resolved,8
INT_010374,CUST_002087,Chat Session,2024-03-27,Email,16,Resolved,8
INT_010375,CUST_002017,Billing Issue,2024-12-30,Email,26,Resolved,4
INT_010376,CUST_003774,Complaint,2025-06-16,Social Media,59,Pending,7
INT_010377,CUST_007454,Return Request,2025-03-19,Phone,14,Resolved,9
INT_010378,CUST_003234,Product Question,2024-12-01,Phone,15,Escalated,2
INT_010379,CUST_008508,Product Question,2024-07-21,Email,13,Resolved,7
INT_010380,CUST_007365,Product Question,2025-02-11,In-Store,17,Closed,8
INT_010381,CUST_000297,Product Question,2025-03-10,In-Store,18,Pending,4
INT_010382,CUST_005198,Product Question,2025-05-05,Chat,12,Resolved,8
INT_010383,CUST_000247,Product Question,2025-03-22,Phone,25,Resolved,9
INT_010384,CUST_002601,Email Inquiry,2024-03-30,Email,11,Resolved,8
INT_010385,CUST_003005,Billing Issue,2024-02-11,Phone,25,Closed,3
INT_010386,CUST_009136,Email Inquiry,2024-10-23,Email,15,Closed,8
INT_010387,CUST_000116,Feedback,2023-11-10,Phone,17,Resolved,6
INT_010388,CUST_001498,Email Inquiry,2023-12-04,Phone,20,Resolved,9
INT_010389,CUST_002771,Feedback,2025-05-12,Chat,22,Closed,9
INT_010390,CUST_003069,Chat Session,2024-09-03,Phone,8,Resolved,7
INT_010391,CUST_009142,Support Call,2024-11-04,Social Media,51,Resolved,3
INT_010392,CUST_002297,Chat Session,2025-02-19,Email,11,Resolved,6
INT_010393,CUST_002519,Email Inquiry,2024-09-28,Phone,22,Resolved,7
INT_010394,CUST_002593,Email Inquiry,2024-10-13,Chat,22,Resolved,6
INT_010395,CUST_001290,Support Call,2024-12-01,In-Store,20,Resolved,2
INT_010396,CUST_005797,Email Inquiry,2025-01-12,Phone,6,Resolved,9
INT_010397,CUST_003733,Billing Issue,2024-04-28,In-Store,38,Resolved,4
INT_010398,CUST_002569,Return Request,2024-08-03,Chat,15,Resolved,5
INT_010399,CUST_006701,Feedback,2024-10-28,Chat,8,Resolved,8
INT_010400,CUST_004977,Billing Issue,2025-03-16,Phone,47,Resolved,4
INT_010401,CUST_001686,Return Request,2025-04-30,Phone,13,Pending,7
INT_010402,CUST_004754,Support Call,2025-06-18,Email,42,Resolved,3
INT_010403,CUST_002001,Product Question,2025-04-01,Chat,22,Resolved,6
INT_010404,CUST_002662,Billing Issue,2025-06-12,Phone,33,Resolved,2
INT_010405,CUST_004123,Billing Issue,2023-09-07,In-Store,57,Resolved,5
INT_010406,CUST_006337,Billing Issue,2025-05-05,Email,25,Closed,4
INT_010407,CUST_009957,Complaint,2025-04-27,Phone,28,Resolved,4
INT_010408,CUST_006026,Complaint,2024-10-03,Phone,27,Resolved,4
INT_010409,CUST_001692,Complaint,2024-02-05,Phone,29,Resolved,6
INT_010410,CUST_002568,Complaint,2024-05-14,In-Store,42,Resolved,4
INT_010411,CUST_002997,Support Call,2025-06-19,Social Media,44,Resolved,4
INT_010412,CUST_006683,Complaint,2023-07-08,Phone,56,Escalated,1
INT_010413,CUST_007307,Support Call,2024-03-24,In-Store,53,Escalated,1
INT_010414,CUST_006467,Email Inquiry,2025-06-24,Phone,20,Resolved,10
INT_010415,CUST_007362,Support Call,2024-05-04,Phone,25,Escalated,1
INT_010416,CUST_003574,Billing Issue,2024-05-23,Chat,41,Pending,3
INT_010417,CUST_006113,Chat Session,2023-09-05,Chat,18,Resolved,9
INT_010418,CUST_003901,Email Inquiry,2025-04-10,Email,5,Resolved,6
INT_010419,CUST_003599,Feedback,2024-09-01,Chat,20,Resolved,9
INT_010420,CUST_002804,Billing Issue,2024-01-08,In-Store,52,Resolved,6
INT_010421,CUST_005359,Billing Issue,2024-07-01,Email,56,Resolved,2
INT_010422,CUST_008059,Support Call,2024-11-05,Chat,43,Resolved,5
INT_010423,CUST_004399,Email Inquiry,2024-12-19,Email,18,Pending,5
INT_010424,CUST_000769,Feedback,2024-04-05,Phone,5,Resolved,6
INT_010425,CUST_007278,Product Question,2024-06-05,Chat,18,Pending,3
INT_010426,CUST_008965,Feedback,2025-05-23,In-Store,11,Closed,7
INT_010427,CUST_004034,Complaint,2024-10-12,Chat,34,Resolved,7
INT_010428,CUST_000897,Email Inquiry,2025-01-29,Phone,19,Resolved,8
INT_010429,CUST_005861,Email Inquiry,2024-10-05,In-Store,5,Escalated,6
INT_010430,CUST_000499,Product Question,2024-01-09,Email,21,Closed,8
INT_010431,CUST_003112,Email Inquiry,2023-08-30,Phone,21,Resolved,5
INT_010432,CUST_003688,Billing Issue,2024-06-21,Chat,55,Escalated,1
INT_010433,CUST_007775,Chat Session,2025-06-27,Email,13,Resolved,7
INT_010434,CUST_006389,Support Call,2025-06-11,Email,26,Escalated,2
INT_010435,CUST_005068,Product Question,2023-10-31,Chat,18,Pending,8
INT_010436,CUST_000835,Chat Session,2024-05-17,Social Media,8,Resolved,7
INT_010437,CUST_008605,Feedback,2024-05-26,Phone,6,Resolved,9
INT_010438,CUST_001982,Feedback,2024-01-05,Phone,8,Escalated,5
INT_010439,CUST_008425,Complaint,2025-03-13,Phone,33,Pending,6
INT_010440,CUST_001237,Feedback,2024-09-03,Chat,16,Resolved,9
INT_010441,CUST_005073,Billing Issue,2023-10-15,Chat,19,Escalated,1
INT_010442,CUST_000008,Feedback,2025-03-05,Email,16,Resolved,6
INT_010443,CUST_003609,Return Request,2023-09-20,Phone,17,Resolved,4
INT_010444,CUST_001375,Complaint,2024-12-19,Phone,37,Pending,4
INT_010445,CUST_002746,Product Question,2024-01-27,Chat,29,Resolved,4
INT_010446,CUST_008946,Return Request,2025-01-24,In-Store,17,Escalated,5
INT_010447,CUST_005788,Complaint,2024-12-01,Phone,27,Pending,4
INT_010448,CUST_003186,Return Request,2025-03-13,Chat,28,Closed,5
INT_010449,CUST_009260,Email Inquiry,2024-04-11,Chat,13,Resolved,6
INT_010450,CUST_008844,Complaint,2024-08-26,Email,42,Resolved,7
INT_010451,CUST_002675,Email Inquiry,2025-05-06,In-Store,17,Resolved,8
INT_010452,CUST_009858,Return Request,2023-12-06,Email,11,Closed,5
INT_010453,CUST_009630,Billing Issue,2025-05-02,Chat,26,Resolved,4
INT_010454,CUST_004405,Support Call,2024-11-27,In-Store,37,Resolved,7
INT_010455,CUST_001742,Return Request,2023-09-28,Phone,19,Resolved,7
INT_010456,CUST_006936,Feedback,2025-06-20,Phone,15,Resolved,5
INT_010457,CUST_006350,Support Call,2025-06-03,Phone,50,Escalated,1
INT_010458,CUST_004612,Chat Session,2025-01-29,Chat,18,Resolved,9
INT_010459,CUST_006954,Chat Session,2025-06-22,Chat,5,Resolved,9
INT_010460,CUST_007729,Product Question,2025-01-11,Email,29,Resolved,3
INT_010461,CUST_006276,Product Question,2023-12-20,Phone,29,Resolved,8
INT_010462,CUST_006319,Support Call,2024-12-04,Phone,40,Resolved,4
INT_010463,CUST_009121,Return Request,2025-01-15,Email,14,Resolved,6
INT_010464,CUST_006467,Return Request,2025-06-29,In-Store,11,Closed,4
INT_010465,CUST_005611,Complaint,2025-04-27,In-Store,30,Resolved,4
INT_010466,CUST_000856,Email Inquiry,2024-10-19,Email,20,Resolved,5
INT_010467,CUST_006714,Support Call,2025-04-28,Phone,24,Resolved,5
INT_010468,CUST_003901,Email Inquiry,2024-06-18,Email,9,Resolved,9
INT_010469,CUST_009224,Complaint,2025-02-12,In-Store,22,Resolved,5
INT_010470,CUST_002818,Billing Issue,2025-03-05,Phone,44,Pending,1
INT_010471,CUST_000797,Email Inquiry,2025-01-14,Email,5,Resolved,7
INT_010472,CUST_006484,Billing Issue,2024-06-17,Email,37,Closed,3
INT_010473,CUST_007715,Billing Issue,2024-11-19,Phone,44,Escalated,1
INT_010474,CUST_002530,Feedback,2025-01-17,Phone,18,Closed,9
INT_010475,CUST_009715,Feedback,2024-12-07,Email,5,Resolved,10
INT_010476,CUST_005377,Product Question,2025-02-25,Chat,13,Pending,3
INT_010477,CUST_004386,Chat Session,2024-08-20,Phone,8,Resolved,7
INT_010478,CUST_009367,Email Inquiry,2024-06-25,Phone,18,Resolved,8
INT_010479,CUST_004332,Complaint,2025-06-03,Phone,16,Pending,1
INT_010480,CUST_007759,Complaint,2025-06-27,Email,38,Escalated,3
INT_010481,CUST_004051,Return Request,2025-02-19,Chat,29,Closed,5
INT_010482,CUST_008465,Complaint,2025-05-10,Chat,19,Resolved,5
INT_010483,CUST_005532,Email Inquiry,2025-03-16,In-Store,10,Resolved,5
INT_010484,CUST_000908,Product Question,2024-08-11,Phone,26,Escalated,5
INT_010485,CUST_006160,Support Call,2025-03-08,Phone,29,Resolved,1
INT_010486,CUST_005628,Feedback,2025-05-27,Chat,20,Resolved,5
INT_010487,CUST_007007,Complaint,2024-09-03,Email,55,Resolved,6
INT_010488,CUST_004296,Email Inquiry,2024-09-06,Email,7,Escalated,5
INT_010489,CUST_004469,Return Request,2025-03-17,Phone,17,Closed,7
INT_010490,CUST_003662,Chat Session,2025-01-03,In-Store,8,Closed,7
INT_010491,CUST_001990,Billing Issue,2024-12-09,Chat,44,Pending,2
INT_010492,CUST_007349,Feedback,2025-06-27,Chat,19,Closed,5
INT_010493,CUST_000455,Chat Session,2024-07-21,Email,17,Resolved,6
INT_010494,CUST_007140,Feedback,2023-09-30,Phone,21,Resolved,9
INT_010495,CUST_000702,Complaint,2024-02-29,Phone,41,Closed,5
INT_010496,CUST_001231,Support Call,2025-06-06,Chat,34,Closed,6
INT_010497,CUST_008241,Product Question,2025-02-07,Phone,16,Resolved,5
INT_010498,CUST_009282,Product Question,2024-03-15,Phone,21,Resolved,7
INT_010499,CUST_005673,Chat Session,2025-05-21,In-Store,13,Closed,8
INT_010500,CUST_008227,Billing Issue,2024-05-11,Phone,46,Pending,5
INT_010501,CUST_004031,Complaint,2025-05-09,Phone,26,Resolved,6
INT_010502,CUST_006552,Return Request,2024-07-17,Phone,27,Resolved,7
INT_010503,CUST_008467,Billing Issue,2024-02-13,Chat,33,Resolved,2
INT_010504,CUST_000673,Return Request,2024-12-17,Phone,22,Resolved,5
INT_010505,CUST_008748,Return Request,2024-02-01,Email,10,Resolved,5
INT_010506,CUST_008644,Email Inquiry,2025-02-15,Chat,12,Pending,8
INT_010507,CUST_008418,Complaint,2024-08-24,In-Store,52,Escalated,5
INT_010508,CUST_000699,Feedback,2024-01-11,Phone,14,Resolved,8
INT_010509,CUST_003823,Feedback,2025-06-08,Email,16,Pending,5
INT_010510,CUST_003458,Complaint,2025-04-01,In-Store,22,Escalated,4
INT_010511,CUST_000616,Return Request,2025-05-18,In-Store,24,Pending,8
INT_010512,CUST_004070,Support Call,2023-12-14,In-Store,34,Escalated,5
INT_010513,CUST_000776,Complaint,2025-02-25,Phone,20,Resolved,3
INT_010514,CUST_008968,Chat Session,2024-01-11,Email,17,Closed,6
INT_010515,CUST_008034,Billing Issue,2025-04-16,Phone,15,Resolved,6
INT_010516,CUST_007867,Return Request,2024-10-07,Phone,23,Escalated,5
INT_010517,CUST_000841,Billing Issue,2024-07-09,Email,21,Resolved,5
INT_010518,CUST_000496,Support Call,2024-02-09,Phone,53,Resolved,4
INT_010519,CUST_006397,Product Question,2025-05-19,Chat,22,Resolved,4
INT_010520,CUST_000364,Email Inquiry,2023-11-16,Email,16,Resolved,9
INT_010521,CUST_001858,Return Request,2023-09-04,In-Store,25,Closed,5
INT_010522,CUST_006577,Return Request,2023-09-12,Phone,17,Resolved,4
INT_010523,CUST_007537,Support Call,2025-01-08,Email,48,Resolved,2
INT_010524,CUST_004507,Chat Session,2025-06-09,Phone,9,Resolved,6
INT_010525,CUST_001167,Support Call,2024-09-12,Email,24,Resolved,2
INT_010526,CUST_000985,Chat Session,2024-08-02,In-Store,13,Pending,8
INT_010527,CUST_008973,Return Request,2025-01-18,Email,10,Pending,6
INT_010528,CUST_007880,Product Question,2024-03-15,Phone,19,Escalated,6
INT_010529,CUST_009436,Chat Session,2024-06-13,Phone,6,Closed,8
INT_010530,CUST_005109,Chat Session,2023-08-08,Phone,14,Escalated,6
INT_010531,CUST_004638,Chat Session,2025-04-01,Phone,20,Pending,5
INT_010532,CUST_000082,Complaint,2025-04-25,Chat,25,Resolved,7
INT_010533,CUST_000896,Product Question,2023-12-19,Chat,26,Resolved,6
INT_010534,CUST_004780,Complaint,2024-06-16,Email,21,Pending,5
INT_010535,CUST_004161,Return Request,2024-04-22,Email,21,Resolved,9
INT_010536,CUST_001481,Feedback,2025-06-14,Email,5,Resolved,7
INT_010537,CUST_005324,Email Inquiry,2023-12-30,Email,7,Escalated,6
INT_010538,CUST_001928,Feedback,2025-02-06,Phone,17,Resolved,6
INT_010539,CUST_007463,Billing Issue,2024-02-24,In-Store,54,Escalated,3
INT_010540,CUST_002436,Product Question,2024-05-24,Email,25,Resolved,4
INT_010541,CUST_000357,Return Request,2024-01-11,Email,14,Resolved,3
INT_010542,CUST_000757,Product Question,2025-01-12,Email,26,Resolved,6
INT_010543,CUST_006617,Complaint,2024-01-31,Phone,16,Resolved,2
INT_010544,CUST_008055,Complaint,2025-03-19,Phone,53,Pending,6
INT_010545,CUST_002568,Feedback,2025-05-23,Chat,16,Resolved,9
INT_010546,CUST_005460,Return Request,2023-11-14,Chat,24,Resolved,6
INT_010547,CUST_001228,Product Question,2023-09-11,Email,19,Pending,3
INT_010548,CUST_009297,Feedback,2024-11-22,Social Media,23,Resolved,9
INT_010549,CUST_008593,Support Call,2025-04-13,Email,19,Resolved,3
INT_010550,CUST_007464,Chat Session,2025-05-29,Phone,20,Resolved,5
INT_010551,CUST_007472,Complaint,2024-12-24,In-Store,32,Resolved,4
INT_010552,CUST_009909,Chat Session,2024-10-18,Phone,6,Resolved,8
INT_010553,CUST_002909,Chat Session,2024-01-05,Social Media,9,Resolved,9
INT_010554,CUST_005241,Chat Session,2024-10-20,Phone,22,Pending,5
INT_010555,CUST_004796,Email Inquiry,2024-06-10,Phone,12,Resolved,8
INT_010556,CUST_005612,Complaint,2025-01-13,Phone,40,Resolved,1
INT_010557,CUST_003432,Product Question,2025-06-08,Email,10,Escalated,3
INT_010558,CUST_007843,Billing Issue,2025-04-14,Chat,49,Resolved,5
INT_010559,CUST_003973,Billing Issue,2024-08-30,Chat,20,Resolved,4
INT_010560,CUST_009414,Billing Issue,2025-06-08,Chat,18,Resolved,2
INT_010561,CUST_009715,Billing Issue,2023-12-16,Phone,39,Resolved,4
INT_010562,CUST_003778,Email Inquiry,2024-01-24,Phone,12,Resolved,8
INT_010563,CUST_009057,Support Call,2024-12-05,Email,18,Closed,6
INT_010564,CUST_006400,Billing Issue,2025-04-11,In-Store,33,Pending,2
INT_010565,CUST_002261,Complaint,2024-04-29,Email,43,Resolved,6
INT_010566,CUST_006195,Email Inquiry,2024-05-06,Phone,23,Resolved,9
INT_010567,CUST_009980,Email Inquiry,2025-05-26,Social Media,10,Escalated,7
INT_010568,CUST_004295,Feedback,2024-10-05,Chat,12,Pending,8
INT_010569,CUST_006943,Feedback,2024-03-09,Chat,17,Pending,5
INT_010570,CUST_006246,Billing Issue,2024-11-14,In-Store,27,Resolved,7
INT_010571,CUST_004699,Return Request,2024-05-25,Chat,12,Resolved,9
