product_id,product_name,category,price,stock_quantity,stock_status
970,Product_Sports_0970,Sports,342.8,433,In Stock
971,Product_Electronics_0971,Electronics,1642.1,59,In Stock
972,Product_Beauty_0972,Beauty,61.83,327,In Stock
973,Product_Sports_0973,Sports,25.02,448,In Stock
974,Product_Toys_0974,Toys,114.57,291,In Stock
975,Product_Books_0975,Books,36.59,286,In Stock
976,Product_Books_0976,Books,44.27,64,In Stock
977,Product_Books_0977,Books,,126,In Stock
978,Product_Books_0978,Books,16.84,297,In Stock
979,Product_Toys_0979,Toys,139.51,165,In Stock
980,Product_Sports_0980,Sports,394.56,274,In Stock
981,Product_Electronics_0981,Electronics,885.76,10,Low Stock
982,Product_Clothing_0982,Clothing,196.52,390,In Stock
983,Product_Beauty_0983,Beauty,145.45,471,In Stock
984,Product_Home & Garden_0984,Home & Garden,396.32,376,In Stock
985,Product_Toys_0985,Toys,139.83,466,In Stock
986,Product_Clothing_0986,Clothing,190.2,437,In Stock
987,Product_Toys_0987,Toys,197.64,375,In Stock
988,Product_Books_0988,Books,45.48,295,In Stock
989,Product_Clothing_0989,Clothing,88.9,267,In Stock
990,Product_Toys_0990,Toys,35.69,382,In Stock
991,Product_Electronics_0991,Electronics,870.07,67,In Stock
992,Product_Books_0992,Books,34.15,415,In Stock
993,Product_Clothing_0993,Clothing,277.77,78,In Stock
994,Product_Toys_0994,Toys,84.49,159,In Stock
995,Product_Home & Garden_0995,Home & Garden,355.71,232,In Stock
996,Product_Sports_0996,Sports,168.36,290,In Stock
997,Product_Home & Garden_0997,Home & Garden,183.8,114,In Stock
998,Product_Clothing_0998,Clothing,148.28,162,In Stock
999,Product_Sports_0999,Sports,303.24,392,In Stock
1000,Product_Beauty_1000,Beauty,65.59,137,In Stock
