transaction_id,customer_id,product_id,sales_rep_id,transaction_date,quantity,unit_price,discount_amount,total_amount,status,payment_method
TXN00003671,C000071,P000134,REP006,2024-12-29 11:43:35,8,12.23,12.12,85.71,completed,Credit Card
TXN00003672,C000243,P000068,REP013,2024-12-08 11:43:35,3,38.12,0.29,114.06,completed,Credit Card
TXN00003673,C000147,P000212,REP015,2025-04-14 11:43:35,2,75.87,18.88,132.86,completed,Cash
TXN00003674,C000469,P000186,REP004,2024-12-05 11:43:35,2,583.88,126.41,1041.35,completed,Credit Card
TXN00003675,C000234,P000166,REP002,2025-04-06 11:43:35,10,543.68,36.47,5400.35,completed,Debit Card
TXN00003676,C000128,P000112,REP005,2024-12-12 11:43:35,2,16.87,1.59,32.15,completed,PayPal
TXN00003677,C000017,P000116,REP012,2025-03-31 11:43:35,10,55.86,62.85,495.71,completed,PayPal
TXN00003678,C000289,P000277,REP010,2025-01-09 11:43:35,6,58.32,10.49,339.44,completed,Debit Card
TXN00003679,C000257,P000093,REP015,2025-03-04 11:43:35,2,20.37,1.27,39.47,completed,Credit Card
TXN00003680,C000005,P000136,REP011,2024-12-31 11:43:35,3,212.4,91.32,545.88,completed,Debit Card
TXN00003681,C000057,P000240,REP003,2024-12-23 11:43:35,5,46.26,30.32,200.97,completed,Debit Card
TXN00003682,C000336,P000136,REP006,2025-01-29 11:43:35,-2,181.03,137.08,1130.13,completed,Credit Card
TXN00003683,C000384,P000018,REP001,2025-03-07 11:43:35,4,348.45,94.63,1299.18,completed,Bank Transfer
TXN00003684,C000158,P000300,REP004,2025-01-10 11:43:35,8,38.67,34.63,274.69,completed,Bank Transfer
TXN00003685,C000255,P000146,REP014,2025-05-31 11:43:35,3,385.04,7.7,1147.43,completed,PayPal
TXN00003686,C000452,P000109,REP002,2025-01-30 11:43:35,2,20.06,5.32,34.8,completed,PayPal
TXN00003687,C000486,P000193,,2025-03-01 11:43:35,7,56.09,36.44,356.21,completed,Credit Card
TXN00003688,C000483,P000092,REP004,2025-05-12 11:43:35,3,298.71,9.18,886.95,completed,PayPal
TXN00003689,C000195,P000205,REP006,2024-12-22 11:43:35,10,51.68,70.53,446.25,completed,Cash
TXN00003690,,P000125,REP003,2025-01-23 11:43:35,3,168.71,7.65,498.47,completed,Bank Transfer
TXN00003691,C000435,P000012,REP001,2025-01-21 11:43:35,5,71.5,34.01,323.49,completed,Cash
TXN00003692,C000134,P000123,REP004,2025-03-15 11:43:35,4,532.21,218.81,1910.05,completed,Bank Transfer
TXN00003693,C000165,P000064,REP003,2025-01-16 11:43:35,8,152.17,139.43,1077.92,completed,Debit Card
TXN00003694,C000496,P000061,REP001,2025-04-26 11:43:35,2,698.46,190.77,1206.15,completed,Credit Card
TXN00003695,C000158,P000030,REP002,2025-03-31 11:43:35,7,324.83,163.48,2110.32,completed,Debit Card
TXN00003696,C000089,P000065,REP003,2025-01-16 11:43:35,9,128.71,47.58,1110.8,completed,Debit Card
TXN00003697,C000236,P000143,REP006,2025-02-23 11:43:35,8,142.81,96.57,1045.93,completed,Credit Card
TXN00003698,C000412,P000256,REP008,2025-01-29 11:43:35,9,25.62,32.33,198.29,completed,Cash
TXN00003699,C000499,P000279,REP014,2025-01-25 11:43:35,10,247.29,114.26,2358.61,completed,Credit Card
TXN00003700,C000167,P000261,REP005,2025-03-16 11:43:35,7,614.36,100.24,4200.28,completed,Bank Transfer
TXN00003701,C000243,P000221,REP011,2025-02-08 11:43:35,8,58.51,56.07,412.04,completed,Cash
TXN00003702,C000379,P000274,REP012,2025-03-01 11:43:35,2,243.95,14.05,473.85,completed,PayPal
TXN00003703,C000125,P000203,REP006,2024-12-27 11:43:35,6,196.77,153.27,1027.37,completed,Bank Transfer
TXN00003704,C000057,P000103,REP014,2025-04-24 11:43:35,8,29.15,19.65,213.59,completed,Bank Transfer
TXN00003705,C000352,P000272,REP006,2025-03-16 11:43:35,1,268.27,16.21,252.06,completed,PayPal
TXN00003706,C000325,P000269,REP008,2025-02-15 11:43:35,7,12.09,11.05,73.56,completed,Bank Transfer
TXN00003707,C000448,P000242,REP007,2025-01-17 11:43:35,2,20.47,3.39,37.55,completed,Bank Transfer
TXN00003708,C000081,P000254,REP013,2025-03-24 11:43:35,4,28.84,14.94,100.43,completed,PayPal
TXN00003709,C000363,P000100,REP012,2025-03-07 11:43:35,6,153.31,130.63,789.21,completed,PayPal
TXN00003710,C000199,P000052,REP013,2024-12-14 11:43:35,1,27.3,0.8,26.5,completed,Credit Card
TXN00003711,C000483,P000154,REP004,2025-01-11 11:43:35,9,40.73,52.07,314.48,completed,Credit Card
TXN00003712,C000474,P000092,REP001,2024-12-17 11:43:35,7,259.14,175.32,1638.68,completed,Bank Transfer
TXN00003713,C000004,P000157,REP015,2025-02-26 11:43:35,8,87.46,3.1,696.61,completed,Cash
TXN00003714,C000500,P000264,REP002,2025-04-27 11:43:35,9,183.18,223.98,1424.68,completed,Cash
TXN00003715,C000317,,REP009,2025-03-11 11:43:35,7,83.0,36.81,544.18,completed,Credit Card
TXN00003716,C000429,P000119,REP005,2025-01-27 11:43:35,9,659.93,95.74,5843.67,completed,Cash
TXN00003717,C000036,P000015,REP005,2025-03-02 11:43:35,10,84.71,105.35,741.78,completed,PayPal
TXN00003718,C000407,P000073,REP014,2025-04-08 11:43:35,10,238.11,50.43,2330.64,completed,PayPal
TXN00003719,C000123,P000156,REP003,2025-05-24 11:43:35,9,140.92,164.56,1103.71,completed,PayPal
TXN00003720,C000039,P000041,REP008,2025-03-12 11:43:35,10,50.28,0.96,501.86,completed,Credit Card
TXN00003721,C000058,P000148,REP002,2024-12-17 11:43:35,4,511.85,184.58,1862.83,completed,Debit Card
TXN00003722,C000248,P000117,REP009,2025-02-02 11:43:35,1,186.88,15.6,171.28,completed,Bank Transfer
TXN00003723,C000495,P000220,REP002,2025-03-20 11:43:35,1,747.07,28.35,718.72,completed,Cash
TXN00003724,C000076,P000227,REP015,2025-05-24 11:43:35,2,208.84,39.51,378.16,completed,Cash
TXN00003725,C000116,P000213,REP006,2025-04-10 11:43:35,5,31.0,1.71,153.31,completed,Cash
TXN00003726,C000250,P000076,REP011,2025-05-11 11:43:35,3,155.03,21.72,443.38,completed,Bank Transfer
TXN00003727,C000075,P000138,REP004,2025-03-12 11:43:35,3,86.71,32.54,227.59,completed,PayPal
TXN00003728,C000063,P000188,REP015,2025-02-28 11:43:35,2,276.54,19.37,533.72,completed,Credit Card
TXN00003729,C000255,P000236,REP013,2025-03-27 11:43:35,4,50.79,19.26,183.9,completed,Debit Card
TXN00003730,C000031,P000201,REP012,2025-02-12 11:43:35,5,26.24,5.79,125.43,completed,Credit Card
TXN00003731,C000188,P000262,REP009,2025-03-11 11:43:35,1,174.57,22.59,151.98,completed,PayPal
TXN00003732,C000420,P000160,REP001,2025-02-01 11:43:35,3,53.86,10.08,151.49,completed,Debit Card
TXN00003733,C000488,P000209,REP009,2025-01-05 11:43:35,10,129.76,165.98,1131.66,completed,Credit Card
TXN00003734,C000477,P000155,REP003,2024-12-29 11:43:35,8,525.25,290.71,3911.33,completed,Cash
TXN00003735,C000396,P000212,REP011,2025-01-04 11:43:35,10,75.43,30.33,724.02,completed,PayPal
TXN00003736,C000176,P000070,REP009,2025-04-10 11:43:35,10,228.82,20.12,2268.03,completed,Bank Transfer
TXN00003737,C000457,P000113,REP001,2024-12-29 11:43:35,3,188.58,40.8,524.95,completed,Debit Card
TXN00003738,C000063,P000175,REP001,2025-05-29 11:43:35,9,622.17,634.61,4964.96,completed,PayPal
TXN00003739,C000079,P000054,REP010,2024-12-21 11:43:35,2,155.26,5.88,304.63,completed,Cash
TXN00003740,C000243,P000019,REP015,2025-01-27 11:43:35,7,42.59,17.94,280.21,completed,PayPal
TXN00003741,C000160,P000022,REP006,2025-02-17 11:43:35,3,11.89,4.25,31.43,completed,Credit Card
TXN00003742,C000434,P000208,REP002,2025-05-20 11:43:35,5,108.7,37.59,505.89,completed,Bank Transfer
TXN00003743,C000339,P000168,REP012,2025-03-09 11:43:35,1,117.51,17.59,99.92,completed,Debit Card
TXN00003744,C000024,P000300,REP002,2025-04-24 11:43:35,3,38.5,7.03,108.46,completed,PayPal
TXN00003745,C000265,P000135,REP011,2025-02-02 11:43:35,9,16.78,19.56,131.43,completed,Bank Transfer
TXN00003746,C000398,P000246,REP006,2025-04-04 11:43:35,9,373.32,146.88,3213.03,completed,Bank Transfer
TXN00003747,C000407,P000283,REP001,2025-05-06 11:43:35,6,39.4,1.99,234.41,completed,Credit Card
TXN00003748,C000259,P000272,REP015,2024-12-20 11:43:35,3,241.75,28.88,696.37,completed,Credit Card
TXN00003749,C000359,P000255,REP015,2024-12-27 11:43:35,7,11.06,8.44,68.95,completed,Bank Transfer
TXN00003750,C000251,P000095,REP004,2024-12-27 11:43:35,1,45.23,3.46,41.77,completed,Debit Card
TXN00003751,C000210,P000289,REP008,2025-01-12 11:43:35,3,0,4.9,82.63,completed,PayPal
TXN00003752,C000140,P000090,REP004,2025-04-25 11:43:35,7,177.59,128.44,1114.69,completed,Credit Card
TXN00003753,C000280,P000180,REP001,2025-02-22 11:43:35,4,301.17,38.02,1166.66,completed,Bank Transfer
TXN00003754,C000294,P000137,REP005,2025-03-29 11:43:35,1,143.39,13.51,129.88,completed,PayPal
TXN00003755,C000013,P000139,REP006,2025-02-16 11:43:35,9,170.71,182.64,1353.74,completed,Debit Card
TXN00003756,C000014,P000080,REP001,2024-12-16 11:43:35,6,556.49,340.87,2998.09,completed,Credit Card
TXN00003757,C000477,P000250,REP006,2025-01-12 11:43:35,9,24.85,31.59,192.06,completed,PayPal
TXN00003758,C000392,P000297,REP013,2025-02-02 11:43:35,10,11.49,12.58,102.34,completed,PayPal
TXN00003759,C000397,P000044,REP007,2025-04-15 11:43:35,7,23.27,24.17,138.72,completed,Debit Card
TXN00003760,C000169,P000090,REP012,2025-01-23 11:43:35,4,171.58,23.22,663.12,completed,Debit Card
TXN00003761,C000018,P000097,REP015,2025-04-18 11:43:35,7,640.62,553.25,3931.08,completed,Cash
TXN00003762,C000058,P000204,REP009,2025-02-02 11:43:35,5,17.51,12.14,75.42,completed,PayPal
TXN00003763,C000204,P000047,REP009,2025-03-26 11:43:35,8,268.17,212.52,1932.83,completed,Debit Card
TXN00003764,C000092,P000006,REP014,2025-05-03 11:43:35,6,44.27,20.89,244.75,completed,Credit Card
TXN00003765,C000349,P000033,REP010,2025-05-23 11:43:35,2,489.11,67.76,910.47,completed,Bank Transfer
TXN00003766,C000272,P000020,REP009,2025-05-16 11:43:35,8,121.2,84.58,885.01,completed,PayPal
TXN00003767,C000401,P000296,REP015,2025-02-06 11:43:35,5,53.87,28.99,240.34,completed,PayPal
TXN00003768,C000084,P000199,REP005,2025-04-10 11:43:35,3,225.0,5.16,669.83,completed,Debit Card
TXN00003769,C000172,P000293,REP008,2025-02-19 11:43:35,4,189.26,9.33,747.69,completed,Credit Card
TXN00003770,C000328,P000270,REP006,2025-05-10 11:43:35,8,414.46,302.73,3012.95,completed,Bank Transfer
TXN00003771,C000382,P000219,REP011,2025-05-13 11:43:35,6,38.04,30.53,197.73,completed,Cash
TXN00003772,C000279,P000221,REP013,2024-12-22 11:43:35,4,59.34,18.2,219.15,completed,Bank Transfer
TXN00003773,C000403,P000026,REP005,2025-04-21 11:43:35,4,200.85,26.23,777.17,completed,Credit Card
TXN00003774,C000376,P000167,REP013,2025-01-21 11:43:35,6,59.73,20.9,337.46,completed,Debit Card
TXN00003775,,P000161,REP006,2025-02-17 11:43:35,8,102.1,53.09,763.73,completed,PayPal
TXN00003776,C000464,P000146,REP010,2025-02-26 11:43:35,3,376.09,58.6,1069.68,completed,Debit Card
TXN00003777,C000430,P000155,REP014,2025-02-15 11:43:35,7,538.37,381.7,3386.92,completed,Credit Card
TXN00003778,C000128,P000161,REP005,2024-12-25 11:43:35,4,99.57,53.03,345.26,completed,Bank Transfer
TXN00003779,C000291,P000091,REP014,2025-02-18 11:43:35,6,26.34,18.36,139.66,completed,Debit Card
TXN00003780,C000364,P000261,REP008,2025-04-04 11:43:35,4,657.83,95.41,2535.9,completed,PayPal
TXN00003781,C000456,P000075,REP008,2025-04-13 11:43:35,4,280.07,81.09,1039.19,completed,Bank Transfer
TXN00003782,C000282,P000184,REP015,2025-02-24 11:43:35,4,241.65,113.31,853.29,completed,Debit Card
TXN00003783,C000258,,REP008,2025-02-19 11:43:35,9,25.55,25.07,204.85,completed,Debit Card
TXN00003784,C000255,P000039,REP002,2025-02-23 11:43:35,8,55.86,26.27,420.57,completed,PayPal
TXN00003785,C000247,P000030,REP012,2025-05-21 11:43:35,9,347.88,430.88,2700.03,completed,Cash
TXN00003786,C000156,P000217,REP001,2025-05-21 11:43:35,5,222.13,128.99,981.67,completed,Debit Card
TXN00003787,C000382,P000122,REP012,2025-01-12 11:43:35,9,79.54,67.37,648.49,completed,Credit Card
TXN00003788,C000327,P000122,REP001,2025-05-28 11:43:35,4,81.45,1.95,323.86,completed,Debit Card
TXN00003789,C000051,P000123,REP008,2025-04-12 11:43:35,9,621.59,701.81,4892.5,completed,Cash
TXN00003790,C000493,P000002,REP005,2024-12-09 11:43:35,4,17.44,7.48,62.26,completed,Bank Transfer
TXN00003791,C000432,P000252,REP002,2025-02-01 11:43:35,2,150.48,17.83,283.13,completed,Credit Card
TXN00003792,C000469,P000038,REP005,2025-01-10 11:43:35,10,497.14,67.24,4904.21,completed,Cash
TXN00003793,C000257,P000277,REP009,2025-01-02 11:43:35,3,53.32,3.31,156.65,completed,Cash
TXN00003794,C000077,P000043,REP002,2024-12-26 11:43:35,4,174.63,11.41,687.1,completed,Credit Card
TXN00003795,C000161,P000143,REP004,2025-01-13 11:43:35,10,145.89,52.98,1405.96,completed,Debit Card
TXN00003796,C000278,P000223,REP013,2025-01-28 11:43:35,5,152.89,44.73,719.71,completed,Bank Transfer
TXN00003797,C000087,P000255,REP007,2025-04-24 11:43:35,1,12.67,1.72,-10.95,completed,Debit Card
TXN00003798,C000418,P000181,REP003,2025-03-28 11:43:35,2,244.86,33.76,455.95,completed,Cash
TXN00003799,C000142,P000037,REP003,2025-03-20 11:43:35,8,300.5,219.68,2184.31,completed,Debit Card
TXN00003800,C000410,P000208,REP010,2025-05-29 11:43:35,8,114.68,63.78,853.63,completed,Cash
TXN00003801,C000404,P000210,REP015,2025-05-16 11:43:35,6,77.41,49.17,415.27,completed,Bank Transfer
TXN00003802,C000179,P000256,REP015,2025-03-10 11:43:35,4,27.19,1.07,107.69,completed,Debit Card
TXN00003803,C000120,P000143,REP002,2025-03-01 11:43:35,1,132.35,6.34,126.01,completed,Bank Transfer
TXN00003804,C000277,P000049,REP002,2024-12-14 11:43:35,5,56.71,39.94,243.63,completed,Cash
TXN00003805,C000007,P000288,REP009,2025-04-18 11:43:35,6,95.19,68.64,502.51,completed,Credit Card
TXN00003806,C000071,P000126,REP009,2025-01-12 11:43:35,9,161.67,112.49,1342.53,completed,Bank Transfer
TXN00003807,C000221,P000289,REP001,2025-06-22 11:43:35,7,29.61,6.33,200.94,completed,Credit Card
TXN00003808,C000474,P000067,REP010,2025-03-16 11:43:35,6,33.44,10.25,190.38,completed,Bank Transfer
TXN00003809,C000224,P000115,REP006,2025-04-15 11:43:35,7,637.02,345.64,4113.52,completed,PayPal
TXN00003810,C000242,P000182,REP002,2025-01-13 11:43:35,9,95.28,107.66,749.9,completed,PayPal
TXN00003811,C000420,P000071,REP005,2024-12-30 11:43:35,3,129.81,15.47,373.97,completed,Cash
TXN00003812,C000360,P000034,REP004,2025-04-27 11:43:35,6,609.17,251.02,3404.03,completed,Credit Card
TXN00003813,C000204,P000116,REP013,2025-03-21 11:43:35,3,54.43,7.58,155.71,completed,Bank Transfer
TXN00003814,C000119,P000059,REP005,2025-05-18 11:43:35,3,16.46,0.87,48.5,completed,Credit Card
TXN00003815,C000275,P000261,REP010,2025-04-26 11:43:35,1,631.64,42.39,589.25,completed,Credit Card
TXN00003816,C000332,P000154,REP010,2025-01-07 11:43:35,9,46.37,53.18,364.12,completed,Credit Card
TXN00003817,C000472,P000050,REP003,2025-01-15 11:43:35,6,529.23,285.09,2890.3,completed,Debit Card
TXN00003818,C000396,P000080,REP009,2024-12-16 11:43:35,10,536.71,564.63,4802.44,completed,Debit Card
TXN00003819,C000310,P000260,REP002,2025-04-13 11:43:35,5,20.5,13.03,89.47,completed,Debit Card
TXN00003820,C000425,P000151,REP014,2025-04-13 11:43:35,9,106.89,86.66,875.33,completed,Bank Transfer
TXN00003821,C000137,P000034,REP010,2025-02-05 11:43:35,8,558.33,350.79,4115.84,completed,Bank Transfer
TXN00003822,C000268,P000291,REP015,2025-06-22 11:43:35,9,269.1,151.67,2270.25,completed,PayPal
TXN00003823,C000443,,REP013,2025-02-21 11:43:35,2,76.59,14.23,138.94,completed,PayPal
TXN00003824,C000482,P000096,REP010,2025-03-10 11:43:35,2,252.12,21.47,482.77,completed,Credit Card
TXN00003825,C000344,P000022,REP004,2025-04-17 11:43:35,3,10.49,1.01,30.45,completed,Bank Transfer
TXN00003826,C000086,P000109,REP011,2025-03-30 11:43:35,5,19.68,1.18,97.23,completed,Debit Card
TXN00003827,C000442,P000145,REP001,2025-05-03 11:43:35,1,812.09,25.69,786.4,completed,Cash
TXN00003828,C000177,P000014,REP008,2025-05-19 11:43:35,1,231.39,22.34,209.05,completed,Credit Card
TXN00003829,C000432,P000144,REP008,2025-04-18 11:43:35,1,61.45,0.38,61.07,completed,Credit Card
TXN00003830,C000370,P000291,REP003,2025-01-21 11:43:35,2,244.73,30.69,458.78,completed,PayPal
TXN00003831,C000498,P000251,REP010,2025-04-12 11:43:35,5,47.96,27.53,212.29,completed,Debit Card
TXN00003832,C000413,P000001,REP009,2025-01-11 11:43:35,8,204.03,97.59,1534.69,completed,Debit Card
TXN00003833,C000313,P000004,REP013,2025-03-15 11:43:35,4,86.0,23.17,320.83,completed,Credit Card
TXN00003834,C000062,P000137,REP005,2025-04-10 11:43:35,3,161.01,3.85,479.17,completed,Debit Card
TXN00003835,C000223,P000163,REP002,2025-04-05 11:43:35,6,128.41,82.76,687.7,completed,PayPal
TXN00003836,C000161,P000104,REP004,2024-12-11 11:43:35,6,112.52,48.73,626.38,completed,Credit Card
TXN00003837,C000242,P000076,REP007,2025-03-30 11:43:35,3,173.63,45.53,475.35,completed,Credit Card
TXN00003838,C000311,P000174,REP002,2025-03-29 11:43:35,-1,62.23,67.76,492.28,completed,Credit Card
TXN00003839,C000089,P000159,REP005,2025-05-23 11:43:35,5,216.57,30.25,1052.6,completed,PayPal
TXN00003840,C000427,P000051,REP008,2025-04-15 11:43:35,5,32.27,10.23,151.11,completed,Credit Card
TXN00003841,C000261,P000180,REP007,2025-01-19 11:43:35,8,280.11,68.08,2172.77,completed,Debit Card
TXN00003842,C000093,P000282,REP002,2025-05-21 11:43:35,9,141.51,171.37,1102.2,completed,Cash
TXN00003843,C000098,P000181,REP012,2025-02-03 11:43:35,1,258.73,35.06,223.67,completed,Credit Card
TXN00003844,C000114,P000149,REP004,2024-12-26 11:43:35,8,28.18,17.89,207.56,completed,PayPal
TXN00003845,C000185,P000025,REP014,2025-05-22 11:43:35,6,57.21,14.66,328.61,completed,Credit Card
TXN00003846,C000361,P000184,REP001,2025-04-20 11:43:35,1,208.88,30.59,178.29,completed,Debit Card
TXN00003847,C000470,P000006,REP008,2025-03-20 11:43:35,4,44.55,6.6,171.6,completed,Credit Card
TXN00003848,C000496,P000124,REP010,2025-02-23 11:43:35,2,77.3,9.65,144.95,completed,Bank Transfer
TXN00003849,C000463,P000051,REP001,2025-05-10 11:43:35,3,28.73,11.34,74.85,completed,PayPal
TXN00003850,C000457,P000016,REP002,2025-01-31 11:43:35,4,170.12,46.71,633.78,completed,PayPal
TXN00003851,C000289,P000120,REP004,2025-02-25 11:43:35,7,58.87,7.55,404.51,completed,Credit Card
TXN00003852,C000320,P000262,REP005,2024-12-08 11:43:35,10,189.43,25.33,1869.0,completed,Debit Card
TXN00003853,C000341,P000252,REP002,2025-02-10 11:43:35,5,145.2,99.07,626.94,completed,Debit Card
TXN00003854,C000036,P000253,REP002,2025-02-12 11:43:35,1,115.12,13.06,102.06,completed,PayPal
TXN00003855,C000166,P000250,REP012,2024-12-15 11:43:35,5,25.23,1.28,124.87,completed,Debit Card
TXN00003856,C000033,P000064,REP005,2025-05-02 11:43:35,4,153.36,86.36,527.08,completed,Credit Card
TXN00003857,C000400,P000032,REP008,2025-05-09 11:43:35,8,178.93,122.78,1308.68,completed,Cash
TXN00003858,C000340,P000246,REP012,2025-04-08 11:43:35,2,399.94,86.5,713.37,completed,Credit Card
TXN00003859,C000162,P000242,REP015,2025-02-21 11:43:35,3,20.22,0.12,60.54,completed,Cash
TXN00003860,C000379,P000075,REP014,2025-04-07 11:43:35,10,267.81,279.04,2399.03,completed,Cash
TXN00003861,C000035,P000104,REP004,2025-03-17 11:43:35,7,109.29,4.8,760.23,completed,PayPal
TXN00003862,C000101,P000046,REP014,2025-01-01 11:43:35,2,174.72,48.58,300.86,completed,Bank Transfer
TXN00003863,C000489,P000062,REP007,2024-12-21 11:43:35,6,10.07,1.16,59.25,completed,Cash
TXN00003864,C000084,P000085,REP006,2025-02-08 11:43:35,6,125.34,82.58,669.45,completed,Credit Card
TXN00003865,C000453,P000038,REP004,2024-12-19 11:43:35,8,486.23,541.76,3348.1,completed,Credit Card
TXN00003866,C000018,P000222,REP012,2025-04-18 11:43:35,1,26.42,2.55,23.87,completed,Credit Card
TXN00003867,C000321,P000223,REP009,2025-01-18 11:43:35,6,145.79,51.71,823.04,completed,Cash
TXN00003868,C000419,P000016,REP006,2025-02-26 11:43:35,8,186.07,195.71,1292.84,completed,Cash
TXN00003869,C000204,P000267,REP005,2025-04-11 11:43:35,7,39.68,29.4,248.36,completed,Cash
TXN00003870,C000166,P000228,REP003,2025-03-27 11:43:35,4,480.83,76.47,1846.85,completed,PayPal
TXN00003871,C000385,P000100,REP003,2025-03-16 11:43:35,5,142.15,64.57,646.16,completed,Bank Transfer
TXN00003872,C000308,P000288,REP002,2025-03-08 11:43:35,9,92.98,17.1,819.75,completed,Credit Card
TXN00003873,C000117,P000295,REP003,2024-12-18 11:43:35,7,15.79,9.75,100.77,completed,Bank Transfer
TXN00003874,C000135,P000150,REP002,2025-01-26 11:43:35,9,124.69,126.5,995.75,completed,PayPal
TXN00003875,C000311,P000107,REP015,2025-04-07 11:43:35,3,17.34,2.07,49.95,completed,Bank Transfer
TXN00003876,C000211,P000144,REP002,2025-05-02 11:43:35,9,65.77,1.98,589.93,completed,Credit Card
TXN00003877,C000055,P000098,REP015,2024-12-21 11:43:35,6,252.97,204.23,1313.62,completed,Debit Card
TXN00003878,C000305,P000072,REP014,2025-05-20 11:43:35,3,89.45,35.2,233.15,completed,Cash
TXN00003879,C000376,P000164,REP014,2025-03-05 11:43:35,4,502.64,244.17,1766.39,completed,Debit Card
TXN00003880,C000277,P000285,REP009,2025-01-25 11:43:35,5,196.08,29.05,951.35,completed,Debit Card
TXN00003881,C000427,P000073,REP014,2025-03-07 11:43:35,8,239.73,271.43,1646.44,completed,PayPal
TXN00003882,C000421,P000028,REP004,2025-01-31 11:43:35,9,111.69,43.76,961.48,completed,Cash
TXN00003883,C000340,P000225,REP009,2025-04-04 11:43:35,6,144.52,34.88,832.25,completed,PayPal
TXN00003884,C000106,P000229,REP004,2025-05-19 11:43:35,10,87.14,118.66,752.73,completed,Bank Transfer
TXN00003885,C000225,P000067,REP002,2025-01-12 11:43:35,4,32.42,1.63,128.04,completed,PayPal
TXN00003886,C000486,P000077,REP010,2025-05-12 11:43:35,1,42.08,2.65,39.43,completed,Cash
TXN00003887,C000303,P000061,REP006,2025-05-23 11:43:35,7,712.94,163.76,4826.8,completed,Debit Card
TXN00003888,C000108,P000190,REP007,2025-04-23 11:43:35,8,65.78,77.98,448.26,completed,Debit Card
TXN00003889,C000382,P000228,REP015,2025-03-17 11:43:35,8,458.49,204.0,3463.88,completed,Debit Card
TXN00003890,C000108,P000281,REP015,2024-12-24 11:43:35,5,59.23,31.67,264.49,completed,Debit Card
TXN00003891,C000285,P000079,REP006,2025-01-19 11:43:35,4,717.06,350.22,2518.02,completed,Cash
TXN00003892,C000198,P000241,REP015,2025-04-08 11:43:35,5,164.83,37.39,786.74,completed,Credit Card
TXN00003893,C000153,P000100,REP009,2025-02-06 11:43:35,10,138.36,122.6,1260.95,completed,Debit Card
TXN00003894,C000234,P000181,REP007,2025-03-22 11:43:35,10,279.72,373.7,2423.47,completed,Debit Card
TXN00003895,C000496,P000002,REP014,2025-02-19 11:43:35,10,15.42,3.57,150.59,completed,Cash
TXN00003896,C000326,P000144,REP013,2025-01-31 11:43:35,7,62.09,52.09,382.55,completed,Credit Card
TXN00003897,C000289,P000262,REP008,2025-04-11 11:43:35,1,184.16,9.29,174.87,completed,Debit Card
TXN00003898,C000340,P000198,REP004,2025-02-16 11:43:35,1,68.45,4.03,64.42,completed,Credit Card
TXN00003899,C000466,P000026,REP007,2025-04-28 11:43:35,1,215.37,6.54,208.83,completed,Cash
TXN00003900,C000251,P000091,REP002,2024-12-08 11:43:35,1,26.33,3.71,22.62,completed,PayPal
TXN00003901,C000183,P000278,REP012,2025-04-09 11:43:35,4,18.3,3.49,69.7,completed,Credit Card
TXN00003902,C000455,P000129,REP009,2025-01-29 11:43:35,4,11.37,1.02,44.47,completed,Credit Card
TXN00003903,C000194,P000213,REP006,2025-05-01 11:43:35,9,34.64,24.87,286.9,completed,Credit Card
TXN00003904,C000365,P000009,REP002,2025-02-09 11:43:35,2,105.39,7.63,203.15,completed,Bank Transfer
TXN00003905,C000192,P000298,REP014,2025-04-27 11:43:35,1,23.14,3.38,19.76,completed,PayPal
TXN00003906,C000002,P000217,REP004,2025-05-21 11:43:35,9,224.39,9.0,2010.48,completed,PayPal
TXN00003907,C000027,P000207,REP003,2025-02-17 11:43:35,7,432.82,142.07,2887.66,completed,PayPal
TXN00003908,C000012,,REP003,2024-12-28 11:43:35,5,43.36,0.52,216.26,completed,Bank Transfer
TXN00003909,C000149,P000027,REP015,2025-01-28 11:43:35,7,549.95,162.53,3687.09,completed,Credit Card
TXN00003910,C000059,P000263,REP004,2025-01-15 11:43:35,1,321.94,36.05,285.89,completed,PayPal
TXN00003911,C000113,P000021,REP006,2025-01-02 11:43:35,3,240.86,64.39,658.18,completed,Cash
TXN00003912,C000481,P000095,REP003,2025-02-01 11:43:35,7,50.41,37.85,315.02,completed,Credit Card
TXN00003913,C000260,P000277,REP005,2024-12-09 11:43:35,4,53.02,1.51,210.55,completed,Credit Card
TXN00003914,C000205,P000236,REP006,2025-04-22 11:43:35,7,54.59,4.58,377.57,completed,Credit Card
TXN00003915,C000208,P000261,REP015,2025-05-21 11:43:35,1,604.3,77.59,526.71,completed,PayPal
TXN00003916,C000123,P000043,REP008,2024-12-15 11:43:35,5,178.66,108.03,785.25,completed,PayPal
TXN00003917,C000495,P000165,REP001,2025-04-14 11:43:35,7,249.01,89.62,1653.44,completed,Cash
TXN00003918,,P000214,REP009,2025-01-18 11:43:35,8,269.57,241.31,1915.23,completed,Debit Card
TXN00003919,C000388,P000057,REP003,2025-04-06 11:43:35,9,98.39,60.34,825.19,completed,Bank Transfer
TXN00003920,C000061,P000149,REP008,2025-03-12 11:43:35,4,28.29,2.41,110.74,completed,Credit Card
TXN00003921,C000254,P000299,REP014,2025-01-12 11:43:35,4,45.14,8.93,171.62,completed,PayPal
TXN00003922,C000411,P000005,REP002,2024-12-29 11:43:35,1,87.44,1.99,85.45,completed,Cash
TXN00003923,C000453,P000225,REP005,2025-03-05 11:43:35,3,172.51,2.93,514.6,completed,Debit Card
