transaction_id,order_id,customer_id,product_id,product_name,category,quantity,unit_price,item_total,discount_amount,discount_percent,tax_amount,final_total,transaction_date,transaction_time,store_id,store_location,sales_channel,sales_person,payment_method,customer_rating,is_return,notes
TXN-000257,ORD-238731,503,SPRT-001,Yoga Mat,Sports,5,41.89,209.45,0,0,16.76,226.21,2025-05-22,20:00:08,STR-008,"San Diego, CA",Mobile App,,Credit Card,4,False,
TXN-000258,ORD-278137,418,SPRT-003,Basketball,Sports,1,26.1,26.1,0,0,2.09,28.19,2025-06-01,13:31:40,STR-004,"Houston, TX",Mobile App,,Google Pay,,False,
TXN-000259,ORD-271761,205,HOME-005,Desk Lamp,Home & Garden,1,40.37,40.37,3.35,8.3,2.96,39.98,2025-06-04,06:40:46,STR-003,"Chicago, IL",Online,,Apple Pay,,False,Billion million reality first.
TXN-000260,ORD-147440,944,SPRT-001,Yoga Mat,Sports,5,39.36,196.8,0,0,15.74,212.54,2025-05-19,01:56:41,STR-005,"Phoenix, AZ",Mobile App,,Google Pay,,False,
TXN-000261,ORD-784555,582,BOOK-004,Business Strategy Guide,Books,1,26.85,26.85,0,0,2.15,29.0,2025-05-30,05:42:39,STR-004,"Houston, TX",In-Store,Frank Hall,Credit Card,,False,
TXN-000262,ORD-946147,1,ELEC-004,Laptop Charger,Electronics,5,45.23,226.15,0,0,18.09,244.24,2025-06-10,06:44:50,STR-006,"Philadelphia, PA",Online,,Credit Card,2,False,
TXN-000263,ORD-507579,971,BOOK-002,Cookbook,Books,2,24.91,49.82,0,0,3.99,53.81,2025-05-20,06:19:27,STR-007,"San Antonio, TX",In-Store,Katherine Guerrero,Cash,,False,
TXN-000264,ORD-290401,948,CLTH-004,Winter Jacket,Clothing,2,134.05,268.1,0,0,21.45,289.55,2025-05-19,06:47:20,STR-008,"San Diego, CA",Mobile App,,Credit Card,,False,Information game herself how southern however my.
TXN-000265,ORD-384619,176,CLTH-003,Running Shoes,Clothing,5,73.31,366.55,0,0,29.32,395.87,2025-05-17,08:07:45,STR-004,"Houston, TX",Mobile App,,Google Pay,,False,
TXN-000266,ORD-144812,440,HOME-002,Garden Hose,Home & Garden,4,43.89,175.56,37.42,21.3,11.05,149.19,2025-05-16,08:57:32,STR-002,"Los Angeles, CA",In-Store,Erica Jones,Gift Card,4,False,
TXN-000267,ORD-580698,,SPRT-002,Dumbbells,Sports,3,68.05,204.15,0,0,16.33,220.48,2025-06-08,14:51:27,STR-010,"San Jose, CA",Mobile App,,Cash,,False,
TXN-000268,ORD-731348,648,CLTH-002,Jeans,Clothing,2,44.9,89.8,0,0,7.18,96.98,2025-05-24,00:58:26,STR-001,"New York, NY",Mobile App,,Credit Card,3,False,
TXN-000269,ORD-360335,375,HOME-001,Coffee Maker,Home & Garden,2,72.9,145.8,0,0,11.66,157.46,2025-06-05,16:58:23,STR-008,"San Diego, CA",In-Store,Sergio Arnold,Cash,,False,Plan one indeed.
TXN-000270,ORD-925437,110,BOOK-002,Cookbook,Books,4,28.28,113.12,0,0,9.05,122.17,2025-05-17,12:05:50,STR-005,"Phoenix, AZ",Phone Order,Joel Collins,Cash,1,False,Majority sport tonight look fly movement despite current.
TXN-000271,ORD-846545,311,HOME-004,Kitchen Knife Set,Home & Garden,2,75.28,150.56,0,0,12.04,162.6,2025-05-28,22:03:44,STR-009,"Dallas, TX",Phone Order,Adam Lee,Debit Card,,False,
TXN-000272,ORD-681572,101,HOME-005,Desk Lamp,Home & Garden,4,32.51,130.04,0,0,10.4,140.44,2025-06-10,03:06:28,STR-002,"Los Angeles, CA",Phone Order,Kenneth Robertson,Gift Card,5,False,
TXN-000273,ORD-430653,105,CLTH-005,Baseball Cap,Clothing,3,21.34,64.02,0,0,5.12,69.14,2025-06-08,04:41:37,STR-002,"Los Angeles, CA",In-Store,Todd Rosales,Gift Card,5,False,Fall relationship decide public image international win.
TXN-000274,ORD-787571,610,HOME-002,Garden Hose,Home & Garden,3,44.24,132.72,0,0,10.62,143.34,2025-05-27,07:22:36,STR-007,"San Antonio, TX",Mobile App,,Apple Pay,,False,
TXN-000275,ORD-979028,,SPRT-005,Water Bottle,Sports,1,17.26,17.26,0,0,1.38,18.64,2025-05-23,08:53:01,STR-010,"San Jose, CA",Online,Deanna Rodriguez,Google Pay,,False,
TXN-000276,ORD-449192,238,SPRT-005,Water Bottle,Sports,5,22.57,112.85,0,0,9.03,121.88,2025-06-03,14:52:23,STR-003,"Chicago, IL",Phone Order,Pamela Jenkins,Cash,,False,Science bank top eye.
TXN-000277,ORD-348906,936,ELEC-001,Wireless Headphones,Electronics,1,87.35,87.35,20.5,23.5,5.35,72.2,2025-05-17,07:53:01,STR-005,"Phoenix, AZ",Phone Order,Clinton Daugherty,Debit Card,,False,
TXN-000278,ORD-274451,139,SPRT-001,Yoga Mat,Sports,3,39.47,118.41,0,0,9.47,127.88,2025-05-24,18:57:05,STR-009,"Dallas, TX",In-Store,Shannon Garcia,Debit Card,,False,
TXN-000279,ORD-626451,59,CLTH-001,Cotton T-Shirt,Clothing,4,22.88,91.52,0,0,7.32,98.84,2025-05-21,01:14:51,STR-007,"San Antonio, TX",Online,,Gift Card,,False,
TXN-000280,ORD-344643,276,BOOK-003,Mystery Novel,Books,2,17.74,35.48,0,0,2.84,38.32,2025-05-28,10:08:11,STR-007,"San Antonio, TX",Mobile App,,PayPal,5,False,
TXN-000281,ORD-319551,674,SPRT-003,Basketball,Sports,0,35.3,0,0,0,0.0,0.0,2025-05-14,13:23:02,STR-004,"Houston, TX",Phone Order,Jasmine Lopez,Debit Card,,False,
TXN-000282,ORD-629023,836,CLTH-005,Baseball Cap,Clothing,3,20.45,61.35,5.22,8.5,4.49,60.62,2025-06-04,10:44:39,STR-010,"San Jose, CA",In-Store,Nichole Hardin,Credit Card,1,False,
TXN-000283,ORD-340432,888,BOOK-001,Python Programming Book,Books,5,41.85,209.25,0,0,16.74,225.99,2025-05-20,06:34:38,STR-008,"San Diego, CA",Phone Order,Jeffrey Norris,Credit Card,,False,
TXN-000284,ORD-984978,2,ELEC-005,USB Cable,Electronics,2,14.17,28.34,4.39,15.5,1.92,25.87,2025-05-16,12:18:09,STR-002,"Los Angeles, CA",Phone Order,Angela Blackwell,PayPal,,False,
TXN-000285,ORD-616965,943,BOOK-003,Mystery Novel,Books,4,15.5,62.0,0,0,4.96,66.96,2025-05-13,22:15:04,STR-008,"San Diego, CA",Phone Order,Steven Espinoza,Google Pay,2,False,
TXN-000286,ORD-380568,530,ELEC-004,Laptop Charger,Electronics,5,53.54,267.7,54.16,20.2,17.08,230.62,2025-05-19,20:32:22,STR-002,"Los Angeles, CA",Online,,PayPal,3,False,Discussion force pull sort friend.
TXN-000287,ORD-767457,39,BOOK-004,Business Strategy Guide,Books,4,26.23,104.92,21.77,20.7,6.65,89.8,2025-05-12,02:46:35,STR-008,"San Diego, CA",Online,Peter Stevens,Apple Pay,,False,
TXN-000288,ORD-916037,852,CLTH-003,Running Shoes,Clothing,1,88.18,88.18,0,0,7.05,95.23,2025-05-27,05:17:24,STR-007,"San Antonio, TX",Online,Elizabeth Perkins,Gift Card,,False,
TXN-000289,ORD-783573,238,ELEC-003,Bluetooth Speaker,Electronics,5,89.67,448.35,39.96,8.9,32.67,441.06,2025-06-01,11:25:11,STR-003,"Chicago, IL",In-Store,Mitchell White,Credit Card,,False,
TXN-000290,ORD-216488,,BOOK-005,Art History Book,Books,3,52.38,157.14,0,0,12.57,169.71,2025-05-30,23:39:09,STR-009,"Dallas, TX",Mobile App,,Google Pay,,False,
TXN-000291,ORD-902061,889,ELEC-001,Wireless Headphones,Electronics,2,88.07,176.14,0,0,14.09,190.23,2025-07-08,13:41:18,STR-003,"Chicago, IL",Mobile App,Amanda Mcgee,Cash,5,False,
TXN-000292,ORD-429423,783,CLTH-001,Cotton T-Shirt,Clothing,5,18.86,94.3,0,0,7.54,101.84,2025-06-06,11:20:30,STR-007,"San Antonio, TX",Mobile App,,PayPal,,False,
TXN-000293,ORD-922412,775,ELEC-005,USB Cable,Electronics,2,11.77,23.54,0,0,1.88,25.42,2025-06-04,12:03:59,STR-007,"San Antonio, TX",In-Store,Jennifer Williams,PayPal,,False,
TXN-000294,ORD-295148,692,SPRT-003,Basketball,Sports,0,35.8,0,0,0,0.0,0.0,2025-06-04,17:46:41,STR-008,"San Diego, CA",Mobile App,,Cash,3,False,
TXN-000295,ORD-821182,292,HOME-004,Kitchen Knife Set,Home & Garden,5,80.19,400.95,32.34,8.1,29.49,398.1,2025-06-07,05:04:25,STR-009,"Dallas, TX",Online,,Cash,2,False,
TXN-000296,ORD-145633,194,HOME-003,Throw Pillow,Home & Garden,5,32.41,162.05,0,0,12.96,175.01,2025-05-30,08:53:31,STR-004,"Houston, TX",In-Store,Marissa Mercer,Credit Card,4,False,Care each itself stay year magazine plan take.
TXN-000297,ORD-482372,530,HOME-003,Throw Pillow,Home & Garden,1,32.1,32.1,0,0,2.57,34.67,2025-05-24,10:28:46,STR-008,"San Diego, CA",Phone Order,James Oconnor DDS,Google Pay,,False,
TXN-000298,ORD-968477,443,CLTH-002,Jeans,Clothing,2,40.16,80.32,0,0,6.43,86.75,2025-05-28,21:20:40,STR-007,"San Antonio, TX",Online,,Google Pay,,False,
TXN-000299,ORD-634977,831,CLTH-005,Baseball Cap,Clothing,2,20.49,40.98,0,0,3.28,44.26,2025-05-22,06:39:28,STR-004,"Houston, TX",Online,,Credit Card,,False,
TXN-000300,ORD-300100,809,BOOK-005,Art History Book,Books,-1,50.31,0,0,0,0.0,0.0,2025-06-03,02:58:03,STR-009,"Dallas, TX",Online,,Debit Card,3,False,
TXN-000301,ORD-956038,388,CLTH-005,Baseball Cap,Clothing,5,21.15,105.75,0,0,8.46,114.21,2025-05-13,04:25:27,STR-009,"Dallas, TX",In-Store,Bradley Arroyo,Apple Pay,3,False,
TXN-000302,ORD-685318,739,CLTH-001,Cotton T-Shirt,Clothing,4,16.31,65.24,0,0,5.22,70.46,2025-06-06,10:30:29,STR-004,"Houston, TX",In-Store,Amanda Wright,Apple Pay,,False,
TXN-000303,ORD-135261,20,CLTH-003,Running Shoes,Clothing,4,81.62,326.48,16.48,5.0,24.8,334.8,2025-05-27,07:23:11,STR-008,"San Diego, CA",In-Store,Steven Miranda,Apple Pay,,False,Page score kind year.
TXN-000304,ORD-759330,467,ELEC-001,Wireless Headphones,Electronics,1,89.77,89.77,0,0,7.18,96.95,2025-05-14,00:16:58,STR-005,"Phoenix, AZ",Mobile App,,Debit Card,,False,
TXN-000305,ORD-725245,714,HOME-001,Coffee Maker,Home & Garden,3,94.19,282.57,0,0,22.61,305.18,2025-05-15,23:59:20,STR-003,"Chicago, IL",In-Store,Sherry Johnson,Cash,,False,Become strategy pretty actually clear herself hear.
TXN-000306,ORD-317868,871,ELEC-003,Bluetooth Speaker,Electronics,1,100.72,100.72,11.87,11.8,7.11,95.96,2025-05-19,04:55:04,STR-010,"San Jose, CA",In-Store,Lindsay Avila,Apple Pay,1,False,
TXN-000307,ORD-122106,913,CLTH-002,Jeans,Clothing,3,47.84,143.52,0,0,11.48,155.0,2025-05-29,08:32:03,STR-003,"Chicago, IL",Mobile App,,Debit Card,,False,
TXN-000308,ORD-363363,261,ELEC-005,USB Cable,Electronics,4,11.09,44.36,0,0,3.55,47.91,2025-06-08,00:17:45,STR-005,"Phoenix, AZ",Mobile App,,Google Pay,4,False,
TXN-000309,ORD-405320,862,BOOK-001,Python Programming Book,Books,3,32.26,96.78,17.42,18.0,6.35,85.71,2025-05-31,02:25:28,STR-004,"Houston, TX",Phone Order,Caleb Jenkins,Gift Card,,False,
TXN-000310,ORD-443240,765,SPRT-002,Dumbbells,Sports,3,55.69,167.07,0,0,13.37,180.44,2025-05-29,18:18:42,STR-009,"Dallas, TX",In-Store,Mitchell Lewis,Cash,,False,
TXN-000311,ORD-382435,61,HOME-003,Throw Pillow,Home & Garden,2,33.61,67.22,5.61,8.3,4.93,66.54,2025-05-20,07:06:52,STR-006,"Philadelphia, PA",Online,,Credit Card,3,False,
TXN-000312,ORD-293503,206,SPRT-001,Yoga Mat,Sports,5,34.9,174.5,0,0,13.96,188.46,2025-05-17,22:49:38,STR-003,"Chicago, IL",Online,,Google Pay,2,False,
TXN-000313,ORD-892769,934,ELEC-002,Smartphone Case,Electronics,2,22.36,44.72,0,0,3.58,48.3,2025-05-31,11:33:58,STR-004,"Houston, TX",Mobile App,,Credit Card,,False,
TXN-000314,ORD-225210,292,HOME-003,Throw Pillow,Home & Garden,2,29.98,59.96,5.04,8.4,4.39,59.31,2025-05-25,13:06:22,STR-007,"San Antonio, TX",Phone Order,Dr. Troy Dougherty,Credit Card,4,False,
TXN-000315,ORD-767518,848,BOOK-004,Business Strategy Guide,Books,1,25.15,25.15,0,0,2.01,27.16,2025-05-30,07:13:16,STR-006,"Philadelphia, PA",Phone Order,Karen Ellis,Credit Card,,False,
TXN-000316,ORD-772725,,HOME-002,Garden Hose,Home & Garden,4,45.86,183.44,0,0,14.68,198.12,2025-05-27,10:31:38,STR-003,"Chicago, IL",Phone Order,Dawn Fitzgerald,PayPal,4,False,
TXN-000317,ORD-654269,33,HOME-003,Throw Pillow,Home & Garden,3,35.13,105.39,0,0,8.43,113.82,2025-05-25,08:14:11,STR-010,"San Jose, CA",Mobile App,,PayPal,2,False,Simple mind perhaps research fine together.
TXN-000318,ORD-199638,776,CLTH-002,Jeans,Clothing,3,40.97,122.91,0,0,9.83,132.74,2025-05-23,16:59:35,STR-008,"San Diego, CA",Phone Order,Dr. Shawna Thompson DVM,PayPal,4,False,
TXN-000319,ORD-988014,500,HOME-004,Kitchen Knife Set,Home & Garden,4,65.5,262.0,0,0,20.96,282.96,2025-05-20,15:46:36,STR-002,"Los Angeles, CA",Online,,PayPal,5,False,Rule think season animal attorney choose.
TXN-000320,ORD-678815,612,BOOK-004,Business Strategy Guide,Books,3,31.42,94.26,0,0,7.54,101.8,2025-06-06,09:42:00,STR-009,"Dallas, TX",Phone Order,Michele Moore,Apple Pay,2,False,
TXN-000321,ORD-449068,682,CLTH-002,Jeans,Clothing,2,56.48,112.96,0,0,9.04,122.0,2025-05-21,11:42:14,STR-003,"Chicago, IL",Mobile App,,Debit Card,,False,Anyone turn relationship.
TXN-000322,ORD-436276,,SPRT-005,Water Bottle,Sports,5,21.34,106.7,0,0,8.54,115.24,2025-06-09,15:06:30,STR-005,"Phoenix, AZ",Online,,Apple Pay,,False,Analysis serious usually direction religious pretty family.
TXN-000323,ORD-943996,709,CLTH-001,Cotton T-Shirt,Clothing,1,18.9,18.9,0,0,1.51,20.41,2025-06-07,02:39:23,STR-007,"San Antonio, TX",Phone Order,Ashley Williamson,Cash,,False,
TXN-000324,ORD-597366,441,HOME-005,Desk Lamp,Home & Garden,5,38.68,193.4,0,0,15.47,208.87,2025-06-07,20:58:12,STR-010,"San Jose, CA",Mobile App,,PayPal,,False,
TXN-000325,ORD-428342,938,CLTH-002,Jeans,Clothing,1,51.77,51.77,0,0,4.14,55.91,2025-06-04,10:21:47,STR-001,"New York, NY",Online,,Cash,2,False,
TXN-000326,ORD-795859,161,ELEC-003,Bluetooth Speaker,Electronics,4,89.52,358.08,0,0,28.65,386.73,2025-06-07,07:04:23,STR-006,"Philadelphia, PA",Phone Order,Robert Wilson,PayPal,,False,Yard event create all space clearly.
TXN-000327,ORD-466122,786,ELEC-004,Laptop Charger,Electronics,5,55.1,275.5,66.53,24.1,16.72,225.69,2025-06-07,17:37:36,STR-005,"Phoenix, AZ",Mobile App,,Debit Card,,False,
TXN-000328,ORD-285692,478,SPRT-003,Basketball,Sports,2,-10.99,-21.98,0,0,-1.76,-23.74,2025-06-04,21:18:42,STR-004,"Houston, TX",Phone Order,Shirley Wallace,Google Pay,,False,
TXN-000329,ORD-316663,547,SPRT-002,Dumbbells,Sports,4,59.75,239.0,0,0,19.12,258.12,2025-05-25,21:59:16,STR-008,"San Diego, CA",Online,,PayPal,,False,
TXN-000330,ORD-688243,18,HOME-005,Desk Lamp,Home & Garden,2,31.12,62.24,0,0,4.98,67.22,2025-05-30,01:05:43,STR-007,"San Antonio, TX",Online,,Debit Card,,False,
TXN-000331,ORD-250991,771,CLTH-003,Running Shoes,Clothing,3,97.68,293.04,36.28,12.4,20.54,277.3,2025-05-13,06:02:59,STR-005,"Phoenix, AZ",In-Store,Jordan Mason IV,Gift Card,,False,
TXN-000332,ORD-549673,,CLTH-001,Cotton T-Shirt,Clothing,4,19.12,76.48,0,0,6.12,82.6,2025-06-04,16:21:58,STR-010,"San Jose, CA",Online,,Cash,2,False,
TXN-000333,ORD-606446,173,CLTH-003,Running Shoes,Clothing,5,72.04,360.2,0,0,28.82,389.02,2025-05-15,17:14:13,STR-007,"San Antonio, TX",In-Store,Brendan Barnes,Credit Card,,False,
TXN-000334,ORD-778116,238,HOME-005,Desk Lamp,Home & Garden,5,38.27,191.35,0,0,15.31,206.66,2025-06-08,05:53:03,STR-001,"New York, NY",Mobile App,,Debit Card,,False,
TXN-000335,ORD-148691,430,HOME-003,Throw Pillow,Home & Garden,5,25.95,129.75,0,0,10.38,140.13,2025-05-22,01:35:00,STR-003,"Chicago, IL",Online,,Gift Card,,False,
TXN-000336,ORD-315963,567,CLTH-005,Baseball Cap,Clothing,999,27.97,27942.03,0,0,2235.36,30177.39,2025-06-02,09:04:20,STR-007,"San Antonio, TX",Online,,Debit Card,1,False,Quickly leader culture but future ask hundred.
TXN-000337,ORD-868606,784,CLTH-005,Baseball Cap,Clothing,4,24.56,98.24,0,0,7.86,106.1,2025-06-06,12:36:20,STR-007,"San Antonio, TX",In-Store,Andrea Ramos,Credit Card,,False,Up include station win arm.
TXN-000338,ORD-762332,728,ELEC-004,Laptop Charger,Electronics,4,36.8,147.2,21.46,14.6,10.06,135.8,2025-05-14,18:50:42,STR-005,"Phoenix, AZ",Online,,Google Pay,2,False,Ground with possible country.
TXN-000339,ORD-440664,915,BOOK-001,Python Programming Book,Books,5,46.07,230.35,0,0,18.43,248.78,2025-05-23,03:26:25,STR-004,"Houston, TX",In-Store,Kirsten Lopez,Debit Card,4,False,
TXN-000340,ORD-382634,645,HOME-001,Coffee Maker,Home & Garden,2,97.93,195.86,13.98,7.1,14.55,196.43,2025-05-18,05:31:50,STR-010,"San Jose, CA",Mobile App,,Apple Pay,1,False,
TXN-000341,ORD-921276,133,SPRT-003,Basketball,Sports,5,35.37,176.85,0,0,14.15,191.0,2025-06-08,05:20:51,STR-007,"San Antonio, TX",Online,,Debit Card,,False,
TXN-000342,ORD-301898,264,ELEC-001,Wireless Headphones,Electronics,4,73.24,292.96,0,0,23.44,316.4,2025-06-06,10:24:51,STR-008,"San Diego, CA",Online,,Gift Card,,True,
TXN-000343,ORD-872812,100,BOOK-005,Art History Book,Books,2,42.8,85.6,12.53,14.6,5.85,78.92,2025-05-28,10:59:24,STR-002,"Los Angeles, CA",Mobile App,,Debit Card,,False,Have note improve drive field.
TXN-000344,ORD-184684,624,SPRT-003,Basketball,Sports,2,28.22,56.44,0,0,4.52,60.96,2025-06-07,06:15:21,STR-007,"San Antonio, TX",In-Store,Mary Hudson,Apple Pay,,False,
TXN-000345,ORD-110130,918,CLTH-005,Baseball Cap,Clothing,2,24.48,48.96,5.7,11.6,3.46,46.72,2025-05-21,22:43:42,STR-009,"Dallas, TX",In-Store,Steven Williams,Credit Card,4,False,
TXN-000346,ORD-315320,468,CLTH-005,Baseball Cap,Clothing,4,20.28,81.12,18.54,22.9,5.01,67.59,2025-05-16,10:55:03,STR-001,"New York, NY",Online,,Apple Pay,1,False,
TXN-000347,ORD-724955,,CLTH-004,Winter Jacket,Clothing,5,136.06,680.3,0,0,54.42,734.72,2025-05-27,03:04:06,STR-003,"Chicago, IL",In-Store,Madeline Cox,Gift Card,,False,Truth participant later anything best air staff.
TXN-000348,ORD-145710,715,HOME-001,Coffee Maker,Home & Garden,2,101.28,202.56,0,0,16.2,218.76,2025-06-08,03:30:42,STR-003,"Chicago, IL",Online,,Debit Card,,False,
TXN-000349,ORD-180434,74,SPRT-004,Tennis Racket,Sports,4,78.37,313.48,63.3,20.2,20.01,270.19,2025-05-14,04:35:46,STR-009,"Dallas, TX",Online,,Apple Pay,,False,
TXN-000350,ORD-942907,919,ELEC-001,Wireless Headphones,Electronics,5,64.91,324.55,0,0,25.96,350.51,2025-06-05,19:03:13,STR-001,"New York, NY",Phone Order,Casey Huerta,PayPal,5,False,Least east firm as build.
TXN-000351,ORD-832540,961,BOOK-003,Mystery Novel,Books,4,17.49,69.96,11.9,17.0,4.64,62.7,2025-05-12,00:01:49,STR-002,"Los Angeles, CA",Phone Order,Daniel Herrera,Credit Card,2,False,
TXN-000352,ORD-524561,546,HOME-001,Coffee Maker,Home & Garden,1,107.5,107.5,0,0,8.6,116.1,2025-06-04,12:06:53,STR-005,"Phoenix, AZ",Online,,Cash,,False,
TXN-000353,ORD-683779,900,CLTH-001,Cotton T-Shirt,Clothing,4,18.21,72.84,0,0,5.83,78.67,2025-05-22,17:08:14,STR-001,"New York, NY",Mobile App,,Credit Card,,False,Accept feel today discuss week age.
TXN-000354,ORD-944047,422,SPRT-003,Basketball,Sports,5,26.78,133.9,23.87,17.8,8.8,118.83,2025-05-21,18:53:37,STR-003,"Chicago, IL",Mobile App,,Gift Card,3,False,
TXN-000355,ORD-694135,805,HOME-001,Coffee Maker,Home & Garden,4,105.24,420.96,0,0,33.68,454.64,2025-05-22,05:07:18,STR-005,"Phoenix, AZ",Online,,Google Pay,,False,
TXN-000356,ORD-952716,207,CLTH-004,Winter Jacket,Clothing,2,108.9,217.8,0,0,17.42,235.22,2025-05-24,06:52:49,STR-005,"Phoenix, AZ",Phone Order,Stephanie Stewart,Apple Pay,,False,
TXN-000357,ORD-993480,429,ELEC-001,Wireless Headphones,Electronics,2,86.12,172.24,16.66,9.7,12.45,168.03,2025-06-01,12:43:33,STR-008,"San Diego, CA",Phone Order,Nicole Chase,PayPal,,False,Source forward might look.
TXN-000358,ORD-342196,232,BOOK-001,Python Programming Book,Books,1,33.98,33.98,0,0,2.72,36.7,2025-05-24,11:59:33,STR-010,"San Jose, CA",Mobile App,,Cash,,False,Read social amount hospital.
TXN-000359,ORD-372940,197,HOME-002,Garden Hose,Home & Garden,2,43.31,86.62,12.25,14.1,5.95,80.32,2025-06-04,08:14:05,STR-007,"San Antonio, TX",In-Store,Leslie Wilson,Cash,,False,
TXN-000360,ORD-837118,307,CLTH-001,Cotton T-Shirt,Clothing,5,16.78,83.9,18.45,22.0,5.24,70.69,2025-05-26,06:21:59,STR-002,"Los Angeles, CA",Mobile App,,Google Pay,,False,
TXN-000361,ORD-101076,,SPRT-004,Tennis Racket,Sports,1,70.58,70.58,0,0,5.65,76.23,2025-06-10,00:53:54,STR-006,"Philadelphia, PA",Mobile App,,Cash,,False,
TXN-000362,ORD-460298,363,CLTH-002,Jeans,Clothing,5,51.13,255.65,0,0,20.45,276.1,2025-05-31,12:38:49,STR-002,"Los Angeles, CA",Mobile App,,Apple Pay,,False,Use provide discover beyond speak son.
TXN-000363,ORD-687913,949,ELEC-005,USB Cable,Electronics,2,12.69,25.38,0,0,2.03,27.41,2025-05-19,20:29:38,STR-001,"New York, NY",In-Store,Jose Dixon,Cash,,False,
TXN-000079,ORD-441904,956,HOME-004,Kitchen Knife Set,Home & Garden,1,71.33,71.33,0,0,5.71,77.04,2025-06-09,11:23:18,STR-008,"San Diego, CA",Mobile App,Laurie Merritt,Gift Card,,False,
TXN-000365,ORD-478652,448,HOME-001,Coffee Maker,Home & Garden,4,75.04,300.16,0,0,24.01,324.17,2025-05-27,18:11:59,STR-010,"San Jose, CA",Online,,Credit Card,2,False,Here world go guess.
TXN-000366,ORD-846914,647,SPRT-005,Water Bottle,Sports,4,16.7,66.8,3.56,5.3,5.06,68.3,2025-05-21,23:02:53,STR-003,"Chicago, IL",Mobile App,,Cash,1,False,
TXN-000367,ORD-594915,39,ELEC-004,Laptop Charger,Electronics,2,53.92,107.84,0,0,8.63,116.47,2025-05-17,18:47:49,STR-008,"San Diego, CA",Mobile App,,Apple Pay,,False,Change seven sit suffer per degree southern.
TXN-000368,ORD-530563,806,CLTH-004,Winter Jacket,Clothing,5,133.76,668.8,0,0,53.5,722.3,2025-05-25,02:14:31,STR-006,"Philadelphia, PA",Phone Order,Jaime Sanders,Apple Pay,,False,
TXN-000369,ORD-619064,829,CLTH-004,Winter Jacket,Clothing,1,130.74,130.74,14.69,11.2,9.28,125.33,2025-05-14,13:35:14,STR-010,"San Jose, CA",Online,,Google Pay,,False,
TXN-000370,ORD-292519,762,SPRT-003,Basketball,Sports,1,31.3,31.3,4.0,12.8,2.18,29.48,2025-05-27,07:20:02,STR-009,"Dallas, TX",In-Store,Dr. Claudia Espinoza MD,Google Pay,4,False,
TXN-000371,ORD-243557,526,CLTH-003,Running Shoes,Clothing,4,97.47,389.88,31.63,8.1,28.66,386.91,2025-05-17,14:17:41,STR-001,"New York, NY",Online,,Debit Card,5,False,
TXN-000372,ORD-703757,645,SPRT-003,Basketball,Sports,1,24.96,24.96,3.76,15.1,1.7,22.9,2025-06-03,08:34:41,STR-001,"New York, NY",Online,Thomas Jackson,Gift Card,,False,
TXN-000373,ORD-347188,15,BOOK-004,Business Strategy Guide,Books,2,25.88,51.76,0,0,4.14,55.9,2025-05-19,19:16:31,STR-009,"Dallas, TX",Mobile App,,Debit Card,,False,
TXN-000374,ORD-233361,434,SPRT-002,Dumbbells,Sports,1,64.85,64.85,0,0,5.19,70.04,2025-06-08,10:38:12,STR-008,"San Diego, CA",Phone Order,Adam Miller,Apple Pay,,False,
TXN-000375,ORD-206888,802,ELEC-003,Bluetooth Speaker,Electronics,2,100.64,201.28,0,0,16.1,217.38,2025-05-12,07:44:25,STR-007,"San Antonio, TX",Online,,PayPal,1,True,
TXN-000376,ORD-728030,,BOOK-002,Cookbook,Books,2,20.22,40.44,0,0,3.24,43.68,2025-06-04,01:07:02,STR-008,"San Diego, CA",Online,,Debit Card,,False,
TXN-000377,ORD-461934,35,HOME-002,Garden Hose,Home & Garden,4,45.46,181.84,0,0,14.55,196.39,2025-05-23,10:26:04,STR-010,"San Jose, CA",Phone Order,Jeffrey Nelson,Gift Card,,False,
TXN-000378,ORD-167767,920,SPRT-002,Dumbbells,Sports,5,71.08,355.4,0,0,28.43,383.83,2025-05-27,05:58:36,STR-009,"Dallas, TX",Online,,Cash,,False,
TXN-000379,ORD-802198,118,HOME-002,Garden Hose,Home & Garden,3,47.11,141.33,0,0,11.31,152.64,2025-06-09,09:32:55,STR-003,"Chicago, IL",In-Store,Jacqueline Green,Credit Card,,False,
TXN-000380,ORD-895360,30,HOME-004,Kitchen Knife Set,Home & Garden,4,65.83,263.32,63.54,24.1,15.98,215.76,2025-05-22,11:49:24,STR-004,"Houston, TX",In-Store,Angela Gutierrez,Debit Card,,False,
TXN-000381,ORD-956751,890,ELEC-004,Laptop Charger,Electronics,1,41.13,41.13,0,0,3.29,44.42,2025-05-30,23:48:17,STR-004,"Houston, TX",Mobile App,,Apple Pay,,False,Likely couple firm avoid.
TXN-000382,ORD-889208,,BOOK-004,Business Strategy Guide,Books,4,26.72,106.88,24.35,22.8,6.6,89.13,2025-05-13,03:43:32,STR-007,"San Antonio, TX",In-Store,Eric Hansen,PayPal,2,False,
TXN-000383,ORD-234020,259,CLTH-002,Jeans,Clothing,1,53.71,53.71,0,0,4.3,58.01,2025-05-25,15:07:48,STR-006,"Philadelphia, PA",Mobile App,,Debit Card,,False,Box compare deep.
TXN-000384,ORD-360271,13,BOOK-002,Cookbook,Books,3,21.13,63.39,0,0,5.07,68.46,2025-05-25,02:37:49,STR-003,"Chicago, IL",Phone Order,Margaret Melton,Gift Card,,False,Account industry public.
